OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
293.00,MANHATTAN REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,1.00,0.82,0.00,0.00,0.00,0.75,0.07,0.77,0.01,0.01,1.00,0.01,0.00,0.00,0.98,96.00,3.00,"Hanna Jesionowska, MD",29.00,9.00,17.00,5.00,2.00,0.00,0.00,0.22,0.18,0.00,0.00,=,2.80,2.60,2.70,2.60,1.50,=,27.50,0.00,15.80,0.08,0.33,=,0.00,0.00,0.00,0.00,0.00,=,34.50,0.00,0.06,0.00,0.50,=,0.00,0.00,0.00,0.00,0.00,=,48.30,0.00,0.18,0.00,0.50,=,55.20,0.00,0.18,0.20,0.50,=,29.00,7.00,14.00,5.00,2.00,0.00,34.50,0.00,0.07,0.00,0.50,=,0.00,0.00,0.00,0.00,0.00,=,48.30,0.00,0.21,0.00,0.50,=,55.20,0.00,0.21,0.20,0.50,=,16.00,0.00,3.00,1.00,1.00,0.00,0.63,=,0.33,0.00,1.00,=,0.00,=,0.00,0.00,0.00,=,0.88,=,1.00,0.00,1.00,=,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,=,0.00,0.00,3.00,=,2.00,1.00,=,=,0.00,=,0.00,0.00,=,=,0.00,=,0.00,0.00,=,=,0.00,=,0.00,0.00,=,=,0.00,=,0.00,0.00,=,=,0.00,=,0.00,0.00,=,=,25.00,3.00,25.00,3.00,3.00,2.30,25.70,0.43,24.00,0.00,40.00,0.00,52.00,0.67,Manhattan Reproductive Medicine,Yes,Yes,Yes,No,Yes,Yes,Yes,0.00,NY
294.00,MEDICAL OFFICES FOR HUMAN REPRODUCTION,CENTER FOR HUMAN REPRODUCTION (CHR),NEW YORK,NEW YORK,1.00,0.77,0.01,0.01,0.11,0.12,0.05,0.74,0.05,0.06,0.09,0.28,0.01,0.25,0.07,528.00,29.00,"Norbert Gleicher, MD",72.00,30.00,71.00,45.00,67.00,41.00,6.90,20.00,14.10,8.90,16.40,26.80,1.90,2.20,2.40,2.50,2.70,3.10,25.00,16.70,10.20,8.30,0.80,1.50,7.50,0.00,2.30,0.00,2.90,0.00,22.20,13.30,8.50,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.20,16.70,11.30,6.70,0.00,0.00,33.30,20.00,12.70,11.10,6.00,2.40,62.00,19.00,50.00,34.00,45.00,21.00,25.80,0.21,12.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.90,0.26,16.00,8.80,0.00,0.00,38.70,0.32,18.00,14.70,8.90,4.80,24.00,6.00,9.00,5.00,4.00,1.00,66.70,0.67,0.67,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.83,0.89,0.60,0.00,0.00,29.00,11.00,6.00,14.00,5.00,2.00,27.00,10.00,6.00,14.00,5.00,2.00,1.20,3.30,0.70,0.60,1.30,0.30,2.00,2.50,2.80,2.50,2.20,2.00,7.50,16.00,0.12,5.70,0.00,0.00,14.80,0.40,0.33,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,0.40,0.33,0.14,0.00,0.00,18.50,0.50,0.33,0.29,0.20,0.00,73.00,33.00,70.00,33.00,1.90,2.30,42.60,23.70,35.70,18.20,57.10,30.30,65.70,39.40,"Medical Offices for Human Reproduction, Center for Human Reproduction (CHR)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
295.00,"METROPOLITAN REPRODUCTIVE MEDICINE, PC",,NEW YORK,NEW YORK,1.00,0.59,0.00,0.00,0.00,0.20,0.17,0.34,0.00,0.00,0.31,0.06,0.20,0.06,0.23,35.00,0.00,"Susan Lobel, MD",10.00,1.00,6.00,7.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.90,4.00,3.60,3.50,4.50,=,0.74,0.75,0.17,28.60,0.06,=,0.11,0.00,0.00,0.00,0.00,=,0.40,0.00,0.17,0.29,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.70,1.00,0.33,0.29,0.00,0.00,0.80,1.00,0.50,0.43,0.50,0.00,10.00,1.00,5.00,6.00,4.00,0.00,0.40,0.00,0.20,0.33,0.00,=,0.10,0.00,0.00,0.00,0.00,=,0.70,1.00,0.40,0.33,0.00,=,0.80,1.00,0.60,0.50,0.50,=,8.00,1.00,3.00,3.00,2.00,0.00,0.50,0.00,0.33,0.67,0.00,=,0.13,0.00,0.00,0.00,0.00,=,0.88,1.00,0.67,0.67,0.00,=,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,=,=,1.00,=,=,=,2.00,=,2.00,=,=,=,0.50,=,0.50,=,=,=,1.00,=,1.00,=,=,=,0.00,=,0.00,=,=,=,1.00,=,1.00,=,=,=,1.00,=,1.00,=,=,=,2.00,2.00,2.00,2.00,1.50,2.00,1.00,0.50,0.00,0.00,0.50,0.00,1.00,0.50,"Metropolitan Reproductive Medicine, PC",Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
296.00,NEW HOPE FERTILITY CENTER - WEST SIDE,,NEW YORK,NEW YORK,1.00,0.81,0.49,0.01,0.04,0.18,0.04,0.66,0.02,0.02,0.17,0.04,0.07,0.09,0.09,4441.00,2675.00,"John J. Zhang, MD, PhD",86.00,67.00,69.00,83.00,53.00,107.00,2.30,0.00,0.00,0.00,0.00,0.90,1.40,1.30,1.30,1.30,1.40,1.50,42.90,38.20,22.10,14.70,5.30,5.20,47.40,45.00,47.10,33.30,18.50,8.50,40.70,34.30,18.80,7.20,3.80,0.90,0.00,0.00,0.00,0.00,0.00,0.00,47.70,37.30,18.80,8.40,3.80,1.90,48.80,47.80,29.00,21.70,7.50,9.30,82.00,67.00,68.00,82.00,53.00,105.00,42.70,34.30,19.10,7.30,3.80,1.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,37.30,19.10,8.50,3.80,1.90,51.20,47.80,29.40,22.00,7.50,9.50,42.00,32.00,20.00,18.00,4.00,10.00,83.30,71.90,65.00,0.33,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,97.60,78.10,65.00,0.39,0.50,0.20,341.00,182.00,186.00,171.00,115.00,158.00,340.00,181.00,186.00,171.00,112.00,157.00,0.90,0.60,0.40,0.40,0.30,0.20,1.20,1.20,1.20,1.20,1.20,1.40,51.70,46.40,34.90,22.50,13.50,4.10,43.20,38.70,29.60,19.30,8.00,1.90,0.60,0.00,0.00,0.60,0.00,0.00,49.70,42.00,32.30,21.10,8.90,3.20,55.60,51.90,38.70,28.10,18.80,5.70,10.00,138.00,5.00,135.00,1.40,1.20,0.43,61.30,0.40,51.10,0.40,57.80,0.60,67.40,New Hope Fertility Center - West Side,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
297.00,NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,1.00,0.94,0.00,0.00,0.35,0.01,0.08,0.29,0.05,0.16,0.07,0.06,0.29,0.01,0.00,108.00,6.00,"Majid Fateh, MD",18.00,17.00,10.00,22.00,7.00,3.00,0.00,0.00,0.00,9.10,0.14,0.00,2.30,2.70,3.10,2.60,2.30,=,30.60,12.50,12.00,5.90,0.00,=,0.13,0.08,0.00,0.00,0.00,=,0.33,0.12,0.20,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.12,0.20,4.50,0.00,0.00,0.50,0.24,0.30,9.10,0.00,0.00,16.00,12.00,8.00,13.00,4.00,0.00,0.38,0.17,0.25,0.08,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.44,0.17,0.25,0.08,0.00,=,0.56,0.33,0.38,0.15,0.00,=,9.00,4.00,3.00,2.00,0.00,0.00,0.67,0.50,0.67,0.50,=,=,0.00,0.00,0.00,0.00,=,=,0.78,0.50,0.67,0.50,=,=,2.00,6.00,1.00,2.00,2.00,2.00,2.00,6.00,1.00,2.00,2.00,2.00,2.00,0.50,1.00,=,2.00,2.00,2.50,2.70,3.00,1.50,2.50,2.00,0.00,0.13,0.00,0.33,0.20,0.00,0.00,0.33,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.50,0.00,0.00,0.33,0.00,0.50,0.50,0.00,2.00,8.00,2.00,8.00,2.50,2.90,0.20,26.10,0.50,0.63,0.50,0.63,0.50,0.63,New York Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
298.00,"NEW YORK FERTILITY SERVICES, PC","BATZOFIN FERTILITY SERVICES, PC",NEW YORK,NEW YORK,1.00,0.82,0.00,0.04,0.03,0.12,0.06,0.37,0.12,0.01,0.05,0.21,0.12,0.02,0.02,120.00,7.00,"Joel Batzofin, MD",29.00,11.00,12.00,10.00,12.00,4.00,6.90,0.00,0.00,0.10,0.25,0.00,2.00,2.40,1.80,1.60,1.60,2.00,8.30,29.20,25.00,0.08,0.00,0.00,0.00,0.00,0.14,0.25,0.00,0.00,13.80,0.36,0.42,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.36,0.42,0.10,0.00,0.00,13.80,0.45,0.42,0.10,0.00,0.00,24.00,10.00,11.00,8.00,8.00,3.00,16.70,0.40,0.45,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,0.40,0.45,0.13,0.00,0.00,16.70,0.50,0.45,0.13,0.00,0.00,4.00,5.00,5.00,1.00,0.00,0.00,1.00,0.80,1.00,1.00,=,=,0.00,0.00,0.00,0.00,=,=,1.00,0.80,1.00,1.00,=,=,2.00,1.00,4.00,0.00,0.00,0.00,2.00,1.00,4.00,0.00,0.00,0.00,0.70,0.50,2.00,0.00,=,0.00,2.00,2.00,2.00,=,=,=,0.00,0.50,0.25,=,=,=,0.00,1.00,0.50,=,=,=,0.00,0.00,0.00,=,=,=,0.00,1.00,0.50,=,=,=,0.00,1.00,0.50,=,=,=,18.00,10.00,17.00,7.00,2.30,2.10,20.50,0.20,0.18,0.29,0.24,0.29,0.29,0.43,"New York Fertility Services, PC, Batzofin Fertility Services, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
299.00,NEWAY MEDICAL,,NEW YORK,NEW YORK,1.00,0.40,0.00,0.00,0.07,0.12,0.15,0.44,0.06,0.01,0.03,0.06,0.19,0.03,0.02,157.00,8.00,"Jesse Hade, MD",32.00,18.00,16.00,32.00,24.00,0.00,3.10,0.00,0.19,18.80,12.50,=,1.70,2.00,2.40,2.70,2.20,=,48.60,42.30,20.80,3.80,0.00,=,0.07,0.17,0.00,0.00,0.00,=,34.40,0.22,0.13,6.30,0.00,=,0.00,0.00,0.00,0.00,0.00,=,40.60,0.33,0.19,6.30,0.00,=,43.80,0.33,0.19,6.30,0.00,=,22.00,13.00,10.00,20.00,17.00,0.00,50.00,0.31,0.20,10.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,59.10,0.46,0.30,10.00,0.00,=,63.60,0.46,0.30,10.00,0.00,=,14.00,6.00,3.00,2.00,0.00,0.00,0.79,0.67,0.67,1.00,=,=,0.00,0.00,0.00,0.00,=,=,0.93,1.00,1.00,1.00,=,=,4.00,4.00,1.00,1.00,1.00,0.00,4.00,3.00,1.00,1.00,1.00,0.00,0.80,0.50,0.30,1.00,=,=,2.00,1.30,2.00,2.00,2.00,=,0.50,0.75,0.00,0.00,0.00,=,0.00,0.67,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.50,0.67,0.00,0.00,0.00,=,0.50,0.67,0.00,0.00,0.00,=,9.00,7.00,7.00,6.00,1.90,1.70,0.23,0.50,0.29,0.50,0.29,0.67,0.43,0.83,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0.00,NY
300.00,NYU FERTILITY CENTER,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NEW YORK,NEW YORK,1.00,0.28,0.00,0.00,0.02,0.10,0.09,0.24,0.07,0.17,0.19,0.56,0.10,0.30,0.11,2032.00,703.00,"James A. Grifo, MD, PhD",181.00,142.00,198.00,166.00,107.00,37.00,7.20,13.40,14.60,22.30,23.40,27.00,1.70,1.80,2.00,2.70,2.80,3.00,40.90,32.50,19.60,14.00,5.90,2.70,32.50,25.90,10.10,0.90,0.00,0.00,29.30,28.20,20.20,12.70,6.50,5.40,0.00,0.00,0.00,0.60,0.00,0.00,40.90,34.50,23.20,16.90,6.50,5.40,49.70,39.40,33.80,25.30,15.00,5.40,163.00,117.00,162.00,121.00,74.00,25.00,32.50,34.20,24.70,17.40,9.50,8.00,0.00,0.00,0.00,0.80,0.00,0.00,45.40,41.90,28.40,23.10,9.50,8.00,55.20,47.90,41.40,34.70,21.60,8.00,90.00,56.00,67.00,42.00,16.00,2.00,58.90,71.40,59.70,50.00,0.44,1.00,0.00,0.00,0.00,2.40,0.00,0.00,82.20,87.50,68.70,66.70,0.44,1.00,126.00,88.00,88.00,46.00,14.00,7.00,114.00,83.00,78.00,42.00,11.00,6.00,0.70,0.40,0.30,0.30,0.20,1.20,1.50,1.40,1.50,1.50,1.40,1.80,47.00,43.10,37.40,40.60,0.40,0.27,44.70,41.00,42.30,52.40,0.45,0.33,0.00,0.00,0.00,0.00,0.00,0.00,51.80,48.20,44.90,57.10,0.45,0.33,70.20,51.80,56.40,64.30,0.55,0.50,68.00,61.00,64.00,60.00,1.50,1.50,54.50,42.70,37.50,40.00,54.70,46.70,70.30,58.30,"NYU Fertility Center, New York University School of Medicine",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
301.00,OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,1.00,0.87,0.00,0.00,0.26,0.13,0.38,0.70,0.16,0.07,0.66,0.32,0.00,0.22,0.66,149.00,67.00,"Cecilia Schmidt-Sarosi, MD",5.00,6.00,8.00,5.00,2.00,5.00,0.00,0.00,0.13,0.20,1.00,0.00,1.50,2.20,1.40,1.00,=,1.40,0.67,0.38,0.14,0.00,=,0.00,0.33,0.17,0.33,=,=,0.33,0.40,0.50,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.67,0.13,0.00,0.00,0.00,0.60,0.83,0.25,0.00,0.00,0.00,4.00,6.00,5.00,1.00,0.00,5.00,0.50,0.50,0.20,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.75,0.67,0.20,0.00,=,0.00,0.75,0.83,0.40,0.00,=,0.00,3.00,5.00,2.00,0.00,0.00,0.00,0.67,0.60,0.50,=,=,=,0.00,0.00,0.00,=,=,=,1.00,0.80,0.50,=,=,=,13.00,5.00,8.00,5.00,1.00,1.00,11.00,4.00,7.00,3.00,0.00,1.00,0.50,0.40,0.20,0.30,0.00,1.00,1.50,1.50,1.90,1.30,=,2.00,0.47,0.50,0.23,0.00,=,0.00,0.64,0.75,0.14,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.64,0.75,0.14,0.00,=,0.00,0.73,0.75,0.57,0.00,=,0.00,9.00,9.00,9.00,9.00,1.70,1.30,0.67,0.17,0.33,0.22,0.56,0.22,0.67,0.33,Offices for Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
302.00,"REPRODUCTIVE MEDICINE ASSOCIATES OF NEW YORK, LLP",,NEW YORK,NEW YORK,1.00,0.56,0.00,0.00,0.04,0.11,0.09,0.25,0.06,0.04,0.22,0.11,0.20,0.04,0.03,2272.00,232.00,"Lawrence Grunfeld, MD",454.00,333.00,389.00,240.00,142.00,30.00,4.60,9.60,14.90,15.40,31.00,20.00,2.00,2.10,2.60,3.10,3.00,3.70,40.90,32.00,15.40,9.80,3.40,1.20,7.20,7.10,1.50,1.30,0.00,0.00,32.60,29.70,17.70,13.80,3.50,3.30,0.20,0.00,0.00,0.00,0.00,0.00,50.00,40.20,22.60,15.80,3.50,3.30,56.60,47.40,28.50,25.40,9.20,3.30,417.00,285.00,310.00,190.00,87.00,22.00,35.50,34.70,22.30,17.40,5.70,4.50,0.20,0.00,0.00,0.00,0.00,0.00,54.40,47.00,28.40,20.00,5.70,4.50,61.60,55.40,35.80,32.10,14.90,4.50,257.00,158.00,111.00,61.00,13.00,1.00,57.60,62.70,62.20,54.10,0.38,1.00,0.40,0.00,0.00,0.00,0.00,0.00,88.30,84.80,79.30,62.30,0.38,1.00,110.00,78.00,43.00,19.00,5.00,4.00,109.00,77.00,42.00,18.00,5.00,4.00,1.00,0.70,0.40,0.50,0.60,1.00,1.70,1.80,2.00,1.80,2.80,2.30,39.50,42.00,14.60,28.10,0.21,0.22,33.90,27.30,19.00,0.28,0.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,46.80,44.20,21.40,0.33,0.40,0.50,58.70,57.10,33.30,0.33,0.40,0.50,144.00,49.00,142.00,47.00,1.90,1.70,43.50,36.30,33.80,25.50,54.90,38.30,64.10,46.80,"Reproductive Medicine Associates of New York, LLP",Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
303.00,"GEOFFREY SHER, MD, PC",,NEW YORK,NEW YORK,1.00,0.79,0.05,0.01,0.12,0.03,0.03,0.58,0.04,0.00,0.07,0.06,0.26,0.03,0.03,687.00,215.00,"Drew V. Tortoriello, MD",82.00,52.00,79.00,54.00,46.00,10.00,14.60,5.80,19.00,22.20,32.60,0.20,1.90,2.00,2.30,2.20,2.70,1.60,47.50,31.60,24.10,18.90,4.60,0.00,10.50,8.80,0.00,0.00,0.00,0.00,30.50,25.00,20.30,16.70,2.20,0.00,1.20,0.00,0.00,0.00,0.00,0.00,43.90,32.70,25.30,16.70,2.20,0.00,47.60,38.50,26.60,24.10,6.50,0.00,61.00,39.00,46.00,33.00,24.00,5.00,41.00,33.30,34.80,27.30,4.20,0.00,1.60,0.00,0.00,0.00,0.00,0.00,59.00,43.60,43.50,27.30,4.20,0.00,63.90,51.30,45.70,39.40,12.50,0.00,39.00,20.00,21.00,13.00,3.00,0.00,64.10,65.00,76.20,0.69,0.33,=,2.60,0.00,0.00,0.00,0.00,=,92.30,85.00,95.20,0.69,0.33,=,33.00,34.00,22.00,13.00,7.00,1.00,32.00,34.00,19.00,12.00,7.00,1.00,0.50,1.00,0.30,0.30,0.20,0.10,2.00,1.90,1.80,2.50,2.70,1.00,36.50,35.90,34.30,26.70,0.16,0.00,43.80,47.10,0.21,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.10,52.90,0.32,0.33,0.00,0.00,56.30,58.80,0.47,0.58,0.14,0.00,14.00,25.00,14.00,24.00,1.90,1.50,37.00,48.60,0.29,37.50,0.50,50.00,0.50,58.30,"Geoffrey Sher, MD, PC",Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
304.00,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,THE CENTER FOR REPRODUCTIVE MEDICINE AND INFERTILITY,NEW YORK,NEW YORK,1.00,0.69,0.01,0.00,0.05,0.17,0.06,0.56,0.11,0.05,0.32,0.05,0.07,0.16,0.18,3388.00,143.00,"Zev Rosenwaks, MD",584.00,489.00,605.00,509.00,293.00,82.00,6.20,10.80,14.20,19.60,23.20,28.00,2.00,2.40,2.80,3.20,3.20,3.50,34.80,25.30,17.70,10.10,3.30,1.10,7.10,3.20,0.70,0.90,0.60,0.00,31.00,25.40,22.50,12.60,3.10,2.40,0.20,0.00,0.00,0.00,0.00,0.00,41.40,33.50,26.10,14.30,3.80,2.40,47.80,40.10,32.60,21.00,10.60,7.30,512.00,404.00,474.00,382.00,209.00,52.00,35.40,30.70,28.70,16.80,4.30,3.80,0.20,0.00,0.00,0.00,0.00,0.00,47.30,40.60,33.30,19.10,5.30,3.80,54.50,48.50,41.60,28.00,14.80,11.50,279.00,196.00,197.00,107.00,31.00,6.00,64.90,63.30,69.00,59.80,29.00,0.33,0.40,0.00,0.00,0.00,0.00,0.00,86.70,83.70,80.20,68.20,35.50,0.33,181.00,102.00,105.00,38.00,8.00,2.00,162.00,89.00,90.00,30.00,4.00,1.00,1.30,1.00,1.00,0.70,0.30,1.00,1.70,1.70,1.60,1.90,1.50,1.00,37.00,33.80,20.40,20.70,0.00,0.00,38.90,34.80,20.00,23.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.50,41.60,22.20,30.00,0.00,0.00,53.70,55.10,37.80,43.30,0.25,0.00,157.00,90.00,137.00,81.00,1.90,1.70,43.00,24.10,33.60,27.20,50.40,32.10,58.40,42.00,"Weill Medical College of Cornell University, The Center for Reproductive Medicine and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
305.00,EAST COAST FERTILITY,,PLAINVIEW,NEW YORK,1.00,0.36,0.01,0.00,0.00,0.26,0.12,0.15,0.09,0.01,0.24,0.08,0.16,0.05,0.05,154.00,1.00,"David Kreiner, MD",35.00,14.00,19.00,6.00,9.00,7.00,5.70,0.14,0.21,0.33,0.11,0.14,1.80,1.50,1.80,2.50,2.00,2.30,25.50,0.07,4.30,0.40,0.17,0.00,10.00,0.00,0.17,0.00,0.00,0.00,22.90,0.07,0.05,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.60,0.07,0.05,0.17,0.00,0.00,34.30,0.07,0.05,0.33,0.11,0.00,30.00,10.00,13.00,2.00,3.00,3.00,26.70,0.10,0.08,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.30,0.10,0.08,0.50,0.00,0.00,40.00,0.10,0.08,1.00,0.33,0.00,12.00,1.00,1.00,2.00,1.00,0.00,0.67,1.00,1.00,0.50,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.83,1.00,1.00,0.50,0.00,=,28.00,11.00,15.00,7.00,1.00,1.00,28.00,10.00,15.00,7.00,1.00,1.00,14.00,=,=,=,1.00,=,1.80,1.40,1.70,2.30,1.00,1.00,16.00,0.21,8.00,0.13,0.00,0.00,17.90,0.30,0.07,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.40,0.30,0.07,0.14,0.00,0.00,28.60,0.30,0.13,0.29,0.00,0.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,East Coast Fertility,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
