PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
REPRODUCTIVE GENETICS INSTITUTE,,CHICAGO,ILLINOIS,100%,0%,0%,0%,93%,0%,0%,4%,1%,<1%,4%,0%,9%,56%,<1%,8%,16%,"Ilan Tur-Kaspa, M.D.",77,18,25,24,41.6,0.444444444,4,4.2,36.4,0.333333333,0,0,-21.5,=,-100,-100,37.3,0.352941176,0,0,43.8,0.461538462,0,0,28.1,0.384615385,0,0,2.6,0.055555556,12,8.3,1.9,2.1,1.9,1.8,31.3,0.125,0,0,0,0,0,0,35.7,0.166666667,=,=,10,2,3,0,0.1,0,0.333333333,=,1.8,1.5,1.7,=,1,0,0,=,1,=,Institute for Human Reproduction,Yes,Yes,Yes,Yes,Yes,No,Yes
RUSH CENTER FOR ADVANCED REPRODUCTIVE CARE,,CHICAGO,ILLINOIS,90%,1%,8%,<1%,58%,1%,0%,10%,2%,11%,5%,4%,9%,15%,4%,19%,21%,"Mary Wood-Molo, M.D.",44,39,32,16,15.9,28.2,12.5,0.125,9.1,23.1,12.5,0,-17,-26.4,-23,=,10.5,23.7,18.2,0,11.4,29,19,0,5.7,19.4,14.3,0,13.6,2.6,31.3,0.1875,2.7,2.9,3,3.4,0.285714286,0.272727273,0.25,0,0,0,0,0,0.5,0.333333333,0.25,=,7,7,2,0,0,0.142857143,0,=,3.3,2.1,3.5,=,3,1,0,0,4.3,3,Rush Center for Advanced Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,51%,0%,0%,18%,3%,3%,2%,3%,15%,5%,19%,21%,11%,"David Cohen, M.D.",42,17,28,8,23.8,0.294117647,17.9,0.125,21.4,0.294117647,17.9,0,-24.8,=,-28.3,=,25,0.294117647,22.7,0,30,0.357142857,23.8,0,13.3,0.142857143,23.8,0,14.3,0,21.4,0.25,3.1,3.6,3.7,3.7,0.5,0.6,0.4,1,0.1,0,0,0,0.555555556,0.6,0,=,11,11,8,1,0.272727273,0,0.125,1,3.2,3.2,3.4,3,2,9,1,0.444444444,3.5,3,University of Chicago Hospitals,Yes,No,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,52%,0%,0%,20%,6%,3%,3%,1%,24%,4%,12%,13%,14%,"Richard E. Leach, M.D.",66,40,22,12,34.8,20,31.8,0.166666667,30.3,12.5,27.3,0.083333333,-22.2,-20.4,-37.2,=,35.1,17.9,0.333333333,0.142857143,40.8,20,0.375,0.142857143,26.5,8,0.25,0.142857143,13.6,30,18.2,0.416666667,2.6,2.8,2.9,3.7,21.7,0.125,0.428571429,0,13,0.25,0,0,35,0.6,0.333333333,0,22,4,2,3,13.6,0,0.5,0,2.5,3.8,2.5,3.3,2,0,0,=,2,=,University of Illinois at Chicago IVF Program,Yes,No,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE HEALTH,,CREST HILL,ILLINOIS,100%,0%,0%,0%,78%,0%,1%,11%,10%,13%,7%,0%,13%,2%,29%,<1%,14%,"R. Scott Springer, D.O.",56,13,13,8,26.8,0.307692308,0.384615385,0.125,25,0.307692308,0.384615385,0.125,-22.6,=,=,=,29.8,0.333333333,0.454545455,0.125,29.8,0.4,0.454545455,0.125,19.1,0.3,0.363636364,0,16.1,0.076923077,0.153846154,0,2.5,3.1,3.2,3.6,0.4,0.25,0.2,1,0.066666667,0,0,0,0.357142857,0.25,0.2,1,13,3,0,0,0.153846154,0,=,=,2.8,2,=,=,6,1,0.166666667,1,3,2,Center for Reproductive Health,Yes,No,Yes,Yes,Yes,No,Pending
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,>99%,<1%,<1%,0%,37%,3%,0%,18%,7%,4%,17%,2%,15%,4%,1%,17%,15%,"Amos E. Madanes, M.D.",147,63,33,18,24.5,12.7,9.1,0.055555556,19,11.1,6.1,0.055555556,-12.7,-15.5,-14.2,=,23.1,15.2,8,0.066666667,23.9,15.2,8,0.071428571,13.7,8.7,8,0,17.7,27,24.2,0.166666667,3.2,3.6,3.8,4.2,30.6,0.375,0,0,8.3,0,0,1,42.9,0.428571429,0,1,19,8,5,1,0.157894737,0,0.2,0,2.3,2,2.4,1,8,2,0.25,0,3.3,2.5,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,100%,0%,0%,0%,83%,0%,0%,10%,16%,25%,4%,5%,11%,4%,5%,12%,8%,"John S. Rinehart, M.D., Ph.D.",90,46,49,24,36.7,28.3,20.4,16.7,31.1,28.3,14.3,8.3,-19.2,-26.1,-19.6,-19.4,35,33.3,18.9,10,45.9,40.6,24.1,0.181818182,24.6,28.1,17.2,0,11.1,15.2,24.5,16.7,2.4,2.5,2.8,2.5,30.3,0.230769231,0.3,0.5,12.1,0.076923077,0.1,0,46.4,0.307692308,0.285714286,1,11,8,4,3,0.272727273,0.125,0.25,0,2.5,2,1.8,1.7,29,4,58.6,0.5,2.6,3.3,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,63%,0%,<1%,9%,5%,21%,6%,<1%,16%,<1%,8%,19%,15%,"Richard P. Sherbahn, M.D.",152,44,30,12,67.1,50,43.3,0.416666667,57.2,34.1,36.7,0.25,-15.7,-28,-34.5,=,60.8,38.5,39.3,0.3,62.1,39.5,42.3,0.3,34.3,15.8,26.9,0.2,5.9,11.4,6.7,0.166666667,2,2.1,2.2,2.6,40.2,31.8,0.230769231,0.2,2.9,13.6,0.153846154,0,44.8,0.6,0.363636364,0.333333333,12,3,4,0,0.416666667,0,0.25,=,2.1,2.3,3,=,67,20,71.6,45,2,2.5,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,>99%,0%,0%,<1%,86%,0%,<1%,6%,10%,<1%,3%,<1%,10%,3%,4%,42%,21%,"Edward L. Marut, M.D.",431,270,304,121,39.2,36.3,22,14.9,32,30.4,15.5,7.4,-8.8,-11,-8.1,-9.3,34.5,34.6,18.8,9.1,34.8,35.8,19.6,10,21.2,27.9,15,7.8,7.2,12.2,17.8,18.2,2.9,3.3,4.1,4,35.5,25.5,25.4,0.166666667,5.9,6.1,6,0,39.1,22,23.4,0.222222222,52,26,19,1,21.2,19.2,0.210526316,0,3.5,3.6,4.7,1,101,43,42.6,20.9,2.7,3,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,75%,0%,1%,5%,16%,<1%,2%,2%,12%,15%,6%,20%,21%,"Jay H. Levin, M.D.",40,30,16,1,52.5,40,0.3125,0,47.5,36.7,0.3125,0,-31,-34.5,=,=,51.4,37.9,0.333333333,0,52.8,39.3,0.333333333,0,27.8,28.6,0.266666667,0,7.5,3.3,0.0625,0,2.8,3.1,3.3,3,52.4,0.416666667,0.4,=,0,0.083333333,0.2,=,0.473684211,0.272727273,0.2,=,6,6,2,1,0,0.666666667,0,1,3.2,2.7,3,4,9,6,0.555555556,0.5,3,3.2,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes
"REENA JABAMONI, M.D., S.C.",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,77%,0%,0%,15%,28%,1%,1%,4%,10%,9%,0%,26%,6%,"Reena Jabamoni, M.D.",42,13,23,3,45.2,0.307692308,26.1,0.666666667,38.1,0.230769231,21.7,0.333333333,-29.4,=,-33.7,=,39,0.230769231,22.7,0.333333333,41,0.230769231,22.7,0.333333333,17.9,0.153846154,22.7,0.333333333,2.4,0,4.3,0,2.9,2.8,3.1,3.7,0.578947368,0.25,0,0,0,0,0,0,0.5625,0.333333333,0,0,0,1,1,1,=,0,0,0,=,1,3,1,1,0,1,=,3,=,"Reena Jabamoni, M.D., S.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"KARANDE AND ASSOCIATES, S.C.",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,79%,0%,0%,9%,11%,25%,4%,0%,15%,8%,14%,6%,8%,"Vishvanath C. Karande, M.D.",139,69,42,14,41.7,30.4,33.3,0.214285714,37.4,24.6,31,0.142857143,-16.1,-20.3,-27.9,=,38.5,27.9,35.1,0.142857143,40.3,30.4,43.3,0.142857143,27.9,23.2,23.3,0.142857143,2.9,11.6,11.9,0,2.1,2.2,3,2.6,31,14.3,0.285714286,0,0,4.8,0.142857143,0,30.8,0.235294118,0.461538462,0,25,14,2,0,32,0.214285714,1,=,1.9,1.7,2.5,=,26,14,53.8,0.785714286,2.2,2.1,"Karande and Associates, S.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,94%,0%,0%,7%,5%,5%,19%,8%,21%,6%,0%,19%,10%,"Marek W. Piekos, M.D.",43,6,5,0,25.6,0.166666667,0.4,=,16.3,0.166666667,0.4,=,-22.1,=,=,=,17.1,0.2,0.4,=,17.9,0.2,0.4,=,12.8,0.2,0.4,=,4.7,0.166666667,0,=,3.1,2.8,3,=,0.545454545,0,0,=,0,0,0,=,0.285714286,0,0,=,3,1,1,0,0,0,0,=,3.3,3,3,=,3,0,0.666666667,=,3.7,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF1,,NAPERVILLE,ILLINOIS,99%,1%,0%,0%,88%,0%,0%,6%,5%,11%,4%,1%,12%,8%,9%,20%,24%,"Randy S. Morris, M.D.",106,40,29,22,43.4,40,31,13.6,38.7,32.5,20.7,4.5,-18.6,-29,-29.5,-13.2,43.2,36.1,24,0.052631579,46.1,40.6,28.6,0.066666667,30.3,40.6,28.6,0.066666667,10.4,10,13.8,13.6,2.2,2.3,2.4,1.7,34.8,0,0.111111111,0,0,0,0,0,34.1,0,0,0,30,9,6,2,20,0.333333333,0.333333333,0,2,1.8,1.3,1.5,20,13,45,0.538461538,2.1,2,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"CHARLES E. MILLER, M.D., AND ASSOCIATES",,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,85%,<1%,<1%,11%,4%,11%,11%,6%,9%,41%,0%,6%,<1%,"Charles E. Miller, M.D.",163,69,73,31,42.9,44.9,34.2,25.8,40.5,42,19.2,16.1,-15,-23.3,-18.1,-25.9,44.9,50,23,22.7,52.4,52.7,27.5,25,29.4,32.7,21.6,15,9.8,15.9,16.4,29,3.1,3,3.1,4,30,32.3,12,0.375,14.3,6.5,4,0,43.9,37.9,0.214285714,0.4,33,11,8,5,60.6,0.272727273,0.375,0.2,3.5,3,2.9,4,29,11,51.7,0.272727273,2.9,2.8,"Charles E. Miller, M.D., and Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes
OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,100%,0%,0%,0%,82%,0%,0%,12%,7%,15%,18%,<1%,13%,5%,3%,14%,12%,"W. Paul Dmowski, M.D., Ph.D.",52,22,17,8,38.5,40.9,0.235294118,0.125,30.8,27.3,0.176470588,0,-25.1,-37.2,=,=,32.7,30,0.1875,0,34,0.333333333,0.1875,0,23.4,0.222222222,0.1875,0,5.8,9.1,0.058823529,0.25,2.3,2.4,2.8,2.2,30,0.222222222,0,0,5,0.222222222,0,0,0.3125,0.333333333,0,=,15,3,7,2,0.4,0.666666667,0.142857143,0.5,2.5,2.3,2.6,3,4,8,0.75,0.375,2.5,2.4,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,96%,3%,0%,<1%,84%,0%,0%,20%,5%,2%,8%,0%,19%,1%,7%,18%,20%,"Chiravudh Sawetawan, M.D.",95,17,28,5,42.1,0.352941176,25,0.2,37.9,0.294117647,14.3,0.2,-19.6,=,-25.9,=,40,0.357142857,15.4,0.5,41.9,0.357142857,16.7,0.5,25.6,0.142857143,16.7,0.5,5.3,0.176470588,7.1,0.6,2.8,4,3.5,3.5,45,0.5,0.142857143,0,0,0,0,0,38.9,0.6,0,0,12,2,7,0,0.166666667,0.5,0.285714286,=,2.7,2.5,3.7,=,3,4,0.333333333,0.5,2.7,2.8,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, S.C.",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,78%,0%,0%,20%,2%,2%,1%,0%,29%,7%,10%,12%,17%,"Mary Ann McRae, M.D.",44,23,12,1,29.5,4.3,0.166666667,0,29.5,4.3,0.166666667,0,-26.9,-12.7,=,=,31.7,0.071428571,0.285714286,0,32.5,0.071428571,0.285714286,0,27.5,0.071428571,0.142857143,0,6.8,39.1,0.416666667,0,3.9,3.1,2.7,2,0.153846154,0,0,=,0,0,0.5,=,0.153846154,0,0.5,=,9,2,2,0,0.111111111,0,0.5,=,2.4,1.5,3.5,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, S.C.",No,No,No,No,Yes,Yes,Yes
"SETH LEVRANT, M.D., P.C. ",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,94%,0%,0%,3%,7%,4%,2%,3%,14%,1%,12%,10%,44%,"Seth G. Levrant, M.D.",30,10,11,1,50,0.5,0.272727273,0,40,0.4,0.181818182,0,-35,=,=,=,40,0.444444444,0.2,=,41.4,0.444444444,0.2,=,27.6,0.444444444,0.2,=,0,0.1,0.090909091,1,2.3,2.3,2.7,=,0.2,0,0.333333333,=,0.066666667,0,0,=,0.333333333,0,0,=,5,2,2,2,0,0,0.5,0,2.4,3,3,3.5,4,1,0.5,1,2,2,"Seth Levrant, M.D., P.C., Partners in Reproductive Health",Yes,No,Yes,Yes,Yes,Yes,Yes
"ADVANCED REPRODUCTION INSTITUTE, L.L.C. ",ADVANCED FERTILITY GROUP,EVANSVILLE,INDIANA,100%,0%,0%,0%,52%,1%,0%,13%,35%,0%,9%,0%,5%,1%,0%,5%,32%,"William L. Gentry, M.D.",43,11,5,5,37.2,0.181818182,0.4,0,32.6,0.181818182,0.2,0,-28,=,=,=,41.2,0.222222222,0.25,0,41.2,0.222222222,0.25,0,17.6,0.111111111,0.25,0,20.9,0.181818182,0.2,0.4,3.4,2.8,3.5,2.7,0.5,0.5,0.5,=,0.125,0,0.5,=,0.571428571,0.5,0,=,10,2,0,3,0,0,=,0,2.8,3,=,1.7,7,0,0.571428571,=,3.4,=,"Advanced Reproduction Institute, L.L.C., Advanced Fertility Group",Yes,Yes,Yes,Yes,Yes,Yes,Yes
ASSOCIATED FERTILITY & GYNECOLOGY,,FORT WAYNE,INDIANA,100%,0%,0%,0%,71%,0%,5%,22%,10%,<1%,5%,0%,7%,12%,<1%,16%,26%,"Shelby O. Cooper, M.D.",67,12,14,2,44.8,0.416666667,0.142857143,0,32.8,0.416666667,0.142857143,0,-22.5,=,=,=,37.3,0.454545455,0.2,0,39.3,0.454545455,0.222222222,0,25,0.272727273,0.222222222,0,11.9,0.083333333,0.285714286,0.5,2.7,3.1,3.1,3,26.7,0.2,0,=,6.7,0.2,0,=,36.4,0.4,0,=,6,0,1,1,0,=,0,0,2.7,=,3,3,4,1,0,1,2.5,2,Associated Fertility & Gynecology,Yes,No,No,Yes,Yes,Yes,Yes
ADVANCED FERTILITY GROUP,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,59%,0%,3%,7%,36%,<1%,8%,<1%,10%,0%,0%,10%,27%,"William L. Gentry, M.D.",83,33,17,8,51.8,42.4,0.235294118,0.125,47,42.4,0.235294118,0,-21.4,-33.7,=,=,50.6,51.9,0.285714286,0,51.3,51.9,0.333333333,0,35.5,33.3,0.25,0,7.2,18.2,0.176470588,0.25,2.9,3,2.4,2.8,30.2,0.428571429,0.25,0,4.7,0,0,0,30.8,0.357142857,0.25,=,12,2,4,0,0.416666667,0.5,0.5,=,2.5,2.5,2.5,=,9,0,0.555555556,=,3.1,=,Advanced Fertility Group,Yes,No,Yes,Yes,Yes,Yes,Yes
"FAMILY BEGINNINGS, P.C.",,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,42%,0%,0%,12%,15%,0%,12%,0%,17%,<1%,10%,6%,27%,"James G. Donahue, M.D.",101,42,13,4,37.6,28.6,0.153846154,0.25,31.7,23.8,0.153846154,0.25,-18.2,-25.8,=,=,39,33.3,0.181818182,0.333333333,41.6,38.5,0.222222222,0.5,28.6,26.9,0.222222222,0.5,18.8,28.6,0.153846154,0.25,2.8,3,3.3,2.5,23.7,0.333333333,0,0,5.3,0,0,0,31.3,0.3,0,0,11,3,1,0,0.181818182,0.333333333,0,=,3.3,3.3,3,=,1,0,0,=,4,=,"Family Beginnings, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
INDIANA UNIVERSITY HOSPITAL,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,57%,0%,0%,12%,15%,0%,21%,0%,3%,0%,0%,6%,43%,"Marguerite K. Shepard, M.D.",8,9,5,2,0.375,0.333333333,0,0,0.375,0.222222222,0,0,=,=,=,=,0.375,0.25,0,0,0.375,0.25,0,0,0.25,0.25,0,0,0,0.111111111,0,0,2.4,3,2.8,3.5,0.666666667,0.333333333,=,=,0,0,=,=,0.333333333,0,=,=,3,1,0,0,0.333333333,0,=,=,1.7,4,=,=,0,0,=,=,=,=,Indiana University Hospital,No,No,No,No,Yes,Yes,Yes
"MIDWEST REPRODUCTIVE MEDICINE, P.C.",,INDIANAPOLIS,INDIANA,95%,<1%,4%,<1%,60%,0%,<1%,13%,9%,9%,15%,2%,14%,10%,18%,4%,6%,"Laura M. Reuter, M.D.",450,155,122,35,38,32.9,22.1,14.3,32.2,25.2,13.9,8.6,-8.6,-13.7,-12.3,-17.8,36.3,29.3,17.3,11.1,38,30.7,18.7,12.5,24.6,27.6,15.4,8.3,11.1,14.2,19.7,22.9,2.3,2.7,2.9,3.1,32.7,15.7,18.5,0.2,3.5,0,7.4,0,35.2,10.3,0.176470588,0.333333333,193,66,36,13,21.2,15.2,19.4,0,2.7,2.6,2.9,2.8,76,44,40.8,20.5,2.3,2.8,"Midwest Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,53%,0%,0%,11%,31%,0%,17%,0%,11%,0%,2%,13%,15%,"Donald L. Cline, M.D.",26,10,6,1,26.9,0.3,0,0,19.2,0.1,0,0,-30.3,=,=,=,20.8,0.111111111,0,=,21.7,0.125,0,=,8.7,0.125,0,=,7.7,0.1,0.5,1,3,2.5,1.7,=,0.428571429,0,=,=,0.142857143,0,=,=,0.6,0,=,=,2,1,0,0,0,1,=,=,1,4,=,=,0,0,=,=,=,=,Reproductive Endocrinology Associates,Yes,No,No,No,No,Yes,Yes
WOMEN'S SPECIALTY HEALTH CENTERS,,INDIANAPOLIS,INDIANA,94%,5%,0%,1%,48%,0%,0%,1%,5%,2%,7%,0%,1%,1%,1%,46%,36%,"David S. McLaughlin, M.D.",49,18,9,2,38.8,0.333333333,0.444444444,0,28.6,0.277777778,0.111111111,0,-25.3,=,=,=,31.1,0.333333333,0.111111111,0,33.3,0.357142857,0.111111111,0,21.4,0.214285714,0,0,8.2,0.166666667,0,0,2.4,2.5,2.6,3.5,0.210526316,0.666666667,0.25,=,0.052631579,0,0,=,0.357142857,0.4,1,=,5,5,1,2,0.2,0.2,0,0,3,1.6,3,2,3,0,0.666666667,=,2.3,=,Women's Specialty Health Centers,Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE CARE OF INDIANA,,ZIONSVILLE,INDIANA,100%,0%,0%,0%,59%,0%,0%,2%,8%,2%,9%,0%,3%,14%,0%,54%,8%,"Michael A. Henry, M.D.",65,15,12,1,41.5,0.333333333,0.333333333,0,36.9,0.333333333,0.25,0,-23.5,=,=,=,38.7,0.416666667,0.272727273,0,40,0.454545455,0.3,0,13.3,0.090909091,0.2,0,4.6,0.2,0.083333333,0,3,3.5,3.8,5,33.3,0.4,0.25,=,25.9,0.4,0,=,66.7,0.8,0.333333333,=,12,1,1,2,0.416666667,1,1,0,4.8,5,4,4.5,19,4,0.631578947,0,3.1,3.3,Reproductive Care of Indiana,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"MCFARLAND CLINIC, P.C., ASSISTED REPRODUCTION ",,AMES,IOWA,98%,0%,2%,0%,54%,0%,0%,9%,5%,0%,8%,3%,38%,<1%,19%,3%,14%,"Alan K. Munson, M.D.",88,21,19,4,34.1,47.6,0.052631579,0.25,31.8,47.6,0.052631579,0,-19.4,-42.7,=,=,37.8,0.625,0.071428571,0,39.4,0.625,0.071428571,0,26.8,0.4375,0.071428571,0,15.9,23.8,0.263157895,0,2.1,2.3,2.7,2.3,36.7,0.3,0,0,0,0,0,0,32.1,0.3,0,=,7,3,1,1,0.285714286,0.333333333,0,0,2.9,2.7,3,4,0,0,=,=,=,=,"McFarland Clinic, P.C., Assisted Reproduction",No,No,No,No,Yes,Yes,Yes
"MID-IOWA FERTILITY, P.C.",,CLIVE,IOWA,100%,0%,0%,0%,71%,0%,0%,9%,17%,4%,12%,<1%,20%,5%,11%,6%,16%,"Donald C. Young, D.O.",114,33,19,3,50,45.5,0.157894737,0.333333333,47.4,45.5,0.052631579,0,-18.3,-33.9,=,=,50,68.2,0.076923077,0,59.3,0.789473684,0.1,0,31.9,0.421052632,0.1,0,5.3,33.3,0.315789474,0.666666667,2.1,2.1,2.3,4,42.1,0.4,0,0,1.8,0.066666667,0,0,46.3,0.466666667,0,=,13,5,0,1,0.307692308,0,=,0,2.2,2,=,3,10,8,0.7,0.625,2.2,2.5,"Mid-Iowa Fertility, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF IOWA HOSPITALS AND CLINICS ,CENTER FOR ADVANCED REPRODUCTIVE CARE,IOWA CITY,IOWA,>99%,0%,<1%,0%,52%,0%,0%,10%,5%,1%,5%,<1%,19%,6%,11%,20%,23%,"Craig H. Syrop, M.D.",184,66,49,25,53.8,56.1,32.7,16,50,48.5,22.4,16,-14.4,-24.1,-23.3,-28.8,58.6,55.2,35.5,0.222222222,62.6,58.2,35.5,0.25,39.5,41.8,25.8,0.25,14.7,12.1,36.7,28,1.9,2.3,2.5,2.8,37.4,21.6,0.125,0,3,5.4,0.0625,0,37,28.1,0.272727273,0,69,29,11,3,43.5,34.5,0.363636364,0.333333333,1.8,2.1,2.3,1.7,19,21,0.578947368,33.3,2,2,"University of Iowa Hospitals and Clinics, Center for Advanced Reproductive Care",Yes,Yes,No,No,Yes,Yes,Yes
UNIVERSITY OF KANSAS MEDICAL CENTER ,WOMEN'S REPRODUCTIVE CENTER,KANSAS CITY,KANSAS,100%,0%,0%,0%,46%,0%,0%,19%,7%,4%,5%,0%,20%,0%,10%,11%,24%,"Linda R. Nelson, M.D., Ph.D.",35,15,8,2,25.7,0.066666667,0,0.5,20,0.066666667,0,0.5,-26.6,=,=,=,28,0.1,0,0.5,28,0.1,0,0.5,16,0,0,0.5,28.6,0.333333333,0.75,0,2.8,3.3,3,3,0.222222222,0,=,0,0.111111111,1,=,0,0.428571429,1,=,0,2,4,1,0,0,0,0,=,2.5,3.3,4,=,0,0,=,=,=,=,"University of Kansas Medical Center, Women's Reproductive Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY,,OVERLAND PARK,KANSAS,>99%,<1%,0%,0%,79%,0%,2%,12%,4%,3%,4%,<1%,32%,19%,16%,<1%,8%,"Rodney Lyles, M.D.",203,90,47,3,46.8,38.9,27.7,0.333333333,45.3,36.7,25.5,0.333333333,-13.7,-19.9,-24.9,=,50.5,44.6,29.3,0.5,54.4,50,37.5,1,38.5,39.4,25,1,10.3,17.8,12.8,0.333333333,1.8,1.8,1.8,3,26.3,17.1,0.230769231,0,2.1,2.9,0.076923077,1,29.3,21.2,0.333333333,0,23,10,6,0,21.7,0.1,0.333333333,=,2.1,2.1,1.8,=,51,9,52.9,0.222222222,1.9,1.9,Reproductive Resource Center of Greater Kansas City,Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE MEDICINE & INFERTILITY ,SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KANSAS,>99%,<1%,0%,0%,33%,0%,1%,13%,7%,5%,16%,<1%,16%,6%,4%,18%,14%,"Dan L. Stewart, M.D.",120,38,33,16,30,28.9,12.1,0.125,25.8,21.1,6.1,0.125,-15.7,-25.9,-14.2,=,30.1,25.8,7.1,0.166666667,31.3,26.7,7.1,0.166666667,21.2,10,3.6,0.166666667,14.2,18.4,15.2,0.25,2.6,3.3,3.1,3.7,36.1,0.363636364,0.25,0,2.8,0.090909091,0,0,32.3,0.625,0.5,0,15,6,4,0,0.333333333,0,0.5,=,2.4,1.8,2.5,=,9,6,0.444444444,0.166666667,2.4,2.7,"Reproductive Medicine & Infertility, Shawnee Mission Medical Center",Yes,Yes,No,Yes,Yes,Yes,Yes
