PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,>99%,0%,<1%,0%,37%,0%,26%,1%,<1%,5%,1%,18%,38%,6%,1%,3%,"David Cohen, M.D.",105,45,42,9,20,17.8,14.3,0.111111111,15.2,8.9,9.5,0,-13.7,-16.6,-17.8,=,16.7,10.8,12.5,0,18,11.4,13.3,0,8.6,17.8,23.8,0.111111111,3.1,3.5,3.7,3.9,23.8,0.375,0.333333333,0,4.8,0.125,0,0,0.25,0.25,0,=,35,9,4,1,17.1,0.111111111,0,0,3.6,2.8,5,5,9,3,0.444444444,0.333333333,2.8,3,University of Chicago Hospitals,Yes,No,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,72%,0%,15%,6%,0%,6%,0%,37%,4%,6%,13%,13%,"Linda R. Nelson, M.D., Ph.D.",44,18,21,3,25,0.111111111,23.8,0,20.5,0.111111111,19,0,-23.9,=,-33.5,=,22.5,0.133333333,0.25,0,23.7,0.142857143,0.266666667,0,9.1,0.166666667,23.8,0,3.5,3.1,3.7,5,0.636363636,0.5,0.2,=,0.090909091,0,0,=,0.666666667,0.5,0.25,=,10,2,1,0,0.2,0,0,=,3.4,2,1,=,5,0,0.4,=,3.4,=,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes
"WATERTOWER WOMEN'S CENTER, L.L.C.",,CHICAGO,ILLINOIS,96%,0%,3%,1%,14%,0%,9%,7%,29%,7%,0%,6%,2%,3%,26%,11%,"Jan Friberg, M.D.",11,11,28,12,0.090909091,0.272727273,10.7,0.166666667,0.090909091,0.181818182,10.7,0.083333333,=,=,-22.2,=,0.125,0.2,14.3,0.166666667,0.125,0.222222222,0.166666667,0.25,0.272727273,0.090909091,25,0.5,3.6,3,3.3,2.5,0,0.333333333,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,=,0,2,4.5,=,4,11,6,0.272727273,0.5,3.3,3.8,"Watertower Women's Center, L.L.C.",Yes,Yes,Yes,Yes,Yes,Yes,No
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,>99%,0%,<1%,<1%,38%,<1%,20%,1%,3%,23%,1%,10%,4%,4%,25%,9%,"Amos E. Madanes, M.D.",124,41,19,14,16.1,19.5,0.052631579,0,12.1,17.1,0.052631579,0,-11.4,-23,=,=,14.6,20.6,0.076923077,0,15.8,22.6,0.076923077,0,16.9,17.1,0.315789474,0.428571429,3.1,3.3,2.5,3.1,25,0.125,0,=,5,0.125,0,=,0.333333333,0.285714286,0,=,14,4,1,2,0.142857143,0,0,0,2.6,2,2,1.5,6,1,0.333333333,0,3.8,2,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,35%,0%,19%,2%,17%,3%,<1%,15%,3%,13%,15%,13%,"Richard P. Sherbahn, M.D.",100,23,16,6,45,17.4,0.3125,0.166666667,40,17.4,0.3125,0.166666667,-19.2,-31,=,=,47.6,0.235294118,0.416666667,0.25,48.8,0.266666667,0.454545455,0.25,16,26.1,0.25,0.333333333,3,3.1,3.5,3.3,24.4,0,0.2,1,8.9,0,0,0,37.5,0,0.2,1,5,1,0,0,0,0,=,=,2.8,2,=,=,39,9,43.6,0,2.8,3.2,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,>99%,0%,0%,<1%,73%,0%,7%,9%,<1%,4%,<1%,11%,1%,3%,29%,36%,"Edward L. Marut, M.D.",332,212,188,82,31.9,32.5,16,14.6,28.6,25.5,12.8,9.8,-9.7,-11.7,-9.5,-12.9,34.7,34.8,17.6,17.8,35.6,35.5,18.9,18.6,17.5,26.9,27.7,45.1,3.1,3.4,4.1,4.3,33,20.3,16.7,0.083333333,9.4,18.8,13.3,0.083333333,34.7,40.7,25,0.25,11,11,2,1,0.181818182,0.272727273,0,0,3.7,3.7,2,4,39,10,48.7,0,2.9,3.4,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,37%,0%,1%,47%,1%,14%,1%,1%,0%,0%,13%,22%,"Jay H. Levin, M.D.",40,19,13,1,20,0.157894737,0.076923077,0,15,0.157894737,0.076923077,0,-22.2,=,=,=,15,0.157894737,0.076923077,0,16.2,0.2,0.1,0,0,0,0,0,3.2,3.9,3.3,3,0.125,0,0,=,0.125,0,0,=,0.166666667,0,0,=,1,2,3,1,0,0,0,1,2,2,2.7,3,2,0,0,=,2.5,=,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes
CENTER FOR HUMAN REPRODUCTION--ILLINOIS,,HOFFMAN ESTATES,ILLINOIS,>99%,<1%,0%,0%,60%,0%,8%,8%,23%,3%,<1%,9%,12%,13%,13%,10%,"Vishvanath C. Karande, M.D.",685,255,150,76,32.4,30.2,26.7,6.6,29.9,25.5,23.3,5.3,-6.9,-10.7,-13.5,-10.1,33.5,30.1,28.2,7.4,37.4,33.9,30.7,9.5,10.7,15.3,17.3,28.9,2.5,3.2,3.2,3.3,38.7,33.8,25,0.2,6.8,10.4,2.5,0,42.9,43.1,25.7,0.25,143,58,22,11,23.8,13.8,13.6,0.090909091,2.7,2.8,3,3.6,93,33,30.1,24.2,2.5,2.5,Clinic has undergone reorganization since 2000.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,18%,0%,15%,0%,0%,2%,4%,0%,10%,0%,60%,9%,"Marek W. Piekos, M.D.",28,6,7,5,17.9,0.166666667,0.285714286,0.2,10.7,0.166666667,0.142857143,0.2,-22.2,=,=,=,12.5,0.166666667,0.2,0.333333333,12.5,0.166666667,0.25,0.333333333,14.3,0,0.285714286,0.4,3,2.7,2.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,=,0,=,3,=,1,=,0,0,=,=,=,=,"Reproductive Health Specialists, Ltd.",Yes,No,Yes,No,Yes,Yes,Yes
OAK BROOK FERTILITY CENTER,,OAKBROOK,ILLINOIS,100%,0%,0%,0%,74%,0%,12%,2%,12%,24%,<1%,10%,3%,2%,14%,20%,"W. Paul Dmowski, M.D., Ph.D.",60,26,21,11,41.7,30.8,47.6,0.272727273,31.7,30.8,28.6,0.272727273,-23.5,-35.5,-38.7,=,32.2,34.8,28.6,0.3,35.8,34.8,30,0.375,1.7,11.5,0,0.090909091,2.8,3.2,3.4,3,20,0.625,0.1,0.333333333,24,0.125,0,0,0.421052632,0.75,0,0.333333333,7,3,2,2,0.142857143,0,0,1,3.3,2.7,1.5,4,8,2,0.125,0,3,2,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REENA JABAMONI, M.D., S.C.",,OAKBROOK,ILLINOIS,99%,1%,0%,0%,29%,0%,10%,7%,5%,11%,0%,24%,30%,4%,2%,7%,"Reena Jabamoni, M.D.",58,26,7,4,25.9,23.1,0,0,24.1,23.1,0,0,-22.1,-32.4,=,=,25.9,26.1,0,0,27.5,28.6,0,0,6.9,11.5,0.428571429,0,2.6,3.2,2,2.7,0.2,0,=,=,0.066666667,0,=,=,0.285714286,0,=,=,5,4,0,0,0,0,=,=,2.4,2.5,=,=,3,0,0.333333333,=,3,=,"Reena Jabamoni M.D., S.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED REPRODUCTIVE HEALTH CENTERS, LTD. (ARHC)",,ORLAND PARK,ILLINOIS,100%,0%,0%,0%,51%,0%,14%,14%,0%,27%,9%,14%,6%,2%,8%,6%,"Joel G. Brasch, M.D.",83,19,11,5,31.3,0.157894737,0.272727273,0,26.5,0.157894737,0.090909091,0,-19,=,=,=,29.3,0.1875,0.1,0,29.3,0.2,0.1,0,9.6,0.157894737,0.090909091,0.2,3.9,4,5.2,3.7,26.9,0.666666667,0,=,7.7,0,0,=,36.4,0.666666667,0,=,14,3,0,0,0.285714286,0,=,=,3.6,3.7,=,=,2,0,0.5,=,5,=,"Advanced Reproductive Health Centers, Ltd. (ARHC)",Yes,No,Yes,No,Yes,No,Pending
LUTHERAN GENERAL HOSPITAL IVF PROGRAM,,PARK RIDGE,ILLINOIS,100%,0%,0%,0%,70%,0%,6%,12%,9%,6%,<1%,12%,<1%,4%,26%,25%,"Laurence A. Jacobs, M.D.",175,74,52,27,31.4,29.7,23.1,18.5,25.7,28.4,17.3,7.4,-13,-20.6,-20.6,-17.3,29,32.8,20.5,9.1,30.8,35.6,20.5,9.1,11.4,13.5,15.4,18.5,3.2,3.3,3.7,4.5,30.9,22.7,0.166666667,0.2,5.5,0,0.25,0.2,22.2,23.8,0.333333333,0.5,34,12,3,3,29.4,0,0.333333333,0,3.1,2.8,3.7,3.3,10,12,0.3,0.25,3,3.3,Lutheran General Hospital IVF Program,Yes,No,Yes,No,Yes,Yes,Yes
UNIVERSITY OF ILLINOIS COLLEGE OF MEDICINE AT PEORIA,"DEPARTMENT OF OB/GYN, DIVISION OF REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY",PEORIA ,ILLINOIS,90%,10%,0%,0%,27%,0%,35%,0%,0%,15%,0%,9%,0%,3%,29%,9%,"Kathy A. Trumbull, M.D.",18,2,8,2,0.222222222,0.5,0,0,0.111111111,0.5,0,0,=,=,=,=,0.117647059,0.5,0,0,0.117647059,0.5,0,0,0.055555556,0,0.125,0,3.7,3.5,3.1,1,0,1,=,=,0,0,=,=,0,1,=,=,3,0,0,0,0,=,=,=,2.7,=,=,=,0,0,=,=,=,=,"University of Illinois College of Medicine at Peoria, Department of OB/GYN, Division of Reproductive Endocrinology & Infertility",Yes,No,Yes,Yes,Yes,Yes,Pending
"ADVANCED REPRODUCTIVE CENTER, LTD.",,ROCKFORD,ILLINOIS,97%,2%,1%,0%,65%,0%,12%,2%,3%,4%,2%,19%,3%,<1%,17%,37%,"John P. Holden, M.D.",41,23,18,9,34.1,30.4,0.111111111,0.111111111,24.4,21.7,0.055555556,0.111111111,-26.3,-33.7,=,=,26.3,0.263157895,0.083333333,0.142857143,27.8,0.294117647,0.090909091,0.142857143,7.3,17.4,0.333333333,0.222222222,2.9,3.1,3.4,2.7,0.357142857,0.428571429,0.5,0,0.071428571,0,0.5,0,0.4,0.4,1,0,6,0,0,0,0,=,=,=,2.3,=,=,=,2,1,0.5,0,4,3,"Advanced Reproductive Center, Ltd.",Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,100%,0%,0%,0%,51%,0%,18%,6%,2%,7%,0%,20%,0%,4%,8%,35%,"Chiravudh Sawetawan, M.D.",91,28,20,4,37.4,25,35,0,36.3,21.4,30,0,-19.7,-30.4,-40.2,=,38.4,27.3,0.352941176,0,41.8,0.352941176,0.428571429,0,5.5,21.4,15,0,3,3.2,3.1,3,44.1,0,0.285714286,=,8.8,0,0,=,51.5,0,0.333333333,=,10,2,1,0,0.2,0,0,=,2.7,4,4,=,3,1,0,0,2.7,5,Reproductive Health and Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, S.C.",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,56%,0%,12%,1%,0%,5%,0%,11%,14%,9%,25%,23%,"Mary Ann Mcrae, M.D.",37,27,22,2,27,7.4,9.1,0,21.6,3.7,4.5,0,-26.5,-10.8,-13.2,=,22.9,0.055555556,0.058823529,0,22.9,0.058823529,0.071428571,0,5.4,33.3,22.7,0,3.2,3.4,3,3.5,0.4,0,0.5,=,0.1,0,0,=,0.5,0,1,=,5,6,0,0,0.2,0,=,=,2.6,3,=,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, S.C.",No,No,No,No,Yes,Yes,Yes
"SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE, DEPARTMENT OF OB/GYN",DIVISION OF REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY,SPRINGFIELD,ILLINOIS,82%,17%,0%,<1%,10%,<1%,14%,22%,0%,9%,1%,2%,7%,<1%,26%,18%,"PonJola Coney, M.D.",78,27,15,4,10.3,11.1,0.066666667,0,9,7.4,0.066666667,0,-12.7,-17.3,=,=,9,7.4,0.066666667,0,9,7.4,0.066666667,0,0,0,0,0,4,3.8,4.8,1.8,0.375,0,0,=,0,0.333333333,0,=,0.428571429,0.5,0,=,5,1,0,0,0,0,=,=,4,5,=,=,3,1,0,0,5,3,"Southern Illinois University School of Medicine, Department of OB/GYN, Division of Reproductive Endocrinology & Infertility",Yes,Yes,Yes,No,Yes,No,No
"SETH LEVRANT, M.D., P.C.",,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,43%,0%,11%,14%,0%,8%,0%,14%,0%,8%,17%,28%,"Seth G. Levrant, M.D.",13,8,1,1,0.230769231,0.375,1,0,0.230769231,0.375,1,0,=,=,=,=,0.25,0.375,1,0,0.25,0.375,1,0,0.076923077,0,0,0,2.5,3.1,3,4,0.666666667,0.666666667,0,=,0,0,0,=,0.666666667,0.666666667,0,=,9,1,0,0,0.222222222,1,=,=,2.8,4,=,=,1,2,0,0,4,2.5,"Seth Levrant, M.D., P.C., Partners in Reproductive Health",Yes,No,Yes,No,Yes,Yes,Yes
ASSOCIATED FERTILITY & GYNECOLOGY,,FORT WAYNE,INDIANA,100%,0%,0%,0%,49%,0%,18%,21%,4%,10%,2%,9%,0%,<1%,17%,18%,"Shelby O. Cooper, M.D.",57,13,12,0,36.8,0.538461538,0.333333333,=,31.6,0.461538462,0.166666667,=,-24.1,=,=,=,36,0.545454545,0.181818182,=,39.1,0.545454545,0.2,=,12.3,0.153846154,0.083333333,=,2.8,2.6,2,=,38.1,0.142857143,0,=,14.3,0.142857143,0,=,0.444444444,0.333333333,0,=,12,3,0,0,0.166666667,0,=,=,2.8,1.7,=,=,8,1,0.125,0,2.4,2,Associated Fertility & Gynecology,Yes,No,No,Yes,Yes,Yes,Yes
ADVANCED FERTILITY GROUP,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,31%,<1%,9%,27%,2%,12%,1%,8%,8%,0%,15%,18%,"William L. Gentry, M.D.",128,54,47,33,43,27.8,25.5,12.1,35.9,20.4,12.8,9.1,-16.6,-21.5,-19.1,-18.9,42.6,25.6,17.6,0.214285714,43.8,26.2,19.4,0.25,15.6,20.4,27.7,57.6,3,3,2.9,3.3,29.1,0.2,0.333333333,0.25,16.4,0.266666667,0,0.25,45.7,0.545454545,0.333333333,0.666666667,16,5,2,2,0.0625,0,0,0.5,3.3,3.4,2,2.5,9,3,0.333333333,0,3.2,3,Advanced Fertility Group,Yes,No,Yes,Yes,Yes,Yes,Yes
"FAMILY BEGINNINGS, P.C.",,INDIANAPOLIS,INDIANA,97%,3%,0%,0%,42%,0%,25%,12%,0%,32%,0%,8%,0%,0%,10%,13%,"James G. Donahue, M.D.",43,6,8,4,30.2,0.333333333,0.25,0,18.6,0.333333333,0.25,0,-23.2,=,=,=,23.5,0.333333333,0.25,0,23.5,0.333333333,0.25,0,20.9,0,0,0.5,3.1,3.2,3.4,4.5,0.076923077,0.5,0.5,=,0.153846154,0.5,0,=,0.375,0.5,0.5,=,4,0,1,0,0.25,=,0,=,2.8,=,3,=,0,0,=,=,=,=,"Family Beginnings, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
INDIANA UNIVERSITY HOSPITAL,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,29%,0%,31%,17%,2%,9%,0%,12%,0%,0%,5%,24%,"Marguerite K. Shepard, M.D.",15,7,10,2,0.2,0.428571429,0.2,0.5,0.133333333,0.285714286,0.1,0.5,=,=,=,=,0.142857143,0.333333333,0.111111111,0.5,0.142857143,0.333333333,0.111111111,0.5,0.066666667,0.142857143,0.1,0,2.7,3,2.8,3.5,0.333333333,0.666666667,0,0,0,0,0,0,0.5,1,0,0,1,2,2,0,0,0.5,0,=,3,2.5,3,=,0,0,=,=,=,=,Indiana University Hospital,No,No,No,No,Yes,Yes,Yes
MIDWEST REPRODUCTIVE MEDICINE,,INDIANAPOLIS,INDIANA,98%,<1%,1%,0%,49%,2%,16%,13%,6%,15%,2%,15%,7%,14%,2%,10%,"Laura M. Reuter, M.D.",444,146,106,62,37.4,33.6,19.8,19.4,33.6,25.3,17.9,12.9,-8.8,-14.1,-14.6,-16.6,36.4,29.4,22.1,16.7,38.4,30.6,25,19.5,7.9,13.7,18.9,22.6,2.6,2.7,2.8,2.7,30.7,16.3,33.3,0,7.8,4.1,4.8,0,34.9,18.9,0.315789474,0,158,69,54,7,11.4,8.7,13,0.142857143,2.5,2.6,2.8,2.7,39,9,33.3,0.111111111,2.8,2.7,Midwest Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES,,INDIANAPOLIS,INDIANA,98%,0%,2%,0%,34%,0%,12%,51%,0%,18%,0%,5%,0%,0%,12%,2%,"Donald L. Cline, M.D.",22,16,13,3,27.3,0.1875,0.153846154,0,13.6,0.125,0.153846154,0,-28,=,=,=,0.166666667,0.285714286,0.2,0,0.166666667,0.333333333,0.222222222,0,18.2,0.5625,0.230769231,0.333333333,3.1,2.5,3.8,2.5,0.166666667,0,0.5,=,0,0,0,=,0.333333333,0,0.5,=,0,1,0,0,=,0,=,=,=,2,=,=,0,0,=,=,=,=,Reproductive Endocrinology Associates,No,No,No,No,No,Yes,Yes
"REPRODUCTIVE SURGERY & MEDICINE, P.C.",,INDIANAPOLIS,INDIANA,84%,15%,0%,1%,43%,0%,13%,18%,0%,5%,0%,2%,2%,4%,29%,27%,"David S. McLaughlin, M.D.",52,15,14,0,40.4,0.666666667,0.357142857,=,34.6,0.533333333,0.357142857,=,-25.8,=,=,=,42.9,0.615384615,0.454545455,=,43.9,0.615384615,0.454545455,=,19.2,0.133333333,0.214285714,=,2.9,3.2,3.6,=,23.8,0.1,0,=,9.5,0,0,=,0.277777778,0.125,0,=,2,2,2,0,0,0.5,0,=,2.5,2.5,1,=,0,1,=,0,=,3,"Reproductive Surgery & Medicine, P.C.",No,No,Yes,No,Yes,Yes,Yes
MEMORIAL HOSPITAL CENTER FOR ASSISTED REPRODUCTION,,SOUTH BEND,INDIANA,100%,0%,0%,0%,0%,0%,29%,4%,0%,17%,2%,7%,0%,4%,7%,30%,"Jan R. Reineke, M.D.",34,13,6,1,35.3,0.076923077,0.333333333,1,32.4,0.076923077,0.333333333,0,-31.5,=,=,=,36.7,0.1,0.5,0,39.3,0.1,0.5,0,11.8,0.230769231,0.333333333,0,3,3.5,4,4,0.166666667,1,0,0,0.083333333,0,0,0,0.272727273,0,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Center for Assisted Reproduction,No,No,No,No,No,Yes,Yes
REPRODUCTIVE CARE OF INDIANA,,ZIONSVILLE,INDIANA,>99%,0%,0%,<1%,25%,0%,10%,28%,2%,11%,2%,<1%,14%,0%,11%,21%,"Michael A. Henry, M.D.",65,20,13,3,55.4,25,0.153846154,0.333333333,49.2,15,0.153846154,0,-24.3,-30.6,=,=,52.5,0.2,0.222222222,0,55.2,0.230769231,0.25,0,6.2,25,0.307692308,0,2.9,3.2,2.8,4,41.7,0.2,0.5,0,11.1,0,0,0,34.4,0.333333333,0.5,=,11,4,1,0,0.090909091,0,0,=,3.7,4,1,=,10,2,0.6,0.5,2.8,7,Reproductive Care of Indiana,Yes,No,Yes,No,Yes,Yes,Yes
"MCFARLAND CLINIC, P.C., ASSISTED REPRODUCTION",,AMES,IOWA,97%,0%,3%,0%,59%,0%,15%,4%,<1%,8%,<1%,35%,0%,11%,1%,24%,"Alan K. Munson, M.D.",73,31,17,7,37,22.6,0.352941176,0.285714286,34.2,22.6,0.235294118,0.285714286,-21.7,-29.4,=,=,42.4,31.8,0.266666667,0.285714286,43.9,33.3,0.285714286,0.285714286,19.2,29,0.117647059,0,2.5,2.8,2.9,2.9,22.2,0.142857143,0.333333333,0,18.5,0.142857143,0,0,36,0.285714286,0,0,10,4,0,0,0,0,=,=,3.3,3.3,=,=,0,0,=,=,=,=,"McFarland Clinic, P.C., Assisted Reproduction",No,No,No,No,Yes,Yes,Yes
UNIVERSITY OF IOWA HOSPITALS AND CLINICS,CENTER FOR ADVANCED REPRODUCTIVE CARE,IOWA CITY,IOWA,>99%,0%,<1%,0%,45%,0%,19%,4%,<1%,8%,1%,18%,6%,8%,11%,24%,"Craig H. Syrop, M.D.",155,69,39,26,43.9,29,23.1,11.5,38.7,24.6,23.1,7.7,-15.4,-20.3,-26.4,-17.9,45.1,30.9,37.5,0.133333333,45.8,30.9,37.5,0.133333333,14.2,20.3,38.5,42.3,2.1,2.3,2.5,2.9,36.8,35,0.222222222,0,2.9,10,0.111111111,0,31.7,0.411764706,0.333333333,0,51,18,13,2,17.6,0.333333333,0.230769231,0,2.6,2.6,3.1,2.5,24,17,29.2,0.352941176,2.4,2.8,"University of Iowa Hospitals and Clinics, Center for Advanced Reproductive Care",Yes,Yes,No,No,Yes,Yes,Yes
"MID-IOWA FERTILITY, P.C.",,WEST DES MOINES,IOWA,100%,0%,0%,0%,39%,0%,12%,13%,3%,12%,3%,15%,2%,2%,19%,19%,"Donald C. Young, D.O.",99,28,18,8,39.4,32.1,0.333333333,0.125,33.3,28.6,0.277777778,0.125,-18.6,-33.5,=,=,37.1,33.3,0.454545455,0.25,47.8,0.5,0.454545455,0.333333333,10.1,14.3,0.388888889,0.5,2.3,2.6,2.5,2.3,35.9,0.444444444,0.166666667,0,5.1,0,0,0,42.4,0.375,0.2,0,14,5,1,0,0.142857143,0,0,=,2.7,2.6,3,=,4,4,0.25,0.25,3,3.3,"Mid-Iowa Fertility, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF KANSAS MEDICAL CENTER,WOMEN'S REPRODUCTIVE CENTER,KANSAS CITY,KANSAS,100%,0%,0%,0%,35%,0%,21%,19%,0%,8%,0%,19%,2%,12%,10%,9%,"Valerie C. Montgomery-Rice, M.D.",54,28,18,9,38.9,35.7,0.222222222,0.111111111,27.8,17.9,0.166666667,0,-23.9,-28.3,=,=,30.6,21.7,0.1875,0,30.6,22.7,0.2,0,9.3,17.9,0.111111111,0.333333333,2.7,3.2,2.7,3,23.8,0.4,0,0,9.5,0.2,0,0,0.333333333,0.4,0,=,4,0,1,0,0,=,0,=,3,=,3,=,1,0,1,=,4,=,"University of Kansas Medical Center, Women's Reproductive Center",Yes,Yes,Yes,No,Yes,Yes,Pending
"DRS. MARSHALL & HENNING, P.A.",IVF REPRODUCTIVE SERVICES,MANHATTAN,KANSAS,100%,0%,0%,0%,0%,6%,19%,15%,4%,2%,0%,4%,0%,28%,19%,9%,"Harold J. Henning, M.D., Ph.D.",30,6,6,3,3.3,0,0,0,3.3,0,0,0,-9.8,=,=,=,3.3,0,0,0,0.111111111,0,0,=,0,0,0,0,1.4,2,1,=,0,=,=,=,0,=,=,=,0,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Drs. Marshall & Henning, P.A., IVF Reproductive Services",No,Yes,No,No,Yes,Yes,Pending
REPRODUCTIVE RESOURCE CENTER OF GREATER KANSAS CITY,,OVERLAND PARK,KANSAS,100%,0%,0%,0%,58%,0%,11%,1%,<1%,<1%,0%,25%,15%,44%,<1%,4%,"Rodney Lyles, M.D.",174,67,51,13,53.4,40.3,25.5,0.153846154,48.9,32.8,23.5,0.153846154,-14.9,-22.5,-23.3,=,56.3,39.3,36.4,0.285714286,58.6,39.3,36.4,0.285714286,13.2,16.4,35.3,0.461538462,1.9,2.1,2.1,2.6,43,11.1,0.230769231,0,0,3.7,0,0,41.2,18.2,0.25,0,12,11,2,2,0,0.272727273,0,0,2.3,2.1,1.5,2.5,35,1,34.3,0,1.9,2,Reproductive Resource Center of Greater Kansas City,Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE MEDICINE & INFERTILITY,SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KANSAS,100%,0%,0%,0%,37%,0%,11%,4%,3%,19%,<1%,14%,11%,4%,14%,19%,"Dan L. Gehlbach, M.D.",68,22,20,4,38.2,22.7,10,0.25,33.8,13.6,5,0.25,-22.5,-28,-14.6,=,37.7,0.1875,0.071428571,1,38.3,0.1875,0.071428571,1,10.3,27.3,30,0.75,2.8,3.2,3.1,2,42.3,0,0,0,11.5,0,0.5,0,52.2,0,1,0,4,2,1,1,0,0,0,0,3,2.5,3,2,2,0,0,=,3,=,"Reproductive Medicine & Infertility, Shawnee Mission Medical Center",Yes,No,Yes,Yes,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE MEDICINE,,WICHITA ,KANSAS,100%,0%,0%,0%,32%,1%,38%,3%,2%,10%,2%,14%,<1%,6%,16%,8%,"David A. Grainger, M.D.",71,25,22,13,42.3,32,36.4,0.076923077,38,32,22.7,0.076923077,-22.6,-36.6,-35,=,40.9,34.8,0.294117647,0.090909091,43.5,34.8,0.294117647,0.090909091,7,8,22.7,0.153846154,2.5,2.8,2.8,2.7,26.7,0.5,0.125,0,6.7,0,0,0,33.3,0.5,0.2,0,37,7,7,6,16.2,0.285714286,0.285714286,0,2.9,2.9,3.4,3.2,2,2,1,1,2.5,4,The Center for Reproductive Medicine,Yes,No,No,Yes,Yes,Yes,Yes
