OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
141,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,100%,0%,0%,0%,51%,0%,5%,7%,4%,16%,3%,<1%,13%,5%,3%,23%,27%,"Cristin C. Slater, MD",138,54,42,14,49.3,40.7,26.2,0.285714286,47.8,33.3,21.4,0.214285714,(39.3Ð56.5),(21.1Ð47.5),(10.3Ð36.8),,49.3,35.3,23.7,0.272727273,50,37.5,24.3,0.272727273,39.4,25,16.2,0.272727273,2.9,5.6,9.5,0.214285714,2.4,2.9,3.2,3.3,29.4,31.8,0.272727273,0,7.4,0,0,0,21.2,0.333333333,0.333333333,0,65,31,10,3,38.5,12.9,0.2,0,2.6,2.4,2.7,2.7,45,46,60,28.3,2.3,2.6,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ID
142,RUSHÐCOPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,98%,0%,1%,1%,62%,0%,0%,9%,4%,4%,6%,2%,8%,39%,9%,8%,13%,"Zvi Binor, MD",46,11,19,7,23.9,0.363636364,0.263157895,0,21.7,0.363636364,0.210526316,0,(10.9Ð36.4),,,,23.8,0.5,0.266666667,0,23.8,0.571428571,0.333333333,0,11.9,0.285714286,0.333333333,0,8.7,0.272727273,0.210526316,0.142857143,2.9,2.4,3,2.8,0.363636364,0.25,0,=,0.090909091,0.25,0,=,0.5,0.5,0,=,7,1,2,0,0.142857143,1,0,=,2.1,1,2.5,=,1,1,0,0,3,2,RushÐCopley Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes,IL
143,LIFEÐWOMEN'S HEALTH CENTER,"DANIEL A. ROSTEIN, MD",BERWYN,ILLINOIS,100%,0%,0%,0%,56%,0%,0%,39%,15%,0%,15%,0%,8%,8%,0%,0%,15%,"Daniel A. Rostein, MD",5,2,2,0,0.6,0,0.5,=,0.4,0,0.5,=,,,,,0.4,0,0.5,=,0.4,0,0.5,=,0.2,0,0,=,0,0,0,=,2,2.5,3.5,=,0.333333333,=,1,=,0,=,0,=,0.5,=,1,=,0,3,0,1,=,0.666666667,=,0,=,2.3,=,3,0,0,=,=,=,=,"LifeÐWomen's Health Center, Daniel A. Rostein, MD",Yes,No,Yes,No,Yes,No,Yes,IL
144,"MARTIN S. BALIN, MD, PHD",,CHICAGO,ILLINOIS,100%,0%,0%,0%,100%,0%,0%,3%,3%,0%,0%,0%,3%,14%,36%,22%,19%,"Martin S. Balin, MD, PhD",9,7,12,2,0.333333333,0,0.166666667,0,0.333333333,0,0.083333333,0,,,,,0.333333333,0,0.083333333,0,0.333333333,0,0.090909091,0,0.333333333,0,0.090909091,0,0,0,0,0,2.4,2.7,2.9,2.5,0,=,0,=,0,=,0,=,0,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,2,1,0.5,1,2,1,"Martin S. Balin, MD, PhD",Yes,No,Yes,Yes,Yes,No,Yes,IL
145,CENTER FOR REPRODUCTIVE MEDICINE & FERTILITY,THE UNIVERSITY OF CHICAGO,CHICAGO,ILLINOIS,>99%,0%,0%,<1%,46%,0%,<1%,10%,2%,<1%,4%,<1%,13%,22%,22%,11%,16%,"Helen Kim, MD",44,33,25,24,36.4,27.3,16,8.3,31.8,21.2,12,4.2,(18.6Ð47.6),(9.0Ð38.9),(2.5Ð31.2),(0.1Ð21.1),36.8,25,0.176470588,0.0625,41.2,28,0.1875,0.071428571,26.5,28,0.1875,0.071428571,13.6,15.2,32,33.3,2.3,2.4,2.6,4,0.25,0,0,0,0.0625,0,0,0,0.357142857,0,0,0,17,12,5,2,0.058823529,0.166666667,0,0,2.6,3.5,3.6,4,9,2,0.444444444,0,2.3,4,"Center for Reproductive Medicine & Fertility, the University of Chicago",Yes,No,Yes,Yes,Yes,Yes,Yes,IL
146,INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,100%,0%,0%,0%,89%,0%,<1%,2%,8%,10%,2%,0%,5%,27%,3%,20%,24%,"Ilan Tur-Kaspa, MD",87,34,28,14,34.5,35.3,21.4,0.142857143,31,23.5,21.4,0.071428571,(21.5Ð41.9),(10.7Ð41.2),(8.3Ð41.0),,31.8,24.2,24,0.076923077,36.5,27.6,0.4,0.142857143,21.6,20.7,0.266666667,0.142857143,2.3,2.9,10.7,0.071428571,1.8,1.9,2.1,2,36.7,0.166666667,0,0,3.3,0,0.333333333,0,40.7,0.25,0.333333333,0,28,11,11,2,21.4,0.363636364,0.272727273,0,1.7,1.9,1.8,1.5,19,4,0.578947368,0.75,2,2.3,Institute for Human Reproduction (IHR),Yes,Yes,Yes,Yes,Yes,No,Yes,IL
147,NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,63%,<1%,<1%,6%,5%,23%,3%,<1%,20%,2%,27%,4%,8%,"Edmond Confino, MD",194,147,136,72,47.9,35.4,22.1,16.7,44.3,25.9,16.2,9.7,(37.2Ð51.6),(19.0Ð33.7),(10.4Ð23.5),(4.0Ð19.0),47.8,29.2,17.9,12.3,49.1,29.9,19,12.7,36,25.2,17.2,10.9,7.2,11.6,9.6,20.8,2.2,2.2,2.7,3.1,26.9,11.5,13.3,0.25,1.1,1.9,0,0,26.7,15.8,9.1,0.142857143,64,44,27,13,31.3,27.3,25.9,0.076923077,2.8,2.5,2.7,3.1,47,31,48.9,32.3,2.1,2.8,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
148,THE RINEHARTÐCOULAM CENTER,,CHICAGO,ILLINOIS,100%,0%,0%,0%,96%,0%,4%,0%,8%,2%,0%,10%,3%,45%,12%,15%,5%,"Carolyn B. Coulam, MD",21,11,11,5,38.1,0.272727273,0.181818182,0,38.1,0.272727273,0.090909091,0,(18.1Ð61.6),,,,38.1,0.272727273,0.090909091,0,40,0.375,0.1,0,20,0.375,0.1,0,0,0,0,0.2,3.5,3,2.9,3,0.375,0,0.5,=,0.125,0,0,=,0.5,0,0,=,2,0,0,0,0,=,=,=,3,=,=,=,5,2,0.6,0,2.8,2.5,The RinehartÐCoulam Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
149,RIVER NORTH IVFÐFERTILITY CENTERS OF ILLINOIS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,82%,0%,<1%,8%,15%,12%,4%,1%,17%,7%,18%,8%,10%,"Angelina Beltsos, MD",970,533,358,179,36.3,26.3,17.9,8.4,31.1,22.3,12.6,6.1,(28.2Ð34.2),(18.9Ð26.1),(9.3Ð16.5),(3.1Ð10.7),35.1,26,16,8.5,38.6,29.4,18.8,12,24.9,21.2,17.1,10.9,11.2,14.3,21.5,27.4,2.1,2.2,2.2,2.2,32.7,26.4,10.9,0.066666667,4.8,0,0,0,35.4,27.7,8.9,0.090909091,181,88,46,13,37,34.1,19.6,0.153846154,2,1.9,1.9,1.6,106,20,55.7,30,2.2,2.1,River North IVFÐFertility Centers of Illinois,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
150,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,73%,0%,0%,14%,3%,5%,11%,0%,21%,10%,3%,17%,15%,"Humberto Scoccia, MD",54,22,22,9,37,50,40.9,0,29.6,45.5,27.3,0,(18.0Ð43.6),(24.4Ð67.8),(10.7Ð50.2),,36.4,0.526315789,0.352941176,0,43.2,0.555555556,0.375,0,27,0.5,0.25,0,18.5,13.6,22.7,0.444444444,1.9,2.5,2.9,3.3,35,0.090909091,0.333333333,=,5,0,0.111111111,=,0.375,0.1,0.333333333,=,17,2,3,0,0.294117647,0,0,=,1.9,2,1.7,=,7,6,0.428571429,0.166666667,1.4,3.2,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes,IL
151,WOMEN'S HEALTH CONSULTANTS,,CHICAGO,ILLINOIS,96%,<1%,4%,0%,75%,3%,<1%,2%,0%,2%,<1%,<1%,4%,0%,1%,49%,42%,"Mary W. Molo, MD",49,37,31,21,28.6,18.9,22.6,4.8,24.5,16.2,12.9,0,(13.3Ð38.9),(6.2Ð32.0),(3.6Ð29.8),(0.0Ð16.1),27.3,18.8,16,0,29.3,21.4,18.2,0,17.1,17.9,18.2,0,10.2,13.5,19.4,14.3,2.5,2.7,2.9,3,0.285714286,0.142857143,0.142857143,0,0.071428571,0,0,0,0.416666667,0.166666667,0,=,3,16,4,2,0,0.0625,0,0,3.3,2.6,2.8,2.5,3,0,0,=,2.7,=,Women's Health Consultants,Yes,Yes,Yes,Yes,Yes,No,Yes,IL
152,CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF,,CREST HILL,ILLINOIS,100%,0%,0%,0%,67%,0%,1%,12%,10%,26%,2%,0%,15%,0%,18%,6%,10%,"R. Scott Springer, DO",57,22,12,3,33.3,22.7,0.166666667,0.333333333,29.8,18.2,0.083333333,0,(18.4Ð43.4),(5.2Ð40.3),,,32.1,20,0.1,0,33.3,0.222222222,0.1,0,17.6,0.166666667,0.1,0,7,9.1,0.166666667,0,2.1,2.6,3,2.7,0.421052632,0.2,0.5,0,0,0,0,0,0.470588235,0.25,0,=,14,1,5,1,0.214285714,0,0,0,2.1,3,2.8,2,1,8,0,0.125,2,2.5,Center for Reproductive Health/Joliet IVF,Yes,No,Yes,Yes,Yes,No,Yes,IL
153,MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,>99%,0%,<1%,0%,29%,0%,<1%,14%,10%,7%,10%,2%,8%,3%,3%,26%,17%,"Amos E. Madanes, MD",110,50,34,16,35.5,26,17.6,0.125,26.4,14,11.8,0.0625,(18.4Ð35.6),(5.8Ð26.7),(3.3Ð27.5),,31.2,17.9,15.4,0.071428571,31.5,17.9,18.2,0.076923077,19.6,17.9,18.2,0,15.5,22,23.5,0.125,3.3,3.2,3.4,4.5,25.6,0.076923077,0.333333333,0,15.4,0,0,0.5,37.9,0,0,1,7,2,2,0,0.142857143,0,0.5,=,2.3,2,3,=,1,2,0,0,4,3,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
154,THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,100%,0%,0%,0%,89%,0%,<1%,7%,14%,14%,<1%,<1%,15%,7%,26%,5%,11%,"John S. Rinehart, MD, PhD",57,46,29,9,26.3,21.7,24.1,0.111111111,22.8,21.7,17.2,0,(12.7Ð35.8),(10.9Ð36.4),(5.8Ð35.8),,24.1,23.8,19.2,0,31.7,29.4,0.3125,0,24.4,20.6,0.25,0,5.3,8.7,10.3,0.111111111,2.8,2.5,2.8,2.8,0.266666667,0.3,0,0,0.066666667,0,0.142857143,0,0.230769231,0.3,0.2,=,14,3,2,2,0.428571429,0.333333333,0.5,0,2.9,2.3,3,2,24,10,37.5,0.1,2.8,2.1,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
155,ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,92%,0%,0%,8%,7%,22%,3%,<1%,15%,0%,7%,21%,17%,"Richard Sherbahn, MD",145,66,26,20,51,39.4,38.5,15,42.1,27.3,30.8,10,(33.9Ð50.5),(17.0Ð39.6),(14.3Ð51.8),(1.2Ð31.7),42.4,28.6,36.4,0.105263158,44.5,30.5,36.4,0.111111111,27,18.6,36.4,0.055555556,0.7,4.5,15.4,5,2.1,2.2,2.5,2.7,39.2,26.9,0.2,0.666666667,4.1,3.8,0,0,39.3,0.388888889,0,0.5,15,13,4,1,0.466666667,0.153846154,0.25,0,2.1,1.9,2.3,3,61,16,45.9,0.3125,2,2.4,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
156,CHICAGO INFERTILITY ASSOCIATES,,HANOVER PARK,ILLINOIS,100%,0%,0%,0%,100%,0%,0%,0%,30%,0%,0%,30%,10%,0%,0%,30%,0%,"Ketan N. Jobanputra, MD",2,0,2,3,0.5,=,0,0,0.5,=,0,0,,,,,0.5,=,0,0,1,=,0,0,1,=,0,0,0,=,0,0,2,=,0.5,2.3,0,=,=,=,0,=,=,=,0,=,=,=,1,2,0,0,0,0,=,=,1,1.5,=,=,0,0,=,=,=,=,Chicago Infertility Associates,Yes,Yes,Yes,No,Yes,No,Yes,IL
157,HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,85%,0%,2%,4%,7%,4%,2%,<1%,9%,15%,19%,30%,10%,"Edward L. Marut, MD",382,346,335,157,39.8,32.4,23.9,14,34,26,17.6,10.2,(29.3Ð39.0),(21.5Ð31.0),(13.7Ð22.1),(5.9Ð16.0),36.2,30.2,20.9,12.5,38.7,32.6,23.9,15.8,25.6,25.4,18.6,12.9,6,13.9,15.8,18.5,2.6,2.7,3.3,3.5,32.9,20.5,20,13.6,2,2.7,6.3,13.6,33.8,22.2,22,0.1875,58,52,29,9,32.8,30.8,24.1,0.333333333,2.7,2.6,2.8,3.3,121,58,52.9,37.9,2.4,2.8,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending,IL
158,HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,74%,0%,1%,9%,4%,11%,3%,<1%,23%,21%,4%,11%,13%,"Michael J. Hickey, MD",25,20,15,4,36,55,0.4,0.25,36,40,0.2,0.25,(18.0Ð57.5),(19.1Ð63.9),,,37.5,0.421052632,0.230769231,0.25,40.9,0.421052632,0.25,0.25,18.2,0.157894737,0.166666667,0.25,4,5,0.133333333,0,2.4,2.7,2.4,2,0.555555556,0.545454545,0.333333333,0,0,0.090909091,0,0,0.555555556,0.625,0.333333333,0,20,4,4,2,35,0,0.25,0.5,2.3,1.8,2.8,1.5,5,9,0.4,0.333333333,2.6,2.7,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes,IL
159,"REENA JABAMONI, MD, SC",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,80%,0%,0%,11%,52%,14%,0%,0%,9%,0%,3%,1%,10%,"Reena Jabamoni, MD",21,11,9,10,57.1,0.545454545,0.111111111,0.2,42.9,0.363636364,0.111111111,0.2,(21.8Ð66.0),,,,45,0.4,0.142857143,0.285714286,0.473684211,0.5,0.2,0.4,0.473684211,0.375,0.2,0.4,4.8,0.090909091,0.222222222,0.3,1.9,2,2,1.8,0.083333333,0.333333333,0,0,0.083333333,0,0,0,0,0.25,0,0,7,2,2,2,0.428571429,0.5,0.5,0,2,1.5,2,1.5,6,1,0.333333333,0,2,2,"Reena Jabamoni, MD, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
160,"KARANDE AND ASSOCIATES, SC",,HOFFMAN ESTATES,ILLINOIS,>99%,<1%,0%,0%,82%,0%,1%,8%,18%,18%,4%,<1%,16%,8%,20%,4%,5%,"Vishvanath C. Karande, MD",171,60,38,17,41.5,28.3,23.7,0.117647059,36.3,20,10.5,0.058823529,(29.1Ð43.9),(10.8Ð32.3),(2.9Ð24.8),,38.3,23.1,12.5,0.076923077,40.8,24.5,13.8,0.1,28.9,20.4,10.3,0.1,5.3,13.3,15.8,0.235294118,2,2.3,2.6,3.5,26.8,0.176470588,0.111111111,0,2.8,0.058823529,0.111111111,0,29,0.166666667,0.25,0,27,1,6,0,37,1,0.5,=,1.8,2,2.5,=,23,4,69.6,0.5,2,2.3,"Karande and Associates, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
161,"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,98%,0%,0%,2%,4%,14%,2%,22%,12%,0%,22%,6%,18%,"Marek W. Piekos, MD",21,13,7,4,57.1,0.615384615,0.285714286,0,47.6,0.384615385,0.285714286,0,(25.7Ð70.2),,,,47.6,0.384615385,0.285714286,0,47.6,0.384615385,0.333333333,0,38.1,0.307692308,0.166666667,0,0,0,0,0,3.4,3.2,5.7,3.3,0.166666667,0.25,0.5,=,0.083333333,0,0,=,0.2,0.2,0.5,=,1,1,1,0,1,0,1,=,3,3,4,=,2,0,0.5,=,3.5,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
162,IVF1,,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,86%,0%,<1%,5%,4%,16%,1%,1%,15%,7%,14%,21%,16%,"Randy S. Morris, MD",132,60,28,14,52.3,31.7,32.1,0.071428571,45.5,25,28.6,0.071428571,(36.8Ð54.3),(14.7Ð37.9),(13.2Ð48.7),,48.8,28.8,34.8,0.083333333,51.3,30.6,36.4,0.2,37.6,18.4,27.3,0.2,6.8,13.3,17.9,0.142857143,2,2,2.4,1.4,26.1,0.315789474,0.222222222,0,2.9,0.052631579,0,0,26.7,0.4,0.25,0,46,24,11,5,47.8,45.8,0.454545455,0.4,1.8,1.8,1.6,2.2,17,11,0.647058824,0.454545455,2.1,2,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
163,"CHARLES E. MILLER, MD & ASSOCIATES",,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,83%,<1%,2%,5%,2%,8%,5%,4%,16%,34%,0%,12%,15%,"Charles E. Miller, MD",123,98,46,29,46.3,42.9,34.8,17.2,37.4,31.6,26.1,6.9,(28.8Ð46.6),(22.6Ð41.8),(14.3Ð41.1),(0.8Ð22.8),41.1,37.3,35.3,9.1,47.4,44.3,41.4,0.111111111,33,28.6,27.6,0.055555556,8.9,15.3,26.1,24.1,2.4,3,3.2,3.3,29.8,21.4,0.125,0.2,5.3,9.5,0.125,0,30.4,35.5,0.333333333,0.5,39,26,14,3,33.3,42.3,0.285714286,0,2.4,2.3,3,2.7,44,25,52.3,24,2.4,2.7,"The Fertility Institute at Edward, Charles E. Miller, MD & Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
164,OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,100%,0%,0%,0%,88%,0%,<1%,10%,14%,10%,12%,0%,10%,8%,6%,12%,19%,"W. Paul Dmowski, MD, PhD",62,21,14,3,45.2,42.9,0.071428571,0.333333333,40.3,42.9,0,0.333333333,(28.1Ð53.6),(21.8Ð66.0),,,40.3,45,0,0.333333333,53.2,0.529411765,0,0.333333333,31.9,0.352941176,0,0.333333333,0,4.8,0.071428571,0,2,2.1,2.4,2.3,39.3,0.444444444,0,0,3.6,0,0,0,40,0.333333333,=,0,19,8,2,2,0.631578947,0.5,0.5,0.5,2.2,2.4,2,3,3,9,0.333333333,0.555555556,2,2.3,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
165,SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐCENTRAL ILLINOIS,,PEORIA,ILLINOIS,100%,0%,0%,0%,93%,0%,1%,8%,14%,<1%,11%,<1%,18%,4%,6%,25%,13%,"Peter Ahlering, MD",57,15,16,3,38.6,0.2,0.1875,0.333333333,29.8,0.133333333,0.125,0,(18.4Ð43.4),,,,29.8,0.133333333,0.133333333,0,33.3,0.166666667,0.133333333,0,11.8,0.083333333,0.133333333,0,0,0,0.0625,0.333333333,2.4,2.8,2.5,4,36.4,0.333333333,0,0,18.2,0,0,0,0.647058824,0.5,0,=,12,6,1,0,0.166666667,0,0,=,2.1,2,3,=,3,1,0.666666667,1,2.7,3,Sher Institute for Reproductive MedicineÐCentral Illinois,Yes,No,Yes,Yes,Yes,No,Pending,IL
166,REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,>99%,<1%,0%,0%,90%,0%,0%,3%,4%,4%,6%,3%,15%,4%,5%,23%,32%,"Chiravudh Sawetawan, MD",80,19,19,9,33.8,0.368421053,0.210526316,0.222222222,30,0.263157895,0.157894737,0.222222222,(20.3Ð41.3),,,,32,0.263157895,0.1875,0.222222222,40.7,0.3125,0.230769231,0.25,20.3,0.3125,0.230769231,0.125,6.3,0,0.157894737,0,2.3,2.4,3.1,2.9,48.1,0,0.25,0,0,0,0,0.5,50,0,0,0.5,51,14,4,4,23.5,0.071428571,0.25,0,2.5,3,3,2.8,6,9,0.333333333,0.333333333,2,2.6,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
167,"NORTH SHORE FERTILITY, SC",,SKOKIE,ILLINOIS,>99%,<1%,<1%,0%,86%,0%,<1%,6%,21%,29%,2%,6%,14%,2%,<1%,5%,15%,"Susan Davies, MD",109,65,39,23,33,27.7,23.1,0,25.7,23.1,12.8,0,(17.8Ð34.9),(13.5Ð35.2),(4.3Ð27.4),(0.0Ð14.8),26.9,24.6,13.5,0,29.8,26.3,15.6,0,13.8,21.1,9.4,0,4.6,6.2,5.1,13,2,2,2.1,2.1,47.2,0.277777778,0.222222222,=,2.8,0.055555556,0.111111111,=,53.6,0.2,0.4,=,12,4,3,0,0.416666667,0.5,0,=,2.5,2.8,2.3,=,11,6,0.363636364,0.166666667,1.9,2.5,"North Shore Fertility, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
168,"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, SC",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,73%,0%,0%,5%,8%,3%,13%,<1%,19%,3%,14%,18%,18%,"Mary Ann McRae, MD",53,34,12,0,18.9,20.6,0.25,=,13.2,17.6,0.166666667,=,(5.5Ð25.3),(6.8Ð34.5),,,17.1,30,0.181818182,=,17.5,30,0.181818182,=,12.5,25,0,=,22.6,41.2,0.083333333,=,3.5,3.3,3.9,=,0.1,0.142857143,0.666666667,=,0.1,0,0,=,0.285714286,0.166666667,1,=,9,5,0,0,0.222222222,0,=,=,3.6,3,=,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, SC",No,No,No,No,Yes,Yes,Yes,IL
169,"SETH LEVRANT, MD, PC",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,89%,0%,0%,12%,4%,1%,5%,1%,12%,15%,4%,20%,28%,"Seth G. Levrant, MD",33,15,18,2,33.3,0.533333333,0.166666667,0,33.3,0.333333333,0.166666667,0,(18.0Ð51.8),,,,34.4,0.357142857,0.2,0,34.4,0.357142857,0.2,0,34.4,0.214285714,0.2,0,3,0.066666667,0.166666667,0,2.3,2.7,2.5,2.5,0.090909091,0.25,0,=,0,0,0,=,0,0.4,0,=,6,2,1,0,0.166666667,0,0,=,2.3,2.5,1,=,5,0,0.6,=,2,=,"Seth Levrant, MD, PC, Partners in Reproductive Health",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
170,BONAVENTURA REPRODUCTIVE MEDICINE,,CARMEL,INDIANA,100%,0%,0%,0%,66%,0%,5%,15%,9%,22%,8%,1%,15%,4%,5%,8%,13%,"Leo M. Bonaventura, MD",68,13,18,6,17.6,0.076923077,0,0,16.2,0.076923077,0,0,(8.4Ð27.1),,,,19,0.076923077,0,0,19.6,0.090909091,0,0,14.3,0.090909091,0,0,14.7,0,0.055555556,0.166666667,2.1,2.5,2.4,2.5,0.25,0,=,=,0,0,=,=,0.272727273,0,=,=,28,8,4,1,21.4,0,0,0,2.6,2.9,2.3,4,11,2,0.272727273,0.5,2.5,4,Bonaventura Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IN
171,JARRETT FERTILITY GROUP,,CARMEL,INDIANA,98%,<1%,2%,0%,66%,0%,<1%,6%,9%,12%,8%,<1%,13%,13%,15%,10%,13%,"John C. Jarrett II, MD",187,80,47,18,39.6,32.5,31.9,0.111111111,32.6,25,27.7,0,(26.0Ð39.8),(16.0Ð35.9),(15.6Ð42.6),,38.9,33.3,36.1,0,40.7,35.1,37.1,0,24,22.8,25.7,0,16,25,23.4,0.277777778,2.2,2.5,2.6,3.1,33.8,26.9,0.133333333,0,1.4,0,0.266666667,0,41,35,0.307692308,=,35,19,13,4,20,0.105263158,0.076923077,0,2.3,2.3,2.5,2,39,25,25.6,24,2.3,2.5,Jarrett Fertility Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IN
172,MIDWEST FERTILITY SPECIALISTS,,CARMEL,INDIANA,>99%,0%,<1%,0%,70%,<1%,<1%,11%,7%,10%,7%,1%,21%,13%,17%,5%,8%,"Laura M. Reuter, MD",195,68,50,19,39,29.4,12,0.157894737,36.9,26.5,8,0.105263158,(30.1Ð44.1),(16.5Ð38.6),(2.2Ð19.2),,39.6,30.5,10.3,0.133333333,43.1,30.5,11.1,0.142857143,26.3,18.6,11.1,0.142857143,6.7,13.2,22,0.210526316,2.2,2.5,2.8,2.5,36.8,40,0,0,3.9,5,0,0,38.9,0.388888889,0,0,82,25,11,3,19.5,20,0.181818182,0,2.8,2.6,2.4,3.7,39,25,35.9,24,2.1,2.8,Midwest Fertility Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IN
