OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
120,"FRANK C. RIGGALL, MD, PA",,ORLANDO,FLORIDA,100%,0%,0%,0%,18%,0%,0%,5%,4%,4%,11%,6%,0%,9%,22%,13%,20%,11%,"Frank C. Riggall, MD",7,12,6,8,6,0.285714286,0.416666667,0,0.125,0,0.285714286,0.416666667,0,0,0,,,,,,1,0.555555556,0,0,0,1,0.555555556,0,0,0,1,0.111111111,0,0,0,0.714285714,0.25,0.5,0.25,0.666666667,2,2.3,2.7,2.5,1.5,0,0.8,=,0,=,0,0,=,0,=,0,0.8,=,=,=,1,1,0,1,0,0,0,=,0,=,2,2,=,2,=,4,3,0.25,0.333333333,2.3,2.3,"Frank C. Riggall, MD, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL
121,"NEW LEADERS IN INFERTILITY & ENDOCRINOLOGY, LLC",,PENSACOLA,FLORIDA,100%,0%,0%,0%,83%,0%,0%,2%,10%,<1%,3%,14%,0%,11%,4%,7%,32%,17%,"Barry A. Ripps, MD",53,17,19,7,6,43.4,0.176470588,0.315789474,0,0.166666667,37.7,0.176470588,0.210526316,0,0,(24.8Ð52.1),,,,,41.7,0.2,0.266666667,0,0,45.5,0.214285714,0.266666667,0,0,25,0.142857143,0.2,0,0,9.4,0.117647059,0.210526316,0.142857143,0.333333333,2.7,2.3,2.8,3.5,4.3,34.8,0.333333333,0.166666667,=,0,4.3,0,0,=,0,45,0.333333333,0.25,=,=,9,5,2,0,0,0.222222222,0,0,=,=,2.8,1.8,1.5,=,=,0,0,=,=,=,=,"New Leaders in Infertility & Endocrinology, LLC",No,Yes,Yes,No,Yes,Yes,Pending,FL
122,"CENTER FOR ADVANCED REPRODUCTIVE ENDOCRINOLOGY, PA",,PLANTATION,FLORIDA,100%,0%,0%,0%,79%,0%,<1%,3%,0%,0%,5%,<1%,2%,9%,5%,<1%,32%,45%,"Mick Abae, MD",47,15,26,13,5,29.8,0.6,26.9,0.153846154,0.2,25.5,0.466666667,19.2,0.153846154,0,(13.9Ð40.3),,(6.6Ð39.4),,,26.1,0.466666667,20.8,0.181818182,0,27.9,0.466666667,25,0.333333333,0,18.6,0.4,15,0.166666667,0,2.1,0,7.7,0.153846154,0.2,2.1,2.3,2.9,2,3.3,0.285714286,0.111111111,0.428571429,0.5,0,0,0,0,0,0,0.333333333,0.142857143,0.4,0.5,=,6,0,3,0,0,0.166666667,=,0.333333333,=,=,2.2,=,2.3,=,=,18,4,0.388888889,0.75,2.2,2.3,"Center for Advanced Reproductive Endocrinology, PA",Yes,No,Yes,Yes,Yes,Yes,Yes,FL
123,"FERTILITY CENTER AND APPLIED GENETICS OF FLORIDA, INC.",,SARASOTA,FLORIDA,100%,0%,0%,0%,58%,0%,4%,23%,14%,1%,26%,5%,1%,10%,11%,3%,8%,21%,"Julio E. Pabon, MD",44,29,25,14,1,29.5,37.9,16,0,0,27.3,24.1,16,0,0,(15.0Ð42.8),(10.3Ð43.5),(4.5Ð36.1),,,32.4,26.9,0.222222222,0,0,35.3,33.3,0.235294118,0,0,29.4,28.6,0.176470588,0,0,15.9,10.3,28,0.285714286,0,2.2,2.1,1.9,3.4,5,0.153846154,0.090909091,0.25,=,=,0,0,0,=,=,0.166666667,0.142857143,0.25,=,=,4,5,1,1,1,0.25,0.2,1,1,1,3.3,2,2,3,2,19,0,0.578947368,=,1.9,=,"Fertility Center and Applied Genetics of Florida, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL
124,SOUTH FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,,SOUTH MIAMI,FLORIDA,100%,0%,0%,0%,69%,0%,<1%,4%,13%,1%,5%,5%,1%,35%,18%,<1%,5%,16%,"Maria Bustillo, MD",185,127,88,46,7,39.5,33.1,23.9,17.4,0,36.8,29.1,17,17.4,0,(29.8Ð44.1),(21.4Ð37.9),(9.9Ð26.6),(7.8Ð31.4),,44.7,35.9,22.4,25,0,51.5,46.3,31.3,40,0,33.3,31.3,29.2,30,0,17.8,18.9,23.9,30.4,0.571428571,1.9,1.8,2,2.1,2,31.5,40.5,9.5,0.25,=,8.2,2.4,0,0.125,=,35.3,32.4,0.066666667,0.25,=,34,12,7,0,0,32.4,0.333333333,0.428571429,=,=,1.9,1.8,2.3,=,=,97,18,68,0.111111111,1.9,1.7,South Florida Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL
125,CENTER FOR REPRODUCTIVE MEDICINE,"STEPHEN W. WELDEN, MD",TAMPA,FLORIDA,100%,0%,0%,0%,5%,0%,11%,0%,8%,3%,35%,0%,6%,12%,3%,29%,2%,3%,"Stephen W. Welden, MD",15,9,11,2,6,0.6,0.444444444,0.363636364,1,0.166666667,0.466666667,0.444444444,0.272727273,0.5,0.166666667,,,,,,0.466666667,0.444444444,0.272727273,0.5,0.166666667,0.466666667,0.444444444,0.272727273,0.5,0.166666667,0.133333333,0.333333333,0.272727273,0.5,0.166666667,0,0,0,0,0,2.3,2.8,3,3,4,0.444444444,0.25,0.25,0,0,0.222222222,0,0,0,0,0.714285714,0.25,0,0,0,0,1,1,0,0,=,0,0,=,=,=,3,3,=,=,17,3,0.470588235,0.333333333,2.2,4.7,"Center for Reproductive Medicine, Stephen W. Welden, MD",Yes,Yes,Yes,Yes,Yes,No,No,FL
126,THE REPRODUCTIVE MEDICINE GROUP,,TAMPA,FLORIDA,>99%,0%,<1%,0%,44%,0%,1%,<1%,12%,6%,7%,9%,1%,21%,3%,17%,11%,14%,"Marc Bernhisel, MD",249,135,112,27,7,51.8,45.9,26.8,14.8,0,43.8,42.2,19.6,3.7,0,(37.5Ð50.2),(33.8Ð51.0),(12.7Ð28.2),(0.1Ð19.0),,48,45.2,22.2,4.2,0,50.2,47.5,24.2,4.3,0,32.3,30.8,17.6,4.3,0,8.8,6.7,11.6,11.1,0.142857143,1.9,2.1,2.6,3,2.3,34.9,38.7,20,0.25,=,1.6,3.2,6.7,0,=,35.8,35.1,27.3,0,=,21,17,12,2,3,38.1,0.058823529,0.083333333,0,0.333333333,2.2,2.3,2.5,3,2.3,61,6,42.6,0.5,1.9,2,The Reproductive Medicine Group,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL
127,UNIVERSITY OF SOUTH FLORIDA IVF,,TAMPA,FLORIDA,100%,0%,0%,0%,45%,0%,0%,6%,3%,4%,19%,4%,7%,22%,12%,13%,3%,13%,"Shayne Plosker, MD",24,15,8,2,2,50,0.333333333,0.125,0.5,0,41.7,0.333333333,0.125,0,0,(22.1Ð63.4),,,,,41.7,0.357142857,0.125,0,0,43.5,0.357142857,0.142857143,0,0,26.1,0.214285714,0.142857143,0,0,0,0.066666667,0,0,0,2.3,2.4,2.9,4,2.5,0.333333333,0.4,0,0,=,0,0,0,0,=,0.4,0.4,0,=,=,3,3,0,0,0,0.333333333,0.333333333,=,=,=,1.3,2.7,=,=,=,8,4,0.5,0.5,2,2.5,University of South Florida IVF,Yes,Yes,Yes,Yes,Yes,Yes,No,FL
128,F.I.R.S.T.,FLORIDA INSTITUTE FOR REPRODUCTIVE SCIENCES AND TECHNOLOGIES,WESTON,FLORIDA,93%,5%,0%,2%,73%,0%,20%,0%,4%,6%,37%,0%,<1%,10%,4%,0%,18%,21%,"Minna R. Selub, MD",22,23,9,5,0,22.7,17.4,0.222222222,0.2,=,22.7,17.4,0.222222222,0,=,(7.8Ð45.4),(5.0Ð38.8),,,,22.7,20,0.222222222,0,=,25,20,0.25,0,=,15,15,0.25,0,=,0,13,0,0,=,3.2,2.3,2.1,2.5,=,0,0.5,0,0,=,0.4,0,0,0,=,0.4,0.25,0,=,=,2,1,2,0,0,0,0,0,=,=,4.5,3,3,=,=,52,3,32.7,0,2.7,2.3,"F.I.R.S.T., Florida Institute for Reproductive Sciences and Technologies",Yes,No,Yes,Yes,Yes,Yes,Yes,FL
129,FERTILITY CENTER OF ASSISTED REPRODUCTION & ENDOCRINOLOGY,,WINTER PARK,FLORIDA,100%,0%,0%,0%,48%,0%,1%,3%,11%,8%,23%,2%,<1%,8%,3%,3%,23%,19%,"Mark P. Trolice, MD",83,38,40,18,3,44.6,28.9,10,0.111111111,0,32.5,18.4,10,0.111111111,0,(22.6Ð43.7),(7.7Ð34.3),(2.8Ð23.7),,,38.6,20,12.9,0.133333333,0,42.9,23.3,14.3,0.153846154,0,27,13.3,10.7,0.076923077,0,15.7,7.9,22.5,0.166666667,0,2,2,2.3,2.3,2.7,37.8,0.363636364,0.5,0.5,=,0,0,0,0,=,37,0.428571429,0.25,0.5,=,8,1,2,0,1,0.25,0,0,=,0,2,1,1.5,=,2,16,4,0.5,0,1.9,2,Fertility Center of Assisted Reproduction & Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL
130,ATLANTA CENTER FOR REPRODUCTIVE MEDICINE,,ATLANTA,GEORGIA,100%,0%,0%,0%,77%,0%,0%,<1%,9%,5%,11%,3%,<1%,9%,8%,7%,38%,11%,"James P. Toner, MD, PhD",196,117,72,15,5,47.4,33.3,31.9,0.2,0.2,43.4,25.6,27.8,0.066666667,0.2,(36.3Ð50.6),(18.0Ð34.5),(17.9Ð39.6),,,45.9,28.8,31.3,0.066666667,0.2,50.6,32.3,33.9,0.076923077,0.333333333,30.4,19.4,23.7,0.076923077,0.333333333,5.6,11.1,11.1,0,0,2.3,2.7,2.9,3.2,3,43,33.3,34.8,0,0,3.2,5.1,8.7,0,0,40,40,30,0,0,45,24,10,1,1,28.9,50,0.3,0,0,1.9,1.8,2.1,3,1,74,32,52.7,43.8,2.1,1.6,Atlanta Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,GA
131,EMORY REPRODUCTIVE CENTER,,ATLANTA,GEORGIA,100%,0%,0%,0%,79%,0%,0%,0%,9%,5%,9%,5%,1%,8%,<1%,2%,34%,26%,"Donna Session, MD",48,34,29,9,7,56.3,61.8,51.7,0.222222222,0.571428571,45.8,47.1,27.6,0.222222222,0.142857143,(31.4Ð60.8),(29.8Ð64.9),(12.7Ð47.2),,,47.8,55.2,34.8,0.222222222,0.142857143,48.9,57.1,36.4,0.222222222,0.142857143,37.8,53.6,31.8,0.222222222,0.142857143,4.2,14.7,20.7,0,0,2.2,2.3,3,3.8,2.9,22.2,19,0.066666667,0,0,0,0,0.133333333,0,0,22.7,0.0625,0.125,0,0,8,4,3,0,1,0.125,0.25,1,=,1,2.3,2.5,1.7,=,2,3,4,0.666666667,0.25,2,2.3,Emory Reproductive Center,Yes,Yes,Yes,Yes,Yes,No,Yes,GA
132,GEORGIA REPRODUCTIVE SPECIALISTS,,ATLANTA,GEORGIA,100%,0%,0%,0%,46%,0%,0%,15%,10%,8%,13%,2%,1%,10%,9%,13%,21%,14%,"Mark Perloe, MD",105,62,38,13,3,45.7,38.7,31.6,0.153846154,0.333333333,33.3,27.4,26.3,0.153846154,0.333333333,(24.4Ð43.2),(16.9Ð40.2),(13.4Ð43.1),,,35.7,32.1,31.3,0.25,0.333333333,36.5,32.7,31.3,0.285714286,0.333333333,26,26.9,25,0.142857143,0.333333333,6.7,14.5,15.8,0.384615385,0,2.3,2.4,2.9,3,3,29.2,29.2,0.083333333,0.5,0,0,0,0.083333333,0,0,28.6,0.176470588,0.2,0.5,0,39,24,14,2,4,30.8,33.3,0.428571429,0.5,0.5,1.8,2,1.8,1,2.3,28,19,60.7,0.368421053,2,1.9,Georgia Reproductive Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GA
133,REPRODUCTIVE BIOLOGY ASSOCIATES,,ATLANTA,GEORGIA,100%,0%,0%,0%,86%,0%,1%,9%,6%,8%,18%,6%,<1%,15%,4%,3%,20%,20%,"Daniel B. Shapiro, MD",318,207,164,70,35,50.3,36.2,28,17.1,17.1,44.3,31.4,22,11.4,8.6,(38.8Ð50.0),(25.1Ð38.2),(15.9Ð29.1),(5.1Ð21.3),(1.8Ð23.1),47.2,34.4,27.1,14.8,10.3,49.3,36.7,28.8,19,13,29.4,27.1,17.6,14.3,13,6,8.7,18.9,22.9,17.1,2.3,2.6,3.2,3.7,4.2,32.5,28,34.8,0.5,0,7.5,9.3,4.3,0,0,40.4,26.2,38.9,0.25,0,125,54,34,10,5,46.4,46.3,38.2,0.2,0.2,2.8,3,3.2,4.3,2.2,96,73,55.2,43.8,2.1,2.8,Reproductive Biology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GA
134,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES,,AUGUSTA,GEORGIA,100%,0%,0%,0%,77%,0%,0%,0%,11%,11%,15%,19%,0%,7%,11%,15%,0%,11%,"Adelina M. Emmi, MD",7,9,5,1,0,0.571428571,0.444444444,0.2,0,=,0.571428571,0.333333333,0.2,0,=,,,,,,0.666666667,0.375,0.333333333,0,=,0.666666667,0.375,0.333333333,0,=,0.166666667,0.25,0,0,=,0.142857143,0.111111111,0.4,0,=,1.8,2.3,2.7,3,=,0.75,0.25,0,=,=,0,0,1,=,=,0.75,0.333333333,1,=,=,2,1,0,0,0,0.5,1,=,=,=,2,3,=,=,=,2,0,1,=,2,=,Reproductive Medicine and Infertility Associates,Yes,No,Yes,No,Yes,Yes,Yes,GA
135,SERVY INSTITUTE FOR REPRODUCTIVE ENDOCRINOLOGY,,AUGUSTA,GEORGIA,100%,0%,0%,0%,33%,0%,0%,0%,19%,3%,0%,0%,3%,3%,0%,0%,59%,13%,"Edouard Servy, MD",13,3,6,2,0,0.384615385,0.333333333,0.666666667,0.5,=,0.230769231,0.333333333,0.5,0.5,=,,,,,,0.272727273,0.5,0.6,0.5,=,0.3,0.5,0.6,0.5,=,0.1,0.5,0.6,0.5,=,0.153846154,0.333333333,0.166666667,0,=,2.8,2.5,2.4,3,=,0.6,0,0,0,=,0,0,0,0,=,0.666666667,0,0,0,=,3,0,1,2,0,0,=,0,0,=,2,=,2,2.5,=,1,0,0,=,1,=,Servy Institute for Reproductive Endocrinology,Yes,No,No,No,Yes,Yes,Yes,GA
136,"COLUMBUS CENTER FOR REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY, LLC",,COLUMBUS,GEORGIA,100%,0%,0%,0%,69%,0%,3%,0%,15%,20%,0%,3%,3%,8%,0%,20%,21%,11%,"Prakash J. Thiruppathi, MD",40,11,10,0,0,55,0.363636364,0.4,=,=,27.5,0.181818182,0.1,=,=,(14.6Ð43.9),,,,,29.7,0.285714286,0.125,=,=,30.6,0.285714286,0.142857143,=,=,13.9,0,0.142857143,=,=,7.5,0.363636364,0.2,=,=,2.4,2.7,3,=,=,59.1,0.25,0.25,=,=,4.5,0.25,0,=,=,0.545454545,1,0,=,=,9,0,1,0,0,0.111111111,=,0,=,=,3.7,=,5,=,=,1,3,0,0.333333333,2,2.7,"Columbus Center for Reproductive Endocrinology & Infertility, LLC",Yes,Yes,Yes,Yes,Yes,No,Yes,GA
137,CENTRAL GEORGIA FERTILITY INSTITUTE,,MACON,GEORGIA,100%,0%,0%,0%,53%,0%,0%,0%,16%,0%,2%,6%,4%,8%,2%,4%,18%,39%,"William J. Butler, MD",23,8,6,1,0,60.9,0.125,0.166666667,0,=,52.2,0,0,0,=,(30.6Ð73.2),,,,,60,0,0,0,=,0.631578947,0,0,=,=,0.421052632,0,0,=,=,13,0.125,0.166666667,0,=,2.1,2,2.2,=,=,0.285714286,0,0,=,=,0,0,0,=,=,0.333333333,=,=,=,=,3,5,2,0,0,0.666666667,0.2,0,=,=,2,1.6,1.5,=,=,0,0,=,=,=,=,Central Georgia Fertility Institute,No,No,Yes,No,Yes,Yes,Yes,GA
138,GEORGIA CENTER FOR REPRODUCTIVE MEDICINE,,SAVANNAH,GEORGIA,100%,0%,0%,0%,28%,0%,1%,0%,17%,13%,12%,3%,0%,11%,1%,6%,16%,20%,"Patrick L. Blohm, MD",53,20,8,1,0,69.8,55,0.375,0,=,64.2,50,0.25,0,=,(49.8Ð76.9),(27.2Ð72.8),,,,66.7,0.588235294,0.25,=,=,69.4,0.588235294,0.25,=,=,40.8,0.529411765,0.125,=,=,3.8,15,0,1,=,2.3,2.5,2.8,=,=,43.2,0.090909091,0,=,=,2.7,0,0.333333333,=,=,41.2,0.1,0.5,=,=,21,13,4,2,4,33.3,0.230769231,0.5,0.5,0,2,2.1,1.8,1.5,2,13,4,0.538461538,0.25,2.2,2.3,Georgia Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,No,GA
139,ADVANCED REPRODUCTIVE CENTER OF HAWAII,,HONOLULU,HAWAII,100%,0%,0%,0%,73%,0%,0%,3%,0%,<1%,12%,8%,0%,8%,2%,<1%,9%,61%,"Christopher T. Huang, MD",25,19,27,20,9,52,0.368421053,18.5,10,0,44,0.210526316,14.8,5,0,(24.4Ð65.1),,(4.2Ð33.7),(0.1Ð24.9),,47.8,0.222222222,19,0.055555556,0,55,0.222222222,0.235294118,0.0625,0,25,0.166666667,0.235294118,0.0625,0,8,0.052631579,22.2,10,0,2.9,3.6,3.4,3.8,1.6,0.461538462,0.142857143,0.4,0,=,0.076923077,0.142857143,0,0,=,0.545454545,0.25,0,0,=,4,3,0,1,0,0.25,0.333333333,=,1,=,3.3,2.7,=,3,=,10,7,0.8,0.285714286,2.3,2.1,Advanced Reproductive Center of Hawaii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,HI
140,IVF HAWAII,,HONOLULU,HAWAII,100%,0%,0%,0%,86%,0%,0%,0%,0%,0%,1%,1%,0%,4%,0%,0%,37%,58%,"Benton HH Chun, MD",17,24,15,12,2,0.529411765,41.7,0.4,0.416666667,0.5,0.529411765,37.5,0.2,0.25,0,,(18.8Ð59.4),,,,0.5625,45,0.25,0.272727273,0,0.642857143,0.473684211,0.25,0.333333333,0,0.5,0.315789474,0.166666667,0.333333333,0,0.058823529,16.7,0.2,0.083333333,0,3.1,2.7,2.7,4.1,5,0.111111111,0.2,0.166666667,0.2,0,0.111111111,0.1,0,0,0,0.222222222,0.333333333,0.333333333,0,=,5,1,2,0,1,0.8,0,0,=,0,2.8,3,3,=,3,3,0,0.666666667,=,2.7,=,IVF Hawaii,Yes,No,Yes,No,Yes,No,Yes,HI
141,PACIFIC IN VITRO FERTILIZATION INSTITUTE,,HONOLULU,HAWAII,100%,0%,0%,0%,54%,0%,0%,1%,9%,2%,6%,3%,0%,16%,3%,5%,12%,45%,"Thomas S. Kosasa, MD",67,54,61,38,20,38.8,24.1,19.7,5.3,0,34.3,20.4,18,0,0,(23.2Ð46.9),(10.6Ð33.5),(9.4Ð30.0),(0.0Ð9.3),(0.0Ð16.8),37.7,25.6,20.4,0,0,40.4,28.9,24.4,0,0,19.3,18.4,15.6,0,0,9,20.4,11.5,23.7,25,2.4,3.1,3.6,3.6,3.5,53.8,0.538461538,0.416666667,0,=,3.8,0,0,0,=,52.2,0.363636364,0.363636364,=,=,27,19,15,7,2,33.3,0.315789474,0.4,0.142857143,1,2.2,2.2,3.1,2.3,2,31,14,54.8,0.214285714,2.3,2.1,Pacific In Vitro Fertilization Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,HI
142,TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,100%,0%,0%,0%,84%,0%,0%,2%,20%,9%,3%,0%,0%,19%,1%,9%,7%,33%,"Richard S. Lucidi, MD",16,16,12,5,0,0.5,0.1875,0.25,0,=,0.4375,0.1875,0.166666667,0,=,,,,,,0.4375,0.1875,0.181818182,0,=,0.466666667,0.2,0.2,0,=,0.333333333,0.066666667,0.2,0,=,0,0,0.083333333,0,=,2.6,2.9,3.7,1.6,=,0.25,0.333333333,0,=,=,0,0.333333333,0,=,=,0.285714286,0.666666667,0,=,=,9,8,3,0,1,0.555555556,0.25,0,=,0,1.9,2.1,1.7,=,2,0,0,=,=,=,=,Tripler Army Medical Center IVF Institute,No,No,Yes,No,Yes,Yes,Yes,HI
143,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,100%,0%,0%,0%,58%,0%,2%,6%,4%,5%,15%,5%,1%,20%,5%,2%,19%,25%,"Cristin C. Slater, MD",131,53,33,7,2,48.1,49.1,27.3,0,0.5,43.5,34,27.3,0,0,(34.9Ð52.4),(21.5Ð48.3),(13.3Ð45.5),,,46,34.6,32.1,0,0,47.5,35.3,32.1,0,0,35.8,25.5,28.6,0,0,5.3,1.9,15.2,0,0.5,2.5,2.9,3.2,2.3,5,25.4,26.9,0.444444444,=,0,4.8,0,0,=,0,24.6,0.277777778,0.111111111,=,=,50,19,18,3,1,34,0.473684211,0.111111111,0.666666667,0,2.7,2.9,2.8,1.7,2,33,63,45.5,42.9,2.3,2.6,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ID
144,RUSHÐCOPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,99%,0%,1%,0%,81%,0%,0%,0%,6%,9%,12%,10%,7%,17%,2%,30%,3%,3%,"Zvi Binor, MD",42,11,11,5,4,40.5,0.181818182,0.181818182,0,0,28.6,0.181818182,0.181818182,0,0,(15.7Ð44.6),,,,,30,0.285714286,0.222222222,0,0,30.8,0.285714286,0.222222222,0,0,17.9,0.142857143,0.222222222,0,0,4.8,0.363636364,0.181818182,0.2,0.75,2.7,2.7,2.7,1.8,2,0.352941176,1,0,=,=,0.117647059,0,0,=,=,0.416666667,0.5,0,=,=,3,0,4,0,0,0.333333333,=,0.25,=,=,2.3,=,2.3,=,=,3,3,0.333333333,0.333333333,3,2.7,RushÐCopley Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
145,"MARTIN S. BALIN, MD, PHD",,CHICAGO,ILLINOIS,100%,0%,0%,0%,94%,0%,0%,3%,0%,3%,13%,0%,0%,8%,3%,5%,26%,44%,"Martin S. Balin, MD, PhD",19,7,3,1,1,0.315789474,0.142857143,0,0,0,0.315789474,0.142857143,0,0,0,,,,,,0.333333333,0.142857143,0,0,0,0.333333333,0.166666667,0,0,0,0.277777778,0,0,0,0,0.052631579,0,0,0,0,2.3,3.2,4,1,2,0.166666667,0,=,=,=,0,1,=,=,=,0.166666667,1,=,=,=,3,1,1,0,1,0,0,0,=,0,2.7,2,4,=,2,0,0,=,=,=,=,"Martin S. Balin, MD, PhD",Yes,Yes,Yes,Yes,Yes,No,Yes,IL
146,CENTER FOR REPRODUCTIVE MEDICINE & FERTILITY,THE UNIVERSITY OF CHICAGO,CHICAGO,ILLINOIS,100%,0%,0%,0%,45%,0%,1%,0%,9%,4%,<1%,5%,4%,10%,17%,23%,15%,12%,"Helen Kim, MD",78,38,32,18,6,24.4,26.3,6.3,0,0.166666667,17.9,15.8,3.1,0,0.166666667,(10.2Ð28.3),(6.0Ð31.3),(0.1Ð16.2),,,20.6,18.2,4.5,0,0.5,21.9,19.4,0.055555556,0,0.5,15.6,16.1,0.055555556,0,0.5,12.8,13.2,31.3,0.333333333,0.666666667,2.5,2.7,3.6,3.6,2.5,0.315789474,0.2,0,=,0,0,0,0,=,0,0.285714286,0.166666667,0,=,0,24,16,11,2,0,33.3,0.375,0.272727273,0.5,=,2.6,2.6,3.8,4.5,=,10,7,0.5,0.285714286,2.1,2.6,"Center for Reproductive Medicine & Fertility, The University of Chicago",Yes,No,Yes,Yes,Yes,Yes,Yes,IL
147,INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,100%,0%,0%,0%,94%,<1%,<1%,62%,2%,3%,8%,2%,0%,6%,28%,1%,21%,29%,"Ilan Tur-Kaspa, MD",102,38,36,16,13,37.3,34.2,16.7,0,0,33.3,31.6,13.9,0,0,(24.3Ð43.4),(17.5Ð48.7),(4.7Ð29.5),,,34.7,32.4,14.7,0,0,39.5,41.4,18.5,0,0,26.7,20.7,18.5,0,0,3.9,2.6,5.6,0.0625,0.153846154,1.8,2.1,2,1.5,1.3,28.9,0.307692308,0.166666667,=,=,2.6,0.153846154,0,=,=,32.4,0.5,0,=,=,22,9,11,3,0,50,0.222222222,0,0.333333333,=,2,1.7,1.6,1.7,=,18,19,0.333333333,0.210526316,1.9,2.2,Institute for Human Reproduction (IHR),Yes,Yes,Yes,Yes,Yes,No,Yes,IL
148,NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,69%,0%,<1%,1%,6%,6%,28%,2%,<1%,24%,2%,20%,2%,10%,"Edmond Confino, MD",187,136,100,54,26,43.9,38.2,26,14.8,19.2,40.6,28.7,18,9.3,3.8,(33.5Ð48.1),(21.3Ð37.1),(11.0Ð26.9),(3.1Ð20.3),(0.1Ð19.6),43.9,33.3,20.9,11.9,4.8,45.2,35.1,22.2,12.2,0.055555556,29.8,26.1,17.3,9.8,0.055555556,7.5,14,14,22.2,19.2,2.1,2.2,2.7,2.8,2.9,37.8,23.1,23.1,0.125,0.2,1.2,1.9,0,0,0,34.2,25.6,0.222222222,0.2,0,55,42,33,12,8,25.5,38.1,21.2,0.166666667,0.25,2.6,2.6,2.5,2.9,3.3,60,40,48.3,32.5,2.1,2.7,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
