PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,Medicaldirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinicNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
ROBERT WOOD JOHNSON MEDICAL SCHOOL,IVF PROGRAM,NEW BRUNSWICK,NEW JERSEY,100%,0%,0%,0%,49%,0%,12%,6%,13%,6%,2%,24%,5%,5%,10%,17%,"Michael K. Bohrer, M.D.",144,79,52,13,30.6,24.1,17.3,0,23.6,21.5,11.5,0,-13.8,-18.1,-17.3,=,25.6,27,14,0,27.6,28.8,14.3,0,7.6,20.3,17.3,0.076923077,2.4,2.4,3,3.7,34.1,0.052631579,0.111111111,=,2.3,0.157894737,0,=,38.2,0.058823529,0,=,48,23,7,0,25,17.4,0.142857143,=,2.7,2.2,3,=,30,23,40,30.4,2.2,2.2,Robert Wood Johnson Medical School IVF Program,Yes,Yes,Yes,No,Yes,Yes,Yes
IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,32%,0%,7%,<1%,22%,3%,1%,10%,6%,2%,21%,28%,"Michael C. Darder, M.D.",77,46,41,20,58.4,32.6,24.4,20,53.2,32.6,19.5,20,-22.3,-27.1,-24.2,-35,56.2,38.5,25.8,0.266666667,56.2,41.7,28.6,0.285714286,5.2,15.2,24.4,25,3.3,3.4,3.8,3.9,33.3,0.466666667,0.3,0.25,15.6,0,0.2,0,41.5,0.466666667,0.5,0,3,1,2,0,0.333333333,1,0,=,3.7,2,2.5,=,117,19,59.8,0.315789474,2.6,2.7,IVF New Jersey,Yes,Yes,Yes,No,Yes,Yes,Yes
DR. LOUIS R. MANARA,,VOORHEES,NEW JERSEY,100%,0%,0%,0%,30%,0%,13%,8%,15%,5%,0%,20%,3%,13%,3%,20%,"Louis R. Manara, D.O.",21,7,1,1,33.3,0.142857143,0,0,4.8,0,0,0,-13.9,=,=,=,0.066666667,0,0,0,0.071428571,0,0,0,28.6,0.285714286,0,0,2.8,2.6,3,2,0.142857143,1,=,=,0.285714286,0,=,=,1,=,=,=,3,0,0,0,0,=,=,=,2,=,=,=,2,2,0,0,2,3,Dr. Louis R. Manara,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR HUMAN REPRODUCTION OF NEW JERSEY,,WESTWOOD,NEW JERSEY,100%,0%,0%,0%,54%,<1%,21%,18%,10%,10%,4%,22%,6%,3%,1%,5%,"Daniel Navot, M.D.",59,26,11,3,44.1,34.6,0.090909091,0,42.4,30.8,0,0,-25.2,-35.5,=,=,47.2,30.8,0,0,50,33.3,0,0,10.2,0,0,0,2.9,3.4,3.5,2,38.5,0.111111111,0,=,11.5,0.222222222,0,=,40,0.375,=,=,10,4,0,1,0.3,0.75,=,0,2.4,3.3,=,4,14,4,0.285714286,0.25,3.2,3.5,Fertility Institute of Northern New Jersey,Yes,No,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE OF NEW MEXICO,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,37%,0%,12%,1%,7%,3%,0%,10%,3%,16%,28%,20%,"Douglas J. Thompson, M.D.",55,14,21,5,63.6,0.714285714,52.4,0.6,56.4,0.642857143,28.6,0.4,-26.2,=,-38.7,=,59.6,0.75,0.333333333,0.4,62,0.75,0.333333333,0.4,5.5,0.142857143,14.3,0,2.4,2.5,2.7,3.2,54.3,0.6,0.090909091,0,2.9,0,0,0,45.2,0.555555556,0,0,6,4,6,1,0.5,0.5,0.166666667,0,2.8,2.3,2.8,3,16,13,0.625,0.307692308,2.4,2.9,Center for Reproductive Medicine of New Mexico,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SOUTHWEST FERTILITY SERVICES,,ALBUQUERQUE,NEW MEXICO,100%,0%,0%,0%,56%,0%,16%,3%,3%,18%,2%,2%,7%,7%,19%,23%,"Norman A. Assad, M.D.",22,8,5,2,22.7,0,0.2,0,22.7,0,0.2,0,-35,=,=,=,23.8,0,0.2,0,23.8,0,0.2,0,4.5,0,0,0,3.1,2.6,3.2,4,0.6,=,1,=,0,=,0,=,0.6,=,1,=,6,3,2,0,0,0,0,=,2,3,1,=,5,0,0.2,=,2.2,=,Southwest Fertility Services,Yes,No,Yes,No,Yes,Yes,Yes
"ALBANY IVF, FERTILITY AND GYNECOLOGY",,ALBANY,NEW YORK,100%,0%,0%,0%,60%,0%,26%,11%,11%,4%,1%,9%,3%,27%,3%,5%,"Peter M. Horvath, M.D.",35,19,6,5,22.9,0.105263158,0.166666667,0,14.3,0.052631579,0.166666667,0,-23.2,=,=,=,15.2,0.058823529,0.166666667,0,15.6,0.058823529,0.2,0,5.7,0.105263158,0,0.2,3.3,3.6,2.6,3.5,0,0.5,0,=,0,0.5,0,=,0,1,0,=,0,1,0,0,=,0,=,=,=,3,=,=,0,0,=,=,=,=,"Albany IVF, Fertility and Gynecology",Yes,No,Yes,No,Yes,Yes,Yes
LEADING INSTITUTE FOR FERTILITY ENHANCEMENT (LIFE),,ALBANY,NEW YORK,100%,0%,0%,0%,12%,0%,32%,3%,9%,15%,3%,0%,23%,6%,6%,3%,"Edgar S. Henriques, M.D.",18,11,4,1,0.111111111,0.272727273,0,1,0.111111111,0.272727273,0,1,=,=,=,=,0.111111111,0.272727273,0,1,0.125,0.272727273,0,1,0,0,0,0,3.8,3.5,3.5,2,1,0,=,0,0,0.333333333,=,0,1,0.333333333,=,0,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Leading Institute for Fertility Enhancement (LIFE),No,No,Yes,No,Yes,Yes,Yes
BROOKLYN IVF,,BROOKLYN,NEW YORK,100%,0%,0%,0%,59%,0%,13%,2%,<1%,2%,2%,22%,5%,5%,8%,40%,"Susan M. Lobel, M.D.",172,40,46,23,40.1,35,28.3,8.7,31.4,27.5,17.4,4.3,-13.8,-27.6,-21.9,-12.7,36.5,31.4,23.5,0.083333333,36.5,33.3,24.2,0.083333333,14,12.5,26.1,47.8,2.9,3.7,3.5,3.8,34.8,0.214285714,0.076923077,0,10.1,0.142857143,0.076923077,0,44.4,0.454545455,0.125,0,5,0,1,0,0.4,=,1,=,2.4,=,3,=,16,1,0.375,0,3.1,2,Brooklyn IVF,Yes,No,Yes,No,Yes,Yes,Yes
MONTEFIORE'S FERTILITY AND HORMONE CENTER,,DOBBS FERRY,NEW YORK,100%,0%,0%,0%,26%,0%,22%,6%,12%,4%,1%,18%,1%,7%,14%,15%,"Barry R. Witt, M.D.",133,95,73,48,38.3,26.3,21.9,12.5,34.6,25.3,21.9,8.3,-16.2,-17.5,-19,-15.7,41.1,30.4,28.6,13.3,42.6,31.6,32,14.8,15.8,16.8,23.3,37.5,2.8,2.9,3.1,3,29.4,32,0.375,0,19.6,0,0,0,45.7,29.2,0.375,0,37,20,18,7,21.6,25,0.222222222,0,3.1,2.7,2.8,3.4,12,2,0.25,0,2.8,2,Montefiore's Fertility and Hormone Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GARDEN CITY CENTER FOR ADVANCED REPRODUCTIVE TECHNOLOGIES,"YU-KANG YING, M.D., P.C.",GARDEN CITY,NEW YORK,96%,4%,0%,0%,14%,0%,30%,0%,0%,31%,2%,12%,0%,7%,6%,12%,"Yu-Kang Ying, M.D.",25,15,16,12,44,0.266666667,0.25,0,44,0.266666667,0.1875,0,-39,=,=,=,55,0.285714286,0.214285714,0,0.578947368,0.285714286,0.214285714,0,20,0.066666667,0.125,0.166666667,2.9,3.4,4.3,3.9,0.363636364,0.5,0,=,0.363636364,0.25,0.5,=,0.727272727,0.75,0.666666667,=,5,3,1,1,0.2,0.666666667,0,1,3,3,3,4,0,0,=,=,=,=,"Garden City Center for Advanced Reproductive Technologies, Yu-Kang Ying, M.D., P.C.",No,No,Yes,No,Yes,Yes,Yes
NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,100%,0%,0%,0%,62%,0%,19%,3%,<1%,10%,2%,40%,9%,12%,1%,3%,"Avner Hershlag, M.D.",145,90,84,40,36.6,26.7,26.2,12.5,33.1,21.1,20.2,7.5,-15.4,-16.8,-17.2,-15.7,35.6,24.1,23.3,11.1,35.6,24.1,23.3,11.1,6.9,12.2,13.1,32.5,3.5,4,4,4,35.8,29.2,13.6,0,9.4,0,4.5,0,39.6,0.315789474,0.176470588,0,47,25,21,5,14.9,20,4.8,0,4.2,4,4.2,4.6,0,0,=,=,=,=,North Shore University Hospital Center for Human Reproduction,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE ASSOCIATES,,MINEOLA,NEW YORK,>99%,<1%,0%,0%,35%,<1%,20%,5%,1%,5%,1%,15%,8%,29%,2%,14%,"Gabriel A. San Roman, M.D.",241,113,99,51,27.8,19.5,20.2,11.8,22.4,17.7,15.2,3.9,-10.6,-14,-14.1,-9.2,24.9,20.2,17.9,4.9,26.7,24.1,20,6.1,10,12.4,15.2,19.6,2.8,3.5,3.6,3.5,29.9,54.5,20,0.166666667,4.5,4.5,15,0,35.2,40,0.333333333,0.5,91,27,12,5,17.6,18.5,0.166666667,0,2.7,3.1,3.7,4.4,0,0,=,=,=,=,Reproductive Science Associates,No,No,Yes,No,Yes,Yes,Yes
ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,100%,0%,0%,0%,65%,0%,14%,6%,<1%,2%,0%,31%,24%,4%,3%,16%,"Hugh D. Melnick, M.D.",97,46,57,26,32,30.4,14,11.5,27.8,19.6,7,11.5,-17.9,-22.9,-13.2,-23.8,27.8,20,7.3,12,29.3,21.4,7.4,12,0,2.2,3.5,3.8,3.7,4,3.4,3.7,38.7,0.071428571,0,0.333333333,6.5,0,0.125,0,40.7,0.111111111,0.25,0.333333333,26,9,7,0,11.5,0.111111111,0.142857143,=,3.5,3.9,2.7,=,49,30,32.7,20,3.8,3.3,Advanced Fertility Services,Yes,Yes,Yes,No,Yes,Yes,Yes
BRANDEIS CENTER FOR REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,100%,0%,0%,0%,79%,0%,8%,9%,<1%,0%,<1%,1%,0%,2%,47%,31%,"Vincent T. Brandeis, M.D.",85,49,49,25,32.9,32.7,16.3,8,27.1,26.5,14.3,0,-18.9,-24.7,-19.6,=,30.7,28.3,16.7,0,31.5,30.2,17.9,0,11.8,6.1,14.3,16,4.9,4.2,4.4,3.8,25,0.5,0.375,0,28.6,0.125,0.25,0,39.1,0.461538462,0.714285714,=,2,1,0,0,0.5,0,=,=,6,3,=,=,1,0,0,=,4,=,Brandeis Center for Reproductive Health,No,No,Yes,No,Yes,Yes,Yes
BROOKLYN FERTILITY CENTER,,NEW YORK,NEW YORK,100%,0%,0%,0%,58%,3%,5%,6%,0%,1%,2%,6%,0%,5%,48%,27%,"Dov B. Goldstein, M.D.",17,9,2,5,0.176470588,0.333333333,0,0,0.176470588,0.333333333,0,0,=,=,=,=,0.176470588,0.375,0,0,0.176470588,0.375,0,0,0,0.111111111,0,0,3.2,3.4,4,2.4,0.333333333,0.333333333,=,=,0,0,=,=,0.333333333,0.333333333,=,=,5,2,2,1,0.4,0,0,0,3.6,4,3,4,8,1,0.125,0,3.1,3,Brooklyn Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
CENTER FOR HUMAN REPRODUCTION,,NEW YORK,NEW YORK,100%,0%,0%,0%,41%,0%,5%,1%,3%,1%,3%,4%,16%,15%,22%,30%,"Norbert Gleicher, M.D.",33,14,9,6,30.3,0.5,0.111111111,0,30.3,0.5,0.111111111,0,-31.4,=,=,=,33.3,0.538461538,0.142857143,0,33.3,0.538461538,0.166666667,0,9.1,0.071428571,0.222222222,0.333333333,3.5,3.5,3.7,4.3,0.1,0.142857143,1,=,0.2,0.142857143,0,=,0.3,0.285714286,1,=,3,0,0,0,0.333333333,=,=,=,4,=,=,=,8,1,0.375,0,3.8,4,Center for Human Reproduction,Yes,No,Yes,Yes,Yes,Yes,Yes
COLUMBIA PRESBYTERIAN MEDICAL CENTER,CENTER FOR WOMEN'S REPRODUCTIVE CARE,NEW YORK,NEW YORK,100%,0%,0%,0%,33%,2%,4%,2%,41%,1%,<1%,3%,5%,1%,17%,25%,"Mark V. Sauer, M.D.",63,39,46,33,39.7,17.9,17.4,12.1,34.9,10.3,15.2,6.1,-23.6,-19.1,-20.8,-14.2,41.5,13.3,23.3,0.125,44.9,13.8,25,0.133333333,15.9,23.1,34.8,51.5,3.8,3.8,3.4,3.7,20,0,0.375,0.25,16,0.142857143,0,0,40.9,0,0.285714286,0.5,5,3,1,0,0,0.333333333,0,=,4,4,4,=,124,36,40.3,25,4.1,3.6,Columbia Presbyterian Medical Center Center for Women's Reproductive Care at Columbia University,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NABIL HUSAMI, M.D.",,NEW YORK,NEW YORK,100%,0%,0%,0%,47%,0%,35%,3%,23%,4%,6%,20%,0%,1%,5%,3%,"Nabil W. Husami, M.D.",12,15,27,6,0,0.333333333,7.4,0,0,0.266666667,3.7,0,=,=,-10.8,=,0,0.266666667,4,0,0,0.285714286,5,0,0.083333333,0,7.4,0.333333333,3.5,4.4,4.1,3.7,=,0.4,0,=,=,0,0,=,=,0,0,=,1,0,1,0,0,=,0,=,4,=,2,=,0,0,=,=,=,=,"Nabil Husami, M.D.",No,No,Yes,No,Yes,No,No
"MARTIN  KELTZ, M.D.",ST. LUKE'S ROOSEVELT HOSPITAL,NEW YORK,NEW YORK,100%,0%,0%,0%,51%,0%,14%,0%,0%,0%,0%,9%,10%,15%,21%,31%,"Martin Keltz, M.D.",17,6,17,6,0.352941176,0.333333333,0.294117647,0.5,0.294117647,0.333333333,0.235294118,0.333333333,=,=,=,=,0.294117647,0.5,0.266666667,0.333333333,0.294117647,0.5,0.266666667,0.333333333,0,0.333333333,0.117647059,0,3.4,5.3,4.6,5.2,0.333333333,0.5,0,0.333333333,0,0,0.2,0,0.4,0,0.25,0,2,2,1,0,0.5,0,0,=,4.5,5,2,=,0,0,=,=,=,=,"Martin  Keltz, M.D., St. Luke's Roosevelt Hospital",No,No,Yes,No,Yes,Yes,Yes
DR. LILLIAN D. NASH,,NEW YORK,NEW YORK,100%,0%,0%,0%,41%,0%,21%,11%,13%,0%,0%,10%,0%,0%,8%,37%,"Lillian D. Nash, M.D.",12,7,6,4,0.416666667,0.142857143,0.166666667,0,0.416666667,0,0.166666667,0,=,=,=,=,0.454545455,0,0.166666667,=,0.454545455,0,0.2,=,0.083333333,0,0,1,4.5,4.4,5.2,=,0.2,0,1,=,0,0,0,=,0.2,=,0,=,2,2,0,0,0,0,=,=,3.5,5,=,=,0,0,=,=,=,=,Dr. Lillian D. Nash,No,No,Yes,No,Yes,Yes,Yes
NEW YORK FERTILITY INSTITUTE,,NEW YORK,NEW YORK,>99%,<1%,0%,0%,74%,<1%,14%,0%,8%,8%,0%,12%,19%,2%,12%,25%,"Majid Fateh, M.D.",28,37,33,16,42.9,43.2,33.3,0.375,39.3,40.5,30.3,0.25,-36.2,-31.7,-31.4,=,40.7,41.7,34.5,0.266666667,42.3,42.9,38.5,0.285714286,3.6,2.7,12.1,0.0625,4.5,5.3,5.1,3.7,0.333333333,0.25,0.181818182,0.166666667,0,0.0625,0,0,0.363636364,0.333333333,0.2,0.25,1,2,1,1,0,0,0,0,8,5.5,4,4,11,0,0.636363636,=,5.8,=,New York Fertility Institute,Yes,No,Yes,Yes,Yes,Yes,Yes
NEW YORK MEDICAL SERVICES FOR REPRODUCTIVE MEDICINE,,NEW YORK,NEW YORK,55%,35%,10%,0%,58%,0%,0%,51%,0%,46%,0%,0%,0%,0%,3%,0%,"Niels H. Lauersen, M.D., Ph.D.",23,20,9,19,21.7,35,0,0.105263158,17.4,25,0,0.105263158,-31,-38,=,=,17.4,25,0,0.105263158,17.4,25,0,0.105263158,0,0,0,0,4,4,3.9,3.6,0,0,=,0,0.2,0.142857143,=,0,0.25,0.2,=,0,8,1,0,0,0.25,1,=,=,4.3,2,=,=,0,0,=,=,=,=,New York Medical Services for Reproductive Medicine,No,No,Yes,No,Yes,Yes,Yes
NEW YORK UNIVERSITY MEDICAL CENTER,PROGRAM FOR IN VITRO FERTILIZATION,NEW YORK,NEW YORK,100%,0%,0%,0%,38%,0%,10%,4%,23%,4%,3%,13%,4%,8%,13%,18%,"James A. Grifo, M.D., Ph.D.",320,214,239,190,47.5,46.3,36.8,22.1,41.9,39.3,28.5,13.7,-10.8,-13.1,-11.5,-9.8,46.5,46.7,36.8,21.3,47.5,46.9,37.8,22,10,15.9,22.6,35.8,3,3.3,3.7,3.8,38.2,41.4,28.4,23.8,17.1,11.1,6.8,0,50.7,45.2,32.4,15.4,39,31,27,10,17.9,25.8,18.5,0.1,2.8,2.9,3.2,3.3,192,37,39.6,21.6,2.8,2.8,New York University Medical Center Program for In Vitro Fertilization,Yes,No,Yes,Yes,Yes,Yes,Yes
"OFFICES FOR FERTILITY AND REPRODUCTIVE MEDICINE, P.C.",,NEW YORK,NEW YORK,100%,0%,0%,0%,69%,1%,4%,6%,22%,<1%,1%,9%,5%,4%,21%,27%,"Cecilia Schmidt-Sarosi, M.D.",70,53,53,36,42.9,34,18.9,19.4,35.7,22.6,13.2,8.3,-22.4,-22.5,-18.2,-17.4,35.7,22.6,13.5,8.6,35.7,23.1,13.7,9.1,0,0,1.9,2.8,3.8,4.2,3.1,3.7,33.3,0.166666667,0.1,0,23.3,0.166666667,0,0,60,0.416666667,0,0,53,18,28,9,9.4,0.111111111,17.9,0.111111111,3.6,3,3.5,4.4,34,76,17.6,15.8,3.4,3.8,Offices for Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,THE CENTER FOR REPRODUCTIVE MEDICINE & INFERTILITY,NEW YORK,NEW YORK,100%,0%,0%,0%,51%,<1%,14%,8%,9%,4%,1%,29%,4%,4%,13%,14%,"Zev Rosenwaks, M.D.",535,352,342,209,49,38.9,36.8,25.4,44.3,32.4,25.4,15.8,-8.4,-9.8,-9.3,-9.9,50.7,39.2,33,20.2,53.7,41.3,34,20.8,12.7,17.3,22.8,22,2.9,3.5,3.7,4,35.9,32.1,23.8,11.3,12.6,13.9,7.1,5.7,45.6,42.1,31,15.2,92,36,32,21,34.8,30.6,9.4,9.5,3.2,3.3,3.6,3.6,92,26,47.8,15.4,2.8,3,"Weill Medical College of Cornell Univ., The Center for Reproductive Medicine & Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CAPITAL REGION GENETICS & IVF CENTER,BELLEVUE WOMEN'S HOSPITAL,NISKAYUNA,NEW YORK,100%,0%,0%,0%,56%,0%,28%,2%,2%,4%,0%,21%,2%,16%,3%,22%,"John M. Donhowe, M.D.",21,17,8,2,38.1,0.235294118,0.25,0,38.1,0.176470588,0.25,0,-41.6,=,=,=,38.1,0.176470588,0.285714286,0,38.1,0.2,0.285714286,0,0,0,0.125,0,2.9,2.7,2.9,1,0.125,0.5,0.5,=,0.25,0.25,0,=,0.25,1,0.5,=,7,6,3,1,0.142857143,0.333333333,0.333333333,0,2.4,3.2,3.3,2,0,1,=,1,=,2,"The Capital Region Genetics & IVF Center, Bellevue Woman's Hospital",Yes,Yes,Yes,No,Yes,No,Yes
LONG ISLAND IVF ASSOCIATES,,PORT JEFFERSON,NEW YORK,89%,6%,<1%,5%,32%,0%,20%,7%,3%,9%,1%,17%,7%,9%,14%,13%,"David Kreiner, M.D.",315,143,141,64,36.2,30.8,21.3,14.1,29.8,24.5,14.9,6.3,-10.1,-14.1,-11.8,-11.9,32.6,28.2,19.6,8.2,36.2,31.5,21.6,8.7,8.6,13.3,24.1,23.4,2.7,3.1,3.5,3.8,28.9,36.4,23.3,0,13.2,2.3,6.7,0.111111111,38.3,34.3,28.6,0.25,101,55,28,8,23.8,20,3.6,0.125,2.6,2.7,2.6,2.5,24,10,75,0.2,2.9,2.7,Long Island IVF Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE HEALTH AND INFERTILITY,,ROCHESTER,NEW YORK,100%,0%,0%,0%,91%,0%,17%,0%,0%,7%,0%,11%,0%,17%,17%,31%,"Rosalind A. Hayes, M.D.",20,11,15,0,30,0.272727273,0.266666667,=,30,0.272727273,0.2,=,-40.2,=,=,=,0.315789474,0.3,0.214285714,=,0.375,0.3,0.230769231,=,5,0.090909091,0.066666667,=,2.4,3,3.1,=,0.666666667,0.333333333,0.25,=,0,0.333333333,0,=,0.5,0.666666667,0.333333333,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Institute for Reproductive Health and Infertility,Yes,Yes,Yes,No,Yes,Yes,Yes
STRONG INFERTILITY AND IVF CENTER,,ROCHESTER,NEW YORK,100%,0%,0%,0%,51%,0%,24%,<1%,3%,5%,0%,18%,<1%,9%,16%,24%,"Vivian Lewis, M.D.",100,56,27,6,44,30.4,40.7,0,42,21.4,29.6,0,-19.4,-21.5,-34.5,=,49.4,26.7,0.421052632,0,50,27.3,0.421052632,0,15,19.6,29.6,0.166666667,2.6,2.7,3.6,3,45.5,0.411764706,0,=,2.3,0.058823529,0.090909091,=,40.5,0.5,0,=,11,5,2,0,0.454545455,0.2,0.5,=,3.1,3.4,4.5,=,10,4,0.4,0,2.5,2.5,Strong Infertility and IVF Center,Yes,Yes,Yes,No,Yes,Yes,Yes
CHILDREN'S HOSPITAL IVF PROGRAM,,SNYDER,NEW YORK,100%,0%,0%,0%,59%,0%,25%,5%,3%,5%,0%,23%,0%,7%,9%,23%,"Kent Crickard, M.D.",66,24,21,3,39.4,25,23.8,0.666666667,33.3,20.8,19,0.333333333,-22.7,-32.5,-33.5,=,36.7,23.8,20,0.333333333,37.3,25,20,0.333333333,9.1,12.5,4.8,0,3.4,3.6,3.4,3.7,23.1,0.333333333,0.2,0.5,0,0,0,0,27.3,0.4,0.25,0,16,6,3,0,0.1875,0.166666667,0.333333333,=,2.8,3.3,2.7,=,0,2,=,0,=,2.5,Infertility & IVF Associates of Western New York,No,No,Yes,No,Yes,Yes,Yes
DIVISION OF REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,STONY BROOK,NEW YORK,100%,0%,0%,0%,36%,0%,21%,9%,0%,3%,2%,17%,14%,5%,11%,18%,"Richard Bronson, M.D.",23,28,9,8,39.1,57.1,0.222222222,0,13,46.4,0.222222222,0,-26.8,-36.9,=,=,0.157894737,52,0.285714286,0,0.157894737,52,0.285714286,0,17.4,10.7,0.222222222,0.625,3,3.2,3.4,3.3,0.333333333,0.3125,0,=,0,0.0625,0,=,1,0.384615385,0,=,9,12,1,0,0.444444444,0.083333333,0,=,3.6,3.2,2,=,0,0,=,=,=,=,Division of Reproductive Endocrinology,No,No,Yes,No,Yes,Yes,Yes
CNY FERTILITY CENTER,,SYRACUSE,NEW YORK,98%,<1%,1%,0%,66%,0%,17%,4%,8%,8%,<1%,15%,<1%,9%,17%,21%,"Robert J. Kiltz, M.D.",126,75,27,19,34.1,28,22.2,0.157894737,30.2,21.3,22.2,0.052631579,-16.1,-18.5,-31.4,=,30.6,21.9,24,0.052631579,31.7,22.5,25,0.052631579,1.6,2.7,7.4,0,3.3,4.2,3.8,4.1,37.2,23.8,0.166666667,0.333333333,14,4.8,0,0,44.7,0.375,0.166666667,0,19,3,3,2,0.105263158,0,0,0,2.2,3,4,3,29,5,24.1,0,3.4,2.4,CNY Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
WESTCHESTER FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,,WHITE PLAINS,NEW YORK,100%,0%,0%,0%,44%,0%,7%,11%,1%,6%,0%,13%,0%,0%,31%,31%,"Michael B. Blotner, M.D.",21,20,12,8,33.3,15,0.166666667,0,23.8,10,0.083333333,0,-36.4,-23.1,=,=,0.263157895,0.117647059,0.090909091,0,0.263157895,0.133333333,0.090909091,0,9.5,15,0.083333333,0.125,3.3,3.7,3.3,4.5,0.142857143,0.333333333,0,=,0,0.333333333,0,=,0.2,0.5,0,=,7,10,0,1,0.285714286,0.2,=,0,2.7,3,=,3,1,0,0,=,3,=,Westchester Fertility and Reproductive Endocrinology,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE MEDICINE/IVF,,WILLIAMSVILLE,NEW YORK,100%,0%,0%,0%,37%,0%,31%,1%,0%,16%,0%,23%,0%,8%,8%,13%,"John M. Wieckowski, M.D., Ph.D.",36,14,8,4,30.6,0.214285714,0.25,0,30.6,0.214285714,0.25,0,-30.1,=,=,=,35.5,0.25,0.285714286,0,35.5,0.272727273,0.285714286,0,13.9,0.142857143,0.125,0.25,3.3,3.7,4.4,3,0.272727273,0,0,=,0.090909091,0.333333333,0.5,=,0.363636364,0.333333333,0.5,=,4,2,2,0,0.5,0.5,0,=,3.3,2,2.5,=,0,0,=,=,=,=,Reproductive Medicine/IVF,No,No,Yes,No,Yes,Yes,Yes
NORTH CAROLINA CENTER FOR REPRODUCTIVE MEDICINE,THE TALBERT FERTILITY INSTITUTE,CARY,NORTH CAROLINA,100%,0%,0%,0%,47%,0%,16%,7%,6%,12%,2%,12%,7%,9%,10%,19%,"Luther M. Talbert, M.D.",136,69,37,12,53.7,43.5,27,0.166666667,52.2,42,16.2,0.166666667,-16.8,-23.3,-23.8,=,55.9,46,18.2,0.222222222,56.8,46.8,18.8,0.222222222,6.6,8.7,10.8,0.25,4.1,4.3,4,4.6,43.8,26.7,0.1,0.5,11,20,0.1,0,50.7,44.8,0.333333333,0,11,2,3,0,0.090909091,0.5,0.333333333,=,5,4,2,=,46,7,58.7,0,4.7,4.3,"North Carolina Center for Reproductive Medicine, The Talbert Fertility Institute",Yes,Yes,Yes,Yes,Yes,Yes,Yes
