PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,100%,0%,0%,0%,33%,0%,0%,23%,3%,3%,5%,0%,18%,0%,15%,18%,15%,"John L. Frattarelli, M.D.",26,7,6,0,65.4,0.428571429,0.5,=,57.7,0.428571429,0.5,=,-38,=,=,=,62.5,0.5,0.5,=,62.5,0.5,0.5,=,41.7,0.333333333,0.166666667,=,7.7,0.142857143,0,=,3.2,3.2,3.7,=,0.294117647,0.333333333,0.333333333,=,0.058823529,0,0.333333333,=,0.333333333,0.333333333,0.666666667,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Tripler Army Medical Center IVF Institute,No,No,Yes,No,Yes,Yes,Yes
FERTILITY ASSOCIATES OF IDAHO,,BOISE,IDAHO,100%,0%,0%,0%,62%,0%,0%,25%,13%,12%,0%,0%,38%,0%,0%,0%,12%,"Phillip Krueger, M.D.",5,2,1,0,0.2,0.5,0,=,0,0.5,0,=,=,=,=,=,0,0.5,0,=,0,0.5,0,=,0,0,0,=,0,0,0,=,2.2,2.5,2,=,0,1,=,=,0,0,=,=,=,1,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Fertility Associates of Idaho,Yes,Yes,Yes,Yes,Yes,No,Yes
RUSH--COPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,86%,<1%,10%,3%,35%,0%,<1%,12%,0%,3%,6%,2%,15%,25%,4%,17%,16%,"Zvi Binor, M.D.",69,32,14,11,20.3,15.6,0.285714286,0,17.4,12.5,0.142857143,0,-17.9,-23,=,=,20.3,18.2,0.166666667,0,21.4,18.2,0.166666667,0,14.3,13.6,0.083333333,0,14.5,31.3,0.142857143,0.363636364,3.1,3.3,2.8,4,0.285714286,0,0.25,=,0,0.2,0,=,0.333333333,0.25,0.5,=,10,4,0,0,0,0,=,=,2.5,2.3,=,=,1,0,1,=,6,=,Rush--Copley Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes
LIFE--WOMEN'S HEALTH CENTER,,BERWYN,ILLINOIS,100%,0%,0%,0%,58%,0%,0%,17%,9%,0%,0%,0%,13%,4%,0%,9%,48%,"Daniel A. Rostein, M.D.",16,2,0,1,0.125,0.5,=,0,0.125,0.5,=,0,=,=,=,=,0.125,1,=,0,0.142857143,1,=,0,0,0,=,0,0,0.5,=,0,3.2,4,=,6,1,1,=,=,0,0,=,=,1,1,=,=,2,0,0,0,0,=,=,=,3.5,=,=,=,0,0,=,=,=,=,Life--Women's Health Center,Yes,No,Yes,No,Yes,No,Pending
IVF LINCOLN PARK,,CHICAGO,ILLINOIS,100%,0%,0%,0%,88%,<1%,0%,19%,25%,5%,6%,<1%,17%,1%,18%,3%,5%,"Aaron S. Lifchez, M.D.",563,244,198,109,38.4,20.5,21.7,8.3,30.9,16.4,14.6,3.7,-7.6,-9.3,-9.9,-7.1,34.1,17.9,16.1,4.3,36.1,19.8,17.5,5.9,21.4,14.9,15.1,5.9,9.2,8.6,9.1,14.7,2.7,2.7,2.6,2.5,37,22,20.9,0.111111111,4.6,6,2.3,0.111111111,40.8,25,13.8,0,63,23,10,2,17.5,26.1,0.1,0,2.8,2.8,1.8,2.5,69,28,30.4,25,2.8,2.8,IVF Lincoln Park,Yes,No,Yes,Yes,Yes,Yes,Yes
NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,>99%,<1%,0%,0%,49%,<1%,1%,11%,9%,9%,4%,2%,17%,5%,30%,4%,9%,"Edmond Confino, M.D.",201,116,82,26,45.8,37.9,25.6,23.1,37.8,31,18.3,7.7,-13.4,-16.9,-16.8,-17.9,43.4,37.5,21.1,9.1,45.2,37.9,21.4,9.5,31.5,24.2,11.4,9.5,12.9,17.2,13.4,15.4,2.2,2.5,2.8,3.8,25,29.5,23.8,0.166666667,2.2,2.3,9.5,0,30.3,36.1,0.466666667,0,44,26,18,4,22.7,26.9,0.277777778,0.25,2.6,2.2,2.8,3.5,28,10,64.3,0.2,2,2.5,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes
RUSH CENTER FOR ADVANCED REPRODUCTIVE CARE,,CHICAGO,ILLINOIS,92%,<1%,7%,<1%,57%,0%,0%,10%,5%,3%,11%,2%,16%,9%,2%,20%,22%,"Mary Wood-Molo, M.D.",93,65,64,23,30.1,24.6,15.6,13,20.4,16.9,14.1,13,-16.4,-18.2,-17.1,-26.8,23.8,21.6,20.5,0.166666667,26,22.9,23.1,0.2,15.1,18.8,20.5,0.2,14,21.5,31.3,21.7,3.2,3.5,3.1,3.1,32.1,0.125,0,0,7.1,0,0.1,0,0.421052632,0.181818182,0.111111111,0,10,5,5,0,0.1,0,0,=,2.2,2.4,3.2,=,3,3,0,0.333333333,3.3,2.3,Rush Center for Advanced Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,99%,1%,0%,0%,43%,0%,0%,21%,11%,0%,6%,2%,8%,17%,16%,15%,4%,"David Cohen, M.D.",73,34,25,9,21.9,29.4,16,0.222222222,17.8,23.5,16,0,-17.6,-28.5,-28.8,=,19.7,26.7,20,0,21.3,29.6,0.235294118,0,9.8,18.5,0.235294118,0,9.6,11.8,20,0.222222222,3.1,3.4,3.8,3.4,0.375,0.2,0,0,0.0625,0.1,0,0,0.538461538,0.375,0,=,23,12,4,1,17.4,0.166666667,0,0,3.7,3.5,6,4,10,6,0.3,0.5,3.6,3.7,This clinic has undergone reorganization since 2001. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,70%,0%,0%,24%,7%,3%,5%,0%,23%,4%,3%,16%,15%,"Linda R. Nelson, M.D., Ph.D.",61,22,28,12,32.8,22.7,21.4,0.083333333,29.5,13.6,7.1,0,-22.9,-28,-16.7,=,33.3,0.176470588,9.1,0,38.3,0.176470588,10,0,21.3,0.176470588,5,0,11.5,22.7,21.4,0.333333333,3.3,3.1,2.9,3.6,20,0.4,0.5,0,20,0,0,0,0.444444444,0,0.5,=,17,2,1,0,0.058823529,0.5,1,=,3.4,3.5,4,=,5,1,0.4,1,3.4,3,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes
"WATERTOWER WOMEN'S CENTER, L.L.C.",,CHICAGO,ILLINOIS,100%,0%,0%,0%,24%,0%,0%,17%,14%,22%,1%,0%,15%,5%,2%,16%,8%,"Jan Friberg, M.D.",23,7,15,12,30.4,0.571428571,0.133333333,0,21.7,0.571428571,0.066666667,0,-33.7,=,=,=,25,0.666666667,0.090909091,0,0.263157895,0.666666667,0.125,0,0.105263158,0.166666667,0.125,0,13,0.142857143,0.266666667,0.166666667,3.2,3.5,3.3,3.3,0.285714286,0.5,0,=,0.142857143,0.25,0,=,0.6,0.75,0,=,2,0,1,0,0,=,0,=,3,=,1,=,6,6,0.5,0.166666667,4,3.5,"WaterTower Women's Center, L.L.C.",Yes,Yes,Yes,Yes,Yes,Yes,None
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,99%,0%,1%,0%,38%,2%,0%,16%,5%,5%,19%,1%,13%,8%,5%,14%,14%,"Amos E. Madanes, M.D.",146,48,43,10,23.3,16.7,7,0.2,19.9,12.5,4.7,0.1,-12.9,-18.8,-10.9,=,25,19.4,7.4,0.2,25.7,20,7.7,0.25,15.9,13.3,7.7,0.25,20.5,35.4,37.2,0.5,4.1,4.3,4.5,4.3,26.5,0.25,0,0,8.8,0,0,0,37.9,0.333333333,0,0,27,7,5,2,7.4,0,0,0,3.4,2.3,4.8,2,4,1,0.25,0,4.5,2,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
THE HOXSEY-RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,>99%,<1%,0%,0%,77%,0%,0%,16%,15%,16%,7%,3%,10%,3%,16%,6%,8%,"John S. Rinehart, M.D., Ph.D.",77,40,68,17,37.7,27.5,10.3,0.176470588,31.2,22.5,10.3,0.176470588,-20.7,-25.8,-14.4,=,36.9,28.1,14.3,0.230769231,38.1,34.6,18.4,0.272727273,25.4,15.4,18.4,0.181818182,15.6,20,27.9,0.235294118,2.6,2.3,2.4,3.3,13.8,0.363636364,0,0.333333333,17.2,0.090909091,0,0,33.3,0.555555556,0,0.333333333,9,6,2,1,0.111111111,0.666666667,0,0,2.2,2,2.5,2,15,4,0.4,0.25,2.6,2.3,The Hoxsey--Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pending
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,46%,0%,2%,19%,<1%,17%,7%,<1%,21%,4%,23%,5%,2%,"Richard P. Sherbahn, M.D.",113,36,19,7,43.4,33.3,0.368421053,0.142857143,39.8,30.6,0.315789474,0.142857143,-18,-30.1,=,=,42.9,34.4,0.428571429,0.2,45,34.4,0.428571429,0.2,24,21.9,0.285714286,0.2,7.1,11.1,0.263157895,0.285714286,2.6,3,3.3,3,34.7,0.333333333,0.285714286,0,12.2,0.083333333,0.142857143,0,46.7,0.363636364,0.333333333,0,8,2,0,0,0.25,0,=,=,2.5,1.5,=,=,32,13,62.5,0.153846154,2.5,2.7,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,82%,0%,<1%,6%,10%,0%,2%,<1%,10%,<1%,3%,36%,32%,"Edward L. Marut, M.D.",372,243,228,86,36,25.9,27.2,10.5,32,21.4,20.2,5.8,-9.5,-10.4,-10.4,-9.9,36.1,27.1,24.2,7.8,36.7,27.4,25,8.3,24.1,19.5,13,5,11.3,21,16.7,25.6,3,3.2,4.2,4.2,33.6,31.7,32.3,0.111111111,6.7,6.3,9.7,0.111111111,34.5,28.8,47.8,0.4,18,20,8,2,0.166666667,15,0.125,0,3.3,3.5,3.5,3,66,14,54.5,0.214285714,2.8,3.1,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,61%,0%,0%,2%,14%,2%,5%,3%,5%,4%,2%,19%,44%,"Jay H. Levin, M.D.",61,27,15,3,31.1,18.5,0.266666667,0,29.5,14.8,0.2,0,-22.9,-26.8,=,=,29.5,15.4,0.2,0,32.1,16,0.25,0,21.4,12,0.166666667,0,0,3.7,0,0,3.5,3.4,3.3,2.7,0.157894737,0.2,0.25,=,0.157894737,0,0,=,0.333333333,0.25,0.333333333,=,5,6,3,0,0.2,0,0,=,2.4,2.5,2.7,=,2,4,0.5,0.5,3.5,3.5,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes
CENTER FOR HUMAN REPRODUCTION--ILLINOIS,,HOFFMAN ESTATES,ILLINOIS,>99%,<1%,0%,0%,69%,0%,0%,8%,9%,26%,2%,<1%,11%,3%,12%,13%,15%,"Vishvanath C. Karande, M.D.",482,170,123,43,39.8,41.8,22,11.6,33.2,35.9,16.3,7,-8.4,-14.4,-13.1,-14.6,35.3,39.4,18.5,8.6,38.6,46.2,21.7,10.3,27.7,33.3,17.4,10.3,6,8.8,12.2,18.6,2.2,2.5,2.9,2.8,28.6,29.6,25.9,0.2,2.6,4.2,0,0,28.1,27.9,20,0,75,24,7,2,34.7,33.3,0.142857143,0,2.2,2.8,2.3,3.5,75,39,46.7,38.5,2.4,2.3,"American Infertility Group, Center for Human Reproduction",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,46%,0%,0%,5%,2%,33%,0%,0%,4%,0%,1%,40%,15%,"Marek W. Piekos, M.D.",43,17,9,5,23.3,0.352941176,0.111111111,0,20.9,0.294117647,0,0,-24.3,=,=,=,28.1,0.294117647,0,0,30,0.294117647,0,0,23.3,0.176470588,0,0,25.6,0,0,0.2,3.6,3.9,3.4,1,0.2,0.166666667,0,=,0,0.166666667,0,=,0.222222222,0.4,=,=,2,2,0,0,0.5,0,=,=,4,4,=,=,1,0,0,=,4,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF1,,NAPERVILLE,ILLINOIS,99%,<1%,0%,<1%,53%,1%,0%,4%,9%,10%,3%,2%,10%,4%,15%,26%,17%,"Randy S. Morris, M.D.",111,46,38,9,34.2,37,18.4,0.111111111,27.9,28.3,13.2,0,-16.7,-26.1,-21.5,=,29.2,30.2,14.7,0,30.4,33.3,19.2,0,18.6,25.6,11.5,0,4.5,6.5,10.5,0.222222222,2.4,2.6,2.9,3.5,34.2,0.235294118,0.571428571,0,10.5,0.058823529,0,0,38.7,0.230769231,0.4,=,24,4,7,1,37.5,0.25,0.142857143,0,2.6,1.8,2.1,1,6,3,0.333333333,0.666666667,2,2.7,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REENA JABAMONI M.D., S.C.",,OAK BROOK,ILLINOIS,100%,0%,0%,0%,67%,0%,0%,18%,9%,0%,14%,0%,24%,17%,1%,7%,10%,"Reena Jabamoni, M.D.",46,20,17,9,39.1,10,0.117647059,0.222222222,37,10,0.117647059,0.222222222,-27.9,-23.1,=,=,39.5,0.105263158,0.181818182,0.285714286,40.5,0.111111111,0.181818182,0.333333333,28.6,0.111111111,0.090909091,0.333333333,6.5,5,0.352941176,0.222222222,2.9,2.8,3,2.7,0.166666667,0,0.5,0,0.111111111,0,0,0,0.294117647,0,0.5,0,3,2,0,0,0,0,=,=,3.3,1,=,=,2,0,0.5,=,3.5,=,"Reena Jabamoni M.D., S.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,100%,0%,0%,0%,81%,0%,0%,15%,2%,10%,18%,2%,9%,4%,3%,23%,14%,"W. Paul Dmowski, M.D., Ph.D.",57,19,28,8,42.1,0.105263158,14.3,0.375,36.8,0.105263158,14.3,0.25,-25.1,=,-25.9,=,39.6,0.117647059,16.7,0.25,44.7,0.133333333,18.2,0.25,23.4,0.066666667,9.1,0.25,7,0.105263158,14.3,0,2.7,2.7,2.6,2.6,37.5,0.5,0.25,0,4.2,0,0.25,0,47.6,0.5,0.5,0,12,5,3,2,0.166666667,0.4,0,0,3,2.6,2.7,2.5,8,4,0.375,0.75,2.9,3,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
LUTHERAN GENERAL HOSPITAL IVF PROGRAM,,PARK RIDGE,ILLINOIS,100%,0%,0%,0%,75%,0%,0%,9%,11%,14%,6%,<1%,16%,<1%,10%,18%,14%,"Laurence A. Jacobs, M.D.",188,97,88,46,34,23.7,20.5,6.5,30.3,20.6,9.1,2.2,-13.2,-16.1,-12,-6.4,33.1,25.3,11.4,2.7,35.4,27.4,11.6,2.8,20.5,20.5,10.1,2.8,8.5,18.6,20.5,19.6,3.1,3.2,3,3.4,34.4,34.8,0.055555556,0,12.5,4.3,0.111111111,0,42.1,25,0.125,0,34,18,9,2,29.4,0.333333333,0.222222222,0.5,3.2,2.9,2.6,2.5,22,7,50,0.571428571,3.2,2.6,Lutheran General Hospital IVF Program,Yes,No,Yes,No,Yes,Yes,Yes
"ADVANCED REPRODUCTIVE CENTER, LTD.",,ROCKFORD,ILLINOIS,>99%,0%,<1%,0%,76%,0%,0%,10%,3%,0%,1%,2%,32%,0%,4%,6%,42%,"John P. Holden, M.D.",69,27,18,1,37.7,14.8,0.111111111,0,30.4,11.1,0.111111111,0,-21.7,-23,=,=,33.9,15,0.2,0,35.6,0.176470588,0.222222222,0,23.7,0.117647059,0.111111111,0,10.1,25.9,0.444444444,0,3,3.6,3.6,4,19.2,0.25,0.5,=,11.5,0,0,=,33.3,0.333333333,0.5,=,13,2,1,0,0,0,0,=,2.7,1.5,2,=,2,1,0,1,1.5,3,"Advanced Reproductive Center, Ltd.",Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,100%,0%,0%,0%,83%,0%,0%,19%,12%,4%,6%,0%,18%,<1%,2%,11%,27%,"Chiravudh Sawetawan, M.D.",80,21,7,16,48.8,47.6,0.571428571,0,46.3,42.9,0.428571429,0,-21.9,-42.3,=,=,51.4,0.5,0.428571429,0,52.9,0.5,0.428571429,0,27.1,0.333333333,0.428571429,0,10,14.3,0,0.25,3,2.9,2.7,2.1,43.6,0.5,0,=,10.3,0,0.25,=,48.6,0.333333333,0,=,9,3,2,0,0.222222222,0,0,=,2.4,2.3,3,=,4,3,0.5,0.333333333,2.3,2.3,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, S.C.",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,68%,0%,0%,21%,0%,1%,7%,0%,27%,12%,4%,11%,17%,"Mary Ann Mcrae, M.D.",31,18,17,0,29,0,0.117647059,=,25.8,0,0.058823529,=,-30.8,=,=,=,29.6,0,0.083333333,=,30.8,0,0.083333333,=,15.4,0,0.083333333,=,12.9,0.277777778,0.294117647,=,3.9,3.3,3.7,=,0.333333333,=,0,=,0.111111111,=,0,=,0.5,=,0,=,4,1,4,0,0,0,0,=,3.5,3,2,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, S.C.",No,No,No,No,Yes,Yes,Yes
"SETH LEVRANT, M.D., P.C.",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,73%,0%,0%,6%,10%,1%,1%,3%,9%,0%,12%,18%,40%,"Seth G. Levrant, M.D.",27,14,5,2,18.5,0.142857143,0.6,0.5,14.8,0.071428571,0.6,0.5,-26.8,=,=,=,16.7,0.083333333,0.75,0.5,17.4,0.1,0.75,0.5,13,0,0.5,0,11.1,0.142857143,0.2,0,2.8,3.2,3.3,3,0.4,0.5,0.333333333,1,0,0,0,0,0.25,1,0.333333333,1,12,2,0,0,0.333333333,0,=,=,3.3,3.5,=,=,0,1,=,0,=,2,"Seth Levrant, M.D., P.C., Partners in Reproductive Health",Yes,No,Yes,No,Yes,Yes,Yes
ASSOCIATED FERTILITY & GYNECOLOGY,,FORT WAYNE,INDIANA,100%,0%,0%,0%,65%,0%,0%,22%,10%,2%,6%,0%,8%,6%,3%,11%,32%,"Shelby O. Cooper, M.D.",95,19,11,2,47.4,0.157894737,0.181818182,0,36.8,0.105263158,0.181818182,0,-19.4,=,=,=,41.2,0.153846154,0.285714286,0,43.2,0.153846154,0.285714286,0,33.3,0.076923077,0.142857143,0,10.5,0.315789474,0.363636364,0,2.7,2.8,3.4,3.5,22.2,0.333333333,0.5,=,2.2,0,0,=,22.9,0.5,0.5,=,7,0,1,0,0,=,0,=,2.1,=,2,=,1,1,0,0,3,4,Associated Fertility & Gynecology,Yes,No,No,Yes,Yes,Yes,Yes
ADVANCED FERTILITY GROUP,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,38%,<1%,1%,7%,38%,<1%,7%,1%,8%,5%,0%,15%,19%,"William L. Gentry, M.D.",123,35,34,15,41.5,25.7,8.8,0.066666667,34.1,22.9,8.8,0.066666667,-16.7,-27.9,-18.4,=,40.8,26.7,14.3,0.111111111,42,27.6,0.157894737,0.125,24,27.6,0.105263158,0.125,16.3,14.3,38.2,0.4,2.9,3.6,3,2.8,33.3,0,0.666666667,0,13.7,0,0,0,42.9,0,0.333333333,0,28,8,5,0,17.9,0,0,=,3,2.4,2.2,=,2,1,1,0,4,4,Advanced Fertility Group,Yes,No,Yes,Yes,Yes,Yes,Yes
"FAMILY BEGINNINGS, P.C.",,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,45%,0%,0%,32%,8%,3%,22%,0%,10%,0%,5%,11%,9%,"James G. Donahue, M.D.",37,8,5,7,35.1,0.375,0,0,32.4,0.25,0,0,-30.2,=,=,=,38.7,0.25,0,0,38.7,0.25,0,0,32.3,0.25,0,0,16.2,0,0,0.714285714,2.7,2.9,2.8,2.5,0.153846154,0.333333333,=,=,0,0,=,=,0.166666667,0,=,=,12,1,0,0,0.166666667,0,=,=,2.9,2,=,=,2,0,1,=,2,=,"Family Beginnings, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
INDIANA UNIVERSITY HOSPITAL,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,19%,4%,0%,39%,31%,0%,8%,0%,0%,0%,0%,8%,14%,"Marguerite K. Shepard, M.D.",13,4,6,3,0.307692308,0.5,0,0.333333333,0.307692308,0.5,0,0.333333333,=,=,=,=,0.4,0.5,0,0.333333333,0.4,0.666666667,0,0.333333333,0.2,0.666666667,0,0.333333333,0.230769231,0,0.333333333,0,2.7,3.3,3.3,4.7,0.5,0,=,0,0,0,=,0,0.5,0,=,0,3,2,1,2,0,0,0,0,3,1,1,2,0,0,=,=,=,=,Indiana University Hospital,No,No,No,No,Yes,Yes,Yes
MIDWEST REPRODUCTIVE MEDICINE,,INDIANAPOLIS,INDIANA,96%,2%,2%,0%,52%,3%,<1%,13%,12%,9%,14%,1%,17%,12%,12%,3%,7%,"Laura M. Reuter, M.D.",447,151,123,55,34.7,31.1,23.6,5.5,29.3,24.5,17.9,1.8,-8.4,-13.8,-13.6,-5.3,32.4,28.9,20.8,2.3,33.9,29.8,21.2,2.6,21,18.5,15.4,2.6,9.6,15.2,13.8,21.8,2.4,2.6,2.8,2.6,31.6,25.5,20.7,0,3.9,10.6,3.4,0,38.2,37.8,27.3,0,159,54,36,16,15.1,14.8,13.9,0.1875,2.6,2.5,2.6,2.7,49,22,36.7,18.2,2.6,2.9,Midwest Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES,,INDIANAPOLIS,INDIANA,98%,2%,0%,0%,56%,0%,0%,12%,32%,2%,30%,0%,4%,0%,2%,10%,8%,"Donald L. Cline, M.D.",31,7,11,0,29,0.142857143,0.090909091,=,25.8,0.142857143,0.090909091,=,-30.8,=,=,=,32,0.2,0.111111111,=,33.3,0.2,0.125,=,20.8,0.2,0.125,=,19.4,0.285714286,0.181818182,=,3.2,3,3.1,=,0.111111111,0,0,=,0.222222222,0,0,=,0.375,0,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Reproductive Endocrinology Associates,No,No,No,No,No,Yes,Yes
"REPRODUCTIVE SURGERY & MEDICINE, P.C.",,INDIANAPOLIS,INDIANA,86%,13%,0%,1%,42%,0%,0%,8%,8%,4%,10%,0%,3%,2%,1%,29%,35%,"David S. McLaughlin, M.D.",50,7,12,6,44,0.428571429,0.25,0.166666667,36,0.428571429,0.166666667,0.166666667,-26.6,=,=,=,42.9,0.428571429,0.2,0.2,42.9,0.428571429,0.285714286,0.25,16.7,0.428571429,0.142857143,0.25,16,0,0.166666667,0.166666667,2.9,3,3.9,4,31.8,0,0.333333333,0,18.2,0,0,0,0.611111111,0,0.5,0,8,0,3,0,0.625,=,0,=,3.5,=,2,=,0,0,=,=,=,=,"Women's Specialty Health Centers, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE CARE OF INDIANA,,ZIONSVILLE,INDIANA,100%,0%,0%,0%,22%,0%,0%,5%,18%,13%,7%,1%,3%,18%,0%,15%,20%,"Michael A. Henry, M.D.",62,13,5,2,54.8,0.461538462,0.8,0.5,48.4,0.384615385,0.8,0.5,-24.9,=,=,=,53.6,0.555555556,0.8,0.5,56.6,0.555555556,0.8,0.5,35.8,0.222222222,0.6,0.5,9.7,0.307692308,0,0,3,3.2,3.2,3,23.5,0.5,0.5,0,20.6,0,0,0,36.7,0.6,0.25,0,14,3,0,0,0,0.333333333,=,=,4,5.3,=,=,21,6,81,0.5,3,4.8,Reproductive Care of Indiana,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"MCFARLAND CLINIC, P.C., ASSISTED REPRODUCTION",,AMES,IOWA,>99%,0%,<1%,0%,70%,0%,0%,14%,6%,0%,18%,2%,28%,<1%,13%,0%,18%,"Alan K. Munson, M.D.",62,25,18,2,43.5,44,0.222222222,0,38.7,40,0.111111111,0,-24.2,-38.4,=,=,40,41.7,0.117647059,0,42.1,43.5,0.125,0,26.3,34.8,0.125,0,3.2,4,0.055555556,0,2.2,2.8,2.8,3,44.4,0.181818182,0,=,0,0,0,=,37.5,0.2,0,=,8,3,0,0,0.25,0,=,=,2.5,3,=,=,0,0,=,=,=,=,"McFarland Clinic, P.C., Assisted Reproduction",No,No,No,No,Yes,Yes,Yes
