PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,
NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,61%,<1%,<1%,9%,4%,22%,4%,<1%,23%,<1%,25%,3%,8%,"Edmond Confino, MD",205,137,110,91,34.1,31.4,23.6,16.5,27.3,25.5,17.3,3.3,(21.3Ð34.0),(18.5Ð33.7),(10.7Ð25.7),(0.7Ð9.3),29.9,28.9,20.4,3.8,31.1,30.2,21.1,3.9,21.7,25.9,16.7,3.9,8.8,11.7,15.5,14.3,2.2,2.3,2.8,3.4,28.6,23.3,15.4,0.066666667,0,0,0,0,30.4,14.3,0.210526316,0,58,54,26,9,32.8,29.6,23.1,0.222222222,2.8,2.6,3,2.8,41,24,53.7,33.3,2.1,3.2,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
THE RINEHARTÐCOULAM CENTER,,CHICAGO,ILLINOIS,100%,0%,0%,0%,88%,0%,0%,4%,13%,9%,0%,9%,0%,13%,11%,21%,21%,"John S. Rinehart, MD",18,5,12,2,0.388888889,0.6,0.166666667,0,0.388888889,0.6,0.166666667,0,,,,,0.388888889,0.6,0.166666667,0,0.411764706,0.75,0.285714286,0,0.235294118,0.5,0.142857143,0,0,0,0,0,2.8,4,3.9,2,0.428571429,0.666666667,0.5,=,0,0,0,=,0.428571429,0.333333333,0.5,=,4,0,2,0,0,=,0,=,2.8,=,2,=,7,1,0.428571429,0,3.1,2,The RinehartÐCoulam Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
RIVER NORTH IVFÐFERTILITY CENTERS OF ILLINOIS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,79%,0%,<1%,9%,17%,11%,3%,1%,15%,4%,17%,9%,15%,"Aaron S. Lifchez, MD",802,392,375,154,32.4,26.5,13.9,14.3,27.8,23,9.9,9.1,(24.7Ð31.0),(18.9Ð27.4),(7.0Ð13.3),(5.1Ð14.8),33.5,28.8,12.5,11.6,36,31,15.5,14,22.5,21.7,12.6,13,17,20.2,21.3,21.4,2.3,2.3,2.4,2.5,36.2,27.9,11.5,4.5,3.5,1.9,1.9,4.5,37.7,30,18.9,0.071428571,156,71,51,13,38.5,42.3,19.6,0.384615385,2,2,1.9,1.8,86,30,53.5,30,2.4,2,River North IVFÐFertility Centers of Illinois,Yes,No,Yes,Yes,Yes,Yes,Yes,IL,
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,52%,0%,0%,18%,1%,<1%,8%,2%,13%,19%,16%,8%,15%,"Helen Kim, MD",32,26,14,13,25,23.1,0.285714286,0.153846154,21.9,15.4,0.214285714,0.076923077,(9.3Ð40.0),(4.4Ð34.9),,,29.2,18.2,0.272727273,0.166666667,33.3,20,0.3,0.166666667,14.3,15,0.3,0.166666667,25,15.4,0.214285714,0.538461538,2.3,2.5,4.4,3.8,0.625,0.333333333,0,0.5,0,0,0,0,0.571428571,0.25,0,0,23,7,4,4,43.5,0.142857143,0.25,0,2.7,2.6,3,4,1,3,1,0,2,2,This clinic has closed or reorganized since 2005.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,IL,
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,59%,<1%,0%,15%,4%,3%,6%,<1%,16%,14%,10%,21%,12%,"Richard E. Leach, MD",56,24,19,18,41.1,37.5,0.263157895,0.055555556,30.4,20.8,0.105263158,0.055555556,(18.8Ð44.1),(7.1Ð42.2),,,39.5,25,0.153846154,0.076923077,42.5,0.294117647,0.222222222,0.076923077,27.5,0.294117647,0,0,23.2,16.7,0.315789474,0.277777778,2.1,2.7,3.2,4,34.8,0,0.6,1,0,0,0,0,0.352941176,0,1,1,5,3,3,1,0.2,1,0.666666667,0,1.8,2.7,3,2,5,5,0.4,0.2,2.2,2.2,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes,IL,
WOMEN'S HEALTH CONSULTANTS,,CHICAGO,ILLINOIS,95%,0%,5%,0%,75%,1%,0%,0%,0%,<1%,0%,<1%,3%,0%,<1%,43%,52%,"Mary W. Molo, MD",47,34,32,17,31.9,29.4,15.6,0.058823529,23.4,17.6,9.4,0,(12.3Ð38.0),(6.8Ð34.5),(2.0Ð25.0),,28.2,20.7,10.7,0,29.7,21.4,12,0,21.6,14.3,12,0,17,14.7,12.5,0.235294118,2.7,2.6,3,3.1,0.133333333,0.2,0.4,0,0.066666667,0,0,0,0.272727273,0.333333333,0,=,6,1,3,0,0.166666667,0,0,=,2.8,2,2,=,0,1,=,0,=,3,Women's Health Consultants,No,No,Yes,No,Yes,No,Yes,IL,
CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF,,CREST HILL,ILLINOIS,100%,0%,0%,0%,79%,0%,<1%,12%,13%,32%,1%,0%,13%,0%,11%,7%,11%,"R. Scott Springer, DO",69,15,25,11,30.4,0.2,40,0.090909091,26.1,0.133333333,28,0,(16.3Ð38.1),,(12.1Ð49.4),,29,0.153846154,0.368421053,0,31,0.166666667,0.388888889,0,17.2,0.166666667,0.166666667,0,10.1,0.133333333,24,0,2.2,2.9,2.5,3.2,38.1,0,0.4,0,4.8,0,0.1,0,0.444444444,0,0.571428571,=,12,5,3,1,0.25,0.4,0,0,2.3,2.6,3,4,5,2,0.2,0,2,2.5,Center for Reproductive Health/Joliet IVF,Yes,No,Yes,Yes,Yes,No,Pending,IL,
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,100%,0%,0%,0%,39%,0%,0%,13%,8%,4%,15%,2%,8%,3%,4%,22%,22%,"Amos E. Madanes, MD",115,54,35,9,31.3,27.8,20,0.222222222,27.8,25.9,11.4,0.111111111,(19.9Ð37.0),(15.0Ð39.7),(3.2Ð26.7),,41.6,35.9,16.7,0.142857143,42.1,35.9,17.4,0.166666667,26.3,33.3,17.4,0.166666667,33,27.8,31.4,0.222222222,3,3.3,3.5,4,38.9,0.133333333,0.142857143,0,5.6,0.066666667,0,0,37.5,0.071428571,0,0,13,7,5,1,0.307692308,0.285714286,0.6,0,2.8,2.9,2.4,2,4,1,0,0,3,2,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,IL,
THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,100%,0%,0%,0%,90%,0%,<1%,9%,11%,11%,3%,4%,8%,7%,11%,17%,21%,"John S. Rinehart, MD",79,52,38,15,48.1,28.8,28.9,0.2,41.8,25,28.9,0.133333333,(30.8Ð53.4),(14.0Ð38.9),(15.4Ð45.9),,42.9,27.7,31.4,0.181818182,51.6,35.1,40.7,0.285714286,29.7,24.3,18.5,0.285714286,2.5,9.6,7.9,0.266666667,2.5,2.7,2.7,2.7,42.1,0.266666667,0.363636364,0,2.6,0,0.181818182,0,42.4,0.307692308,0.545454545,0,18,4,2,1,0.277777778,0.25,0.5,0,2.4,2.8,1.5,2,17,7,0.764705882,0.142857143,2.7,2.3,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,90%,0%,0%,7%,3%,20%,4%,<1%,16%,<1%,10%,22%,19%,"Richard Sherbahn, MD",174,83,32,18,51.1,53,43.8,0.111111111,44.8,42.2,25,0.055555556,(37.3Ð52.5),(31.4Ð53.5),(11.5Ð43.4),,47,44.9,28.6,0.066666667,48.8,47.3,29.6,0.066666667,27.5,39.2,29.6,0.066666667,4.6,6,12.5,0.166666667,2,2,2.7,2.5,38.2,20.5,0.214285714,0.5,3.4,0,0,0,43.6,17.1,0,0,18,12,3,2,0.388888889,0.083333333,0.333333333,0,2.1,2,2.7,1.5,52,23,73.1,8.7,2,2.2,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
CHICAGO INFERTILITY ASSOCIATES,,HANOVER PARK,ILLINOIS,100%,0%,0%,0%,56%,0%,0%,11%,19%,2%,17%,6%,13%,0%,19%,0%,13%,"Ketan N. Jobanputra, MD",18,8,10,4,0.333333333,0.375,0.3,0.25,0.277777778,0.25,0.2,0,,,,,0.277777778,0.25,0.2,0,0.294117647,0.25,0.222222222,0,0.176470588,0.25,0.222222222,0,0,0,0,0,2.2,1.8,1.9,2,0.333333333,0,0,1,0,0,0,0,0.4,0,0,=,2,0,1,1,0,=,0,0,2,=,1,2,0,0,=,=,=,=,Chicago Infertility Associates,Yes,Yes,Yes,No,Yes,No,Yes,IL,
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,86%,0%,0%,4%,10%,<1%,2%,<1%,9%,14%,13%,33%,14%,"Edward L. Marut, MD",447,367,287,146,41.2,33,21.6,11,34.9,27,15,7.5,(30.5Ð39.5),(22.5Ð31.8),(11.1Ð19.6),(3.8Ð13.1),38.5,30,18,9.8,40.1,31.9,19.9,11.8,23.9,24.5,13.9,10.8,9.4,10.1,16.7,23.3,2.7,3,3.4,3.5,36.4,22.3,16.1,0.3125,5.4,7.4,9.7,0,40.4,23.2,30.2,0.090909091,82,48,25,10,26.8,22.9,16,0.1,3.1,2.8,3,3.2,123,64,51.2,26.6,2.5,3,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending,IL,
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,71%,0%,0%,8%,18%,0%,<1%,2%,23%,16%,5%,16%,13%,"Michael J. Hickey, MD",39,25,12,1,46.2,24,0.333333333,0,41,20,0.25,0,(25.6Ð57.9),(6.8Ð40.7),,,41,21.7,0.272727273,0,47.1,22.7,0.3,0,26.5,4.5,0.2,0,0,8,0.083333333,0,2.8,2.8,3.2,3,0.5,0.666666667,0.5,=,0,0.166666667,0,=,0.4375,0.8,0.333333333,=,11,2,5,1,0.636363636,0.5,0.2,0,2.6,3,2.6,2,10,9,0.3,0.555555556,2.8,2.9,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes,IL,
"REENA JABAMONI, MD, SC",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,85%,0%,0%,5%,31%,18%,0%,0%,10%,0%,8%,5%,23%,"Reena Jabamoni, MD",33,17,7,7,36.4,0.411764706,0.142857143,0,33.3,0.235294118,0,0,(18.0Ð51.8),,,,33.3,0.266666667,0,0,35.5,0.285714286,0,0,19.4,0.142857143,0,0,0,0.117647059,0,0.428571429,2.3,2.7,1.8,1,0.416666667,0.142857143,0,=,0,0.142857143,0,=,0.454545455,0.5,=,=,2,1,0,0,0.5,0,=,=,2.5,1,=,=,3,0,1,=,2,=,"Reena Jabamoni, MD, SC",Yes,Yes,Yes,No,Yes,Yes,Yes,IL,
"KARANDE AND ASSOCIATES, SC",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,85%,0%,0%,8%,17%,22%,3%,<1%,18%,8%,19%,2%,5%,"Vishvanath C. Karande, MD",193,54,38,13,46.1,44.4,23.7,0.307692308,38.9,29.6,18.4,0.307692308,(31.9Ð46.1),(18.0Ð43.6),(7.7Ð34.3),,41.9,35.6,19.4,0.333333333,48.4,40,23.3,0.444444444,32.9,30,20,0.222222222,7.3,16.7,5.3,0.076923077,2.1,1.9,2.6,3,25.8,25,0.222222222,0.5,5.6,0,0,0,32,0.25,0.142857143,0.5,21,7,4,1,28.6,0.285714286,0,0,1.9,1.9,2,2,21,17,52.4,0.411764706,2.2,2.1,"Karande and Associates, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,94%,0%,<1%,0%,3%,6%,7%,23%,19%,9%,17%,7%,9%,"Marek W. Piekos, MD",69,20,6,5,40.6,20,0.666666667,0,31.9,20,0.666666667,0,(21.2Ð44.2),(5.7Ð43.7),,,32.4,20,0.666666667,0,33.8,0.210526316,0.666666667,0,26.2,0.157894737,0.666666667,0,1.4,0,0,0,3.5,3.4,3.5,4,28.6,0.25,0,=,3.6,0,0,=,22.7,0.25,0,=,3,1,0,0,0,1,=,=,3,4,=,=,2,0,0.5,=,3,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
IVF1,,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,89%,0%,2%,4%,8%,17%,2%,<1%,12%,9%,15%,17%,17%,"Randy S. Morris, MD",100,46,32,19,45,41.3,28.1,0.105263158,41,39.1,25,0.105263158,(31.3Ð51.3),(25.1Ð54.6),(11.5Ð43.4),,44.6,42.9,32,0.117647059,45.1,45,36.4,0.25,31.9,32.5,18.2,0.125,8,8.7,21.9,0.105263158,1.9,1.9,2.3,2,33.3,0.315789474,0.666666667,0.5,0,0,0,0,29.3,0.277777778,0.5,0.5,37,17,7,2,32.4,0.235294118,0.285714286,0.5,1.7,1.5,1.3,2,25,16,56,0.25,2,1.8,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
"CHARLES E. MILLER, MD, & ASSOCIATES",,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,89%,<1%,<1%,8%,3%,7%,8%,4%,19%,25%,0%,11%,14%,"Charles E. Miller, MD",160,107,60,31,48.8,33.6,30,16.1,40,29.9,20,9.7,(32.3Ð48.0),(21.4Ð39.5),(10.8Ð32.3),(2.0Ð25.8),43.2,35.2,21.8,12.5,47.8,38.6,24,15,35.8,30.1,16,15,7.5,15,8.3,22.6,2.6,3,3.4,3.5,17.9,13.9,0.222222222,0,10.3,13.9,0.166666667,0.2,25,21.9,0.333333333,0,40,26,14,3,40,34.6,0.214285714,0,2.5,2.9,2.9,3.3,34,13,44.1,0.384615385,2.3,2.5,"Charles E. Miller, MD, & Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,>99%,<1%,0%,0%,82%,0%,0%,6%,7%,15%,15%,<1%,12%,6%,11%,9%,20%,"W. Paul Dmowski, MD",58,20,16,4,50,45,0.25,0.25,44.8,35,0.125,0.25,(31.7Ð58.5),(15.4Ð59.2),,,49.1,0.368421053,0.133333333,0.25,55.3,0.411764706,0.153846154,0.25,29.8,0.294117647,0.153846154,0,8.6,5,0.0625,0,2.2,2.2,2.3,2.8,44.8,0.444444444,0,1,3.4,0,0.25,0,46.2,0.285714286,0,1,16,6,5,5,0.375,0.833333333,0.4,0,2.3,2.2,2,2.8,7,10,0.428571429,0.3,2,2.4,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
SHER INSTITUTE FOR REPRODUCTIVE MEDICINEÐCENTRAL ILLINOIS,,PEORIA,ILLINOIS,100%,0%,0%,0%,93%,0%,1%,18%,4%,2%,12%,0%,21%,4%,5%,13%,22%,"Peter M. Ahlering, MD",54,10,10,6,50,0.3,0.3,0.166666667,44.4,0.3,0.2,0,(30.9Ð58.6),,,,44.4,0.333333333,0.285714286,0,47.1,0.375,0.285714286,0,27.5,0.25,0.285714286,0,0,0.1,0.3,0.333333333,2.5,2.9,2.9,2.8,33.3,0.333333333,0,0,7.4,0,0,0,41.7,0.333333333,0,=,8,2,0,0,0.5,0.5,=,=,2.1,2,=,=,3,0,0.666666667,=,2.7,=,Sher Institute for Reproductive MedicineÐCentral Illinois,Yes,Yes,Yes,Yes,Yes,No,Pending,IL,
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,97%,3%,0%,0%,87%,0%,2%,10%,8%,1%,7%,1%,25%,5%,4%,18%,21%,"Chiravudh Sawetawan, MD",85,33,20,3,37.6,27.3,5,0,29.4,24.2,5,0,(20.0Ð40.3),(11.1Ð42.3),(0.1Ð24.9),,31.6,26.7,5,0,32.9,28.6,0.0625,0,19.7,28.6,0.0625,0,7.1,9.1,0,0,2.4,2.4,2.9,2,34.4,0,0,=,3.1,0,0,=,40,0,0,=,43,7,13,0,32.6,0.428571429,0.076923077,=,2.7,2.4,3.2,=,9,13,0,0.153846154,2,2.8,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
"NORTH SHORE FERTILITY, SC",,SKOKIE,ILLINOIS,100%,0%,0%,0%,74%,0%,<1%,3%,11%,21%,4%,2%,12%,6%,8%,16%,19%,"Susan A. Davies, MD",108,51,36,28,11.1,13.7,5.6,10.7,8.3,9.8,2.8,10.7,(3.9Ð15.2),(3.3Ð21.4),(0.1Ð14.5),(2.3Ð28.2),9.8,12.2,3.2,13.6,11.3,15.2,5,0.166666667,6.3,12.1,5,0.166666667,14.8,19.6,13.9,21.4,2.5,2.2,3,2.4,0.416666667,0.142857143,0,0,0,0,0,0,0.444444444,0.2,0,0,4,3,2,0,0.25,0,0,=,2.3,2.3,3,=,16,8,0.25,0.375,2.6,3,"North Shore Fertility, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL,
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, SC",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,84%,0%,0%,11%,2%,<1%,6%,0%,34%,7%,9%,15%,16%,"Mary Ann McRae, MD",52,21,7,5,28.8,19,0,0.2,26.9,14.3,0,0.2,(15.6Ð41.0),(3.0Ð36.3),,,32.6,0.157894737,0,0.5,35.9,0.157894737,0,0.5,30.8,0.157894737,0,0.5,17.3,9.5,0,0.6,3.3,3.2,3.3,3.5,0.133333333,0,=,0,0,0,=,0,0.142857143,0,=,0,12,5,1,0,0.083333333,0.2,0,=,2.7,2.4,4,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, SC",Yes,No,No,No,Yes,Yes,Yes,IL,
"SETH LEVRANT, MD, PC",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,93%,0%,2%,13%,7%,0%,4%,7%,15%,9%,4%,15%,27%,"Seth G. Levrant, MD",31,14,3,10,25.8,0.428571429,0.333333333,0,22.6,0.142857143,0.333333333,0,(9.6Ð41.1),,,,23.3,0.153846154,0.5,0,24.1,0.153846154,0.5,0,17.2,0.153846154,0.5,0,3.2,0.071428571,0.333333333,0.1,2.4,2.9,2,3.4,0.125,0,0,=,0.125,0,0,=,0.285714286,0,0,=,6,6,0,1,0,0.166666667,=,0,2.7,2.7,=,2,2,0,0,=,2,=,"Seth Levrant, MD, PC, Partners in Reproductive Health",Yes,No,Yes,Yes,Yes,Yes,Yes,IL,
BONAVENTURA REPRODUCTIVE MEDICINE,,CARMEL,INDIANA,100%,0%,0%,0%,86%,0%,1%,9%,15%,19%,8%,2%,14%,10%,3%,11%,11%,"Leo M. Bonaventura, MD",56,16,15,6,19.6,0.375,0.266666667,0,14.3,0.375,0.066666667,0,(6.4Ð26.2),,,,15.4,0.461538462,0.076923077,0,18.2,0.5,0.083333333,0,13.6,0.416666667,0.083333333,0,7.1,0.1875,0.133333333,0.666666667,2.2,2.2,2.6,2,0.181818182,0.166666667,0,=,0,0,0,=,0.25,0.166666667,0,=,41,6,7,4,12.2,0.166666667,0,0,2.6,2.8,2.3,2.8,15,5,0.4,0.2,2.1,2.2,Bonaventura Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,No,IN,
JARRETT FERTILITY GROUP,,CARMEL,INDIANA,98%,2%,0%,0%,55%,<1%,<1%,12%,10%,13%,14%,2%,15%,7%,11%,9%,8%,"John C. Jarrett II, MD",138,43,33,13,31.2,23.3,15.2,0.153846154,25.4,20.9,12.1,0.153846154,(18.3Ð33.5),(10.0Ð36.0),(3.4Ð28.2),,31.5,25.7,14.3,0.166666667,34.3,28.1,16,0.181818182,19.6,18.8,8,0.181818182,19.6,18.6,15.2,0.076923077,2.1,2.4,2.8,2.6,37.2,0.3,0.4,0,2.3,0,0,0,42.9,0.333333333,0.5,0,52,20,12,6,28.8,30,0,0.166666667,2.6,2.3,2,2,29,26,31,23.1,2.3,2.3,Jarrett Fertility Group,Yes,Yes,Yes,Yes,Yes,Yes,No,IN,
MIDWEST FERTILITY SPECIALISTS,,CARMEL,INDIANA,>99%,0%,<1%,0%,72%,0%,0%,14%,4%,9%,11%,<1%,17%,12%,18%,5%,9%,"Laura M. Reuter, MD",194,61,44,16,41.8,31.1,18.2,0,37.6,26.2,13.6,0,(30.8Ð44.9),(15.8Ð39.1),(5.2Ð27.4),,40.6,28.6,16.2,0,41.5,30.8,17.6,0,27.3,17.3,17.6,0,7.2,8.2,15.9,0.4375,2.3,2.3,2.4,2.4,37,0.368421053,0,=,0,0.052631579,0,=,34.2,0.4375,0,=,105,37,30,6,36.2,29.7,13.3,0.166666667,2.7,2.7,2.7,3.2,42,33,50,30.3,2,2.9,Midwest Fertility Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Pending,IN,
"ADVANCED REPRODUCTION INSTITUTE, LLC",ADVANCED FERTILITY GROUP,EVANSVILLE,INDIANA,100%,0%,0%,0%,46%,0%,0%,18%,36%,0%,10%,0%,1%,3%,1%,12%,19%,"William L. Gentry, MD",74,20,13,3,51.4,20,0.076923077,0,50,20,0.076923077,0,(38.1Ð61.9),(5.7Ð43.7),,,57.8,0.25,0.111111111,0,62.7,0.25,0.125,0,35.6,0.25,0.125,0,13.5,20,0.307692308,0.333333333,2.7,3.1,3.3,4,26.3,0,0,=,15.8,0,0,=,43.2,0,0,=,10,5,3,2,0.3,0.2,0,0,3,2.6,2,3.5,11,0,0.454545455,=,3,=,"Advanced Reproduction Institute, LLC, Advanced Fertility Group",Yes,Yes,Yes,Yes,Yes,Yes,Yes,IN,
"ASSOCIATED FERTILITY & GYNECOLOGY, PC",,FORT WAYNE,INDIANA,100%,0%,0%,0%,69%,0%,<1%,15%,3%,0%,5%,0%,6%,2%,0%,21%,48%,"Shelby O. Cooper, MD",58,22,18,3,27.6,22.7,0.166666667,0,27.6,22.7,0.166666667,0,(16.7Ð40.9),(7.8Ð45.4),,,33.3,0.277777778,0.1875,=,35.6,0.333333333,0.1875,=,26.7,0.133333333,0.125,=,17.2,18.2,0.111111111,1,2.5,3.1,2.8,=,0.3125,0.6,0.666666667,=,0.0625,0,0,=,0.25,0.6,0.333333333,=,11,3,2,0,0.090909091,0.333333333,0.5,=,2.3,2.7,2,=,0,2,=,0,=,2,"Associated Fertility & Gynecology, PC",Yes,Yes,No,Yes,Yes,Yes,Yes,IN,
ADVANCED FERTILITY GROUP,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,53%,0%,7%,4%,7%,2%,3%,2%,41%,0%,0%,5%,37%,"William L. Gentry, MD",43,17,20,6,51.2,0.705882353,5,0.166666667,44.2,0.705882353,5,0,(29.1Ð60.1),,(0.1Ð24.9),,47.5,0.705882353,0.066666667,0,48.7,0.705882353,0.071428571,0,28.2,0.529411765,0.071428571,0,7,0,25,0,2.6,2.6,2.6,2.7,36.4,0.166666667,0,0,4.5,0.083333333,0,0,0.421052632,0.25,0,=,16,4,5,0,0.0625,0.5,0.6,=,2.6,2.8,2.8,=,1,1,1,0,3,1,Advanced Fertility Group,Yes,No,Yes,Yes,Yes,Yes,Yes,IN,
"FAMILY BEGINNINGS, PC",,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,35%,0%,0%,13%,18%,<1%,20%,0%,18%,0%,15%,3%,14%,"James G. Donahue, MD",79,36,27,15,39.2,30.6,25.9,0,31.6,22.2,11.1,0,(21.6Ð43.1),(10.1Ð39.2),(2.4Ð29.2),,35.7,27.6,14.3,0,38.5,29.6,15,0,16.9,14.8,15,0,11.4,19.4,22.2,0.333333333,2.7,2.6,2.6,1.4,45.2,0.272727273,0.285714286,=,6.5,0.090909091,0,=,56,0.5,0,=,6,4,1,1,0.166666667,0,0,0,2.7,2.5,2,3,1,0,0,=,1,=,"Family Beginnings, PC",Yes,Yes,Yes,No,Yes,Yes,Yes,IN,
INDIANA UNIVERSITY HOSPITAL,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,25%,0%,0%,17%,17%,0%,13%,0%,0%,0%,4%,4%,44%,"Marguerite K. Shepard, MD",7,4,3,1,0.571428571,0.25,0.333333333,1,0.571428571,0.25,0.333333333,1,,,,,0.8,0.333333333,0.333333333,1,0.8,0.333333333,0.333333333,1,0.4,0.333333333,0,1,0.285714286,0.25,0,0,2,3,2.3,2,0.5,0,1,1,0,0,0,0,0.5,0,1,0,2,3,2,0,0,0,0,=,3,2,3,=,0,0,=,=,=,=,Indiana University Hospital,Yes,No,No,No,Yes,Yes,Yes,IN,
REPRODUCTIVE CARE OF INDIANA,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,71%,0%,7%,10%,38%,9%,8%,16%,9%,2%,0%,9%,<1%,"Michael A. Henry, MD",36,18,3,2,58.3,0.277777778,0.333333333,0,55.6,0.277777778,0.333333333,0,(38.1Ð72.1),,,,60.6,0.357142857,0.5,0,62.5,0.384615385,0.5,0,25,0.076923077,0.5,0,8.3,0.222222222,0.333333333,0,2.4,2.9,3.5,4,38.1,0.8,0,=,19,0.2,0,=,60,0.8,0,=,8,6,1,0,0.125,0,1,=,3.8,3.7,4,=,17,8,0.647058824,0,3.1,4.5,Reproductive Care of Indiana,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IN,
