PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
HAWAII CENTER FOR REPRODUCTIVE MEDICINE & SURGERY,,KAILUA,HAWAII,100%,0%,0%,0%,40%,0%,<1%,8%,2%,40%,3%,0%,14%,<1%,2%,5%,25%,"Kenneth K. C. Vu, MD",81,49,82,21,24.7,12.2,12.2,9.5,22.2,10.2,8.5,9.5,(13.7-32.8),(3.4-22.2),(3.5-16.8),(1.2-30.4),24.3,11.9,9.3,0.117647059,25.7,12.2,10.3,0.133333333,18.6,9.8,4.4,0.133333333,8.6,14.3,8.5,19,2.9,3.1,2.8,3.5,15,0.166666667,0.4,0.5,20,0,0.1,0,0.277777778,0.2,0.571428571,0,10,6,5,5,0.1,0,0,0,3,2.3,3,2,14,9,0.357142857,0.222222222,2.8,3.1,Hawaii Center for Reproductive Medicine & Surgery,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,100%,0%,0%,0%,26%,0%,0%,24%,7%,7%,3%,0%,7%,0%,10%,28%,14%,"John L. Frattarelli, MD",11,6,6,0,0.636363636,0.333333333,0.333333333,=,0.545454545,0.333333333,0.333333333,=,,,,,0.666666667,0.333333333,0.333333333,=,0.666666667,0.333333333,0.333333333,=,0.555555556,0.333333333,0.166666667,=,0.181818182,0,0,=,2.6,3.2,3.2,=,0.142857143,0,0.5,=,0.142857143,0,0,=,0.166666667,0,0.5,=,4,1,1,0,0.5,1,0,=,2,2,3,=,0,0,=,=,=,=,Tripler Army Medical Center IVF Institute,Yes,No,Yes,No,Yes,Yes,Yes
IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,100%,0%,0%,0%,47%,0%,5%,8%,8%,14%,6%,3%,15%,5%,2%,18%,22%,"Russell A. Foulk, MD",96,29,30,5,52.1,41.4,30,0.4,43.8,31,30,0.4,(33.6-54.3),(15.3-50.8),(14.7-49.4),,46.2,32.1,36,0.5,47.2,32.1,36,0.666666667,34.8,14.3,32,0.666666667,5.2,3.4,16.7,0.2,2.9,3.2,3.1,4.3,20,0.166666667,0.333333333,0,6,0.333333333,0.111111111,0,26.2,0.555555556,0.111111111,0,36,10,6,0,47.2,0.3,0.166666667,=,2.9,3.2,2.7,=,32,32,56.3,37.5,2.6,3,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
RUSHÐCOPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,89%,0%,9%,2%,35%,0%,0%,12%,6%,7%,16%,<1%,10%,23%,4%,10%,10%,"Zvi Binor, MD",53,40,15,17,17,17.5,0.066666667,0.117647059,15.1,15,0,0.117647059,(6.7-27.6),(5.7-29.8),,,16,19.4,0,0.153846154,16.3,22.2,0,0.181818182,10.2,18.5,0,0.181818182,5.7,22.5,0.133333333,0.235294118,3.1,2.5,2.9,3.2,0.444444444,0.142857143,0,0,0,0,0,0,0.375,0.166666667,=,0,4,2,2,1,0.25,0,0.5,0,2.5,3,2,2,3,1,0,0,3.3,3,RushÐCopley Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes
LIFEÐWOMEN'S HEALTH CENTER,,BERWYN,ILLINOIS,100%,0%,0%,0%,50%,0%,94%,18%,9%,5%,0%,0%,5%,0%,14%,14%,36%,"Daniel A. Rostein, MD",9,1,5,1,0.222222222,0,0.2,0,0.222222222,0,0.2,0,,,,,0.25,0,0.2,=,0.25,0,0.25,=,0,0,0.25,=,0.111111111,0,0,1,2.1,3,1.8,=,0.5,=,0,=,0.5,=,0,=,1,=,0,=,4,1,0,0,0.75,0,=,=,2.5,3,=,=,1,0,1,=,3,=,LifeÐWomen's Health Center,Yes,No,Yes,No,Yes,No,Yes
CHICAGO WOMEN'S WELLNESS CENTER,,CHICAGO,ILLINOIS,100%,0%,0%,0%,16%,0%,0%,8%,2%,42%,2%,0%,9%,6%,19%,5%,9%,"Jan Friberg, MD",10,9,12,5,0.4,0.444444444,0,0,0.3,0.333333333,0,0,,,,,0.333333333,0.5,0,0,0.428571429,0.75,0,0,0.285714286,0.5,0,0,0.1,0.333333333,0.25,0.4,3.4,3.3,3.9,4,0.25,0.25,=,=,0,0,=,=,0.333333333,0.333333333,=,=,2,2,0,0,0.5,0,=,=,2.5,2.5,=,=,6,5,0,0.2,3.2,2.6,Chicago Women's Wellness Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,100%,0%,0%,0%,0%,<1%,0%,<1%,2%,0%,6%,<1%,23%,67%,0%,0%,3%,"Ilan Tur-Kaspa, MD",96,59,47,16,35.4,37.3,21.3,0.1875,30.2,35.6,17,0.125,(21.3-40.4),(23.6-49.1),(7.6-30.8),,32.2,38.2,17.4,0.133333333,40.3,43.8,19.5,0.2,29.2,33.3,19.5,0.2,6.3,6.8,2.1,0.0625,2,2,2,2.2,23.5,22.7,0,0,2.9,0,0,0,27.6,23.8,0,0,19,14,3,4,0.263157895,0,0.333333333,0.5,1.8,2.1,2.3,2.3,22,1,50,1,2,2,Institute for Human Reproduction (IHR),Yes,Yes,Yes,Yes,Yes,No,Yes
NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,57%,0%,<1%,10%,7%,18%,5%,1%,19%,1%,28%,4%,8%,"Edmond Confino, MD",193,148,149,69,41.5,31.1,29.5,17.4,37.3,25.7,20.8,8.7,(30.5-44.5),(18.9-33.5),(14.6-28.2),(3.3-18.0),40,28.1,24.6,10.3,41.1,28.8,24.8,10.3,29.7,19.7,20,6.9,6.7,8.8,15.4,15.9,2.1,2.4,2.7,3.3,25,34.8,13.6,0.166666667,0,0,0,0,27.8,31.6,19.4,0.333333333,46,36,20,9,34.8,36.1,40,0.333333333,2.8,2.8,3,3.6,30,28,50,35.7,2,3,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes
RIVER NORTH IVFÐFERTILITY CENTERS OF ILLINOIS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,80%,0%,0%,10%,14%,11%,4%,<1%,16%,2%,20%,10%,12%,"Aaron S. Lifchez, MD",886,411,357,157,27.3,20.7,13.7,4.5,22.8,15.8,10.1,2.5,(20.1-25.7),(12.4-19.7),(7.2-13.7),(0.7-6.4),26.4,19.3,13.3,3.5,28.2,20.6,15.8,4.4,17.7,15.2,13.2,4.4,13.7,18,24.4,26.8,2.5,2.6,2.5,2.4,33.5,27.1,10.2,0,4.1,0,4.1,0,37.1,26.2,16.7,0,96,40,23,6,34.4,30,21.7,0.166666667,2.1,2.2,2.4,2.2,68,20,44.1,30,2.5,2.1,River North IVFÐFertility Centers of Illinois,Yes,No,Yes,Yes,Yes,Yes,Yes
RUSH CENTER FOR ADVANCED REPRODUCTIVE CARE,,CHICAGO,ILLINOIS,94%,2%,1%,3%,64%,0%,0%,10%,2%,5%,7%,2%,14%,20%,3%,20%,17%,"Mary Wood-Molo, MD",42,32,28,12,31,25,21.4,0.083333333,23.8,15.6,10.7,0.083333333,(12.1-39.5),(5.3-32.8),(2.3-28.2),,26.3,21.7,12,0.125,27.8,25,12.5,0.142857143,19.4,15,8.3,0,9.5,28.1,10.7,0.333333333,2.8,2.9,2.9,2.1,0.230769231,0.25,0.166666667,1,0,0.125,0,0,0.3,0.4,0.333333333,1,4,5,4,1,0.25,0,0.25,0,2.3,3,2.5,1,7,1,0.285714286,0,3.6,3,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,54%,0%,0%,13%,<1%,2%,3%,<1%,13%,11%,25%,13%,20%,"Helen Kim, MD",44,17,13,19,20.5,0.235294118,0.230769231,0.157894737,15.9,0.176470588,0.076923077,0.052631579,(6.6-30.1),,,,18.4,0.230769231,0.1,0.076923077,28,0.25,0.111111111,0.083333333,12,0.166666667,0,0.083333333,13.6,0.235294118,0.230769231,0.315789474,2.5,3,3.7,3.4,0.444444444,0.25,0.333333333,0,0,0,0,0,0.571428571,0.333333333,1,0,20,5,6,2,15,0.4,0.333333333,0,2.6,2.6,3.5,4,4,4,0.25,0.25,2.5,3.8,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,66%,0%,<1%,16%,6%,6%,4%,2%,25%,7%,10%,11%,13%,"Richard E. Leach, MD",52,19,27,7,36.5,0.263157895,7.4,0.285714286,25,0.210526316,7.4,0.142857143,(14.0-38.9),,(0.9-24.3),,28.3,0.210526316,0.105263158,0.2,32.5,0.266666667,0.125,0.2,17.5,0.266666667,0.125,0.2,11.5,0,29.6,0.285714286,2.4,2.7,3.4,4.4,0.263157895,0.2,0.5,0,0.052631579,0,0,0,0.461538462,0,0,0,12,3,1,1,0.583333333,0.666666667,0,0,2.3,3.3,3,4,1,3,0,0.333333333,1,2,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF,,CREST HILL,ILLINOIS,100%,0%,0%,0%,63%,0%,2%,13%,7%,12%,2%,0%,25%,2%,24%,7%,8%,"R. Scott Springer, DO",65,21,10,4,29.2,23.8,0.1,0,24.6,19,0.1,0,(14.8-36.9),(5.4-41.9),,,28.6,0.266666667,0.142857143,0,30.2,0.333333333,0.166666667,0,26.4,0.166666667,0.166666667,0,13.8,28.6,0.3,0,3,3.3,3,3.3,0.105263158,0.4,0,=,0.052631579,0,0,=,0.125,0.5,0,=,12,5,2,2,0.166666667,0.4,0.5,0,2.5,3.2,2,2.5,8,2,0.625,0,2.1,2,Center for Reproductive Health/Joliet IVF,Yes,No,Yes,Yes,Yes,No,No
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,100%,0%,0%,0%,41%,0%,0%,14%,5%,3%,19%,1%,14%,6%,4%,16%,19%,"Amos E. Madanes, MD",128,53,19,10,19.5,20.8,0.105263158,0,17.2,13.2,0.105263158,0,(11.1-24.9),(5.5-25.3),,,22.2,17.5,0.166666667,0,22.4,18.4,0.166666667,0,15.3,13.2,0.166666667,0,22.7,24.5,0.368421053,0.3,3.3,3.8,3.9,4.4,32,0.272727273,0,=,0,0,0,=,31.8,0.285714286,0,=,37,11,6,1,10.8,0,0,0,2.2,2.2,1.8,4,7,4,0.285714286,0,3.4,2,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,100%,0%,0%,0%,93%,0%,0%,12%,14%,17%,3%,3%,8%,7%,10%,13%,15%,"John S. Rinehart, MD, PhD",59,39,38,11,47.5,30.8,44.7,0.545454545,44.1,25.6,28.9,0.272727273,(31.2-57.6),(13.0-42.1),(15.4-45.9),,48.1,28.6,28.9,0.3,54.2,32.3,36.7,0.333333333,27.1,19.4,23.3,0.333333333,8.5,10.3,0,0.090909091,2.9,2.8,2.6,3.4,46.4,0.25,0.294117647,0,3.6,0.083333333,0.058823529,0,50,0.4,0.363636364,0,6,3,0,1,0,0.333333333,=,0,2.5,1.7,=,1,19,10,0.526315789,0.6,3.1,2.8,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,78%,0%,<1%,9%,5%,21%,4%,<1%,15%,<1%,7%,19%,19%,"Richard Sherbahn, MD",195,59,40,10,68.7,49.2,45,0.5,64.6,37.3,32.5,0.4,(57.5-71.3),(25.0-50.9),(18.6-49.1),,66,41.5,37.1,0.5,67.7,42.3,43.3,0.5,35.5,28.8,36.7,0.375,2.1,10.2,12.5,0.2,2,2,2,2.3,49.3,34.5,0.111111111,0.2,0.7,0,0,0,47.6,31.8,0.153846154,0.25,19,9,1,1,0.157894737,0.111111111,0,0,2.4,2.4,2,2,56,19,64.3,0.315789474,2,2.3,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CHICAGO INFERTILITY ASSOCIATES,,HANOVER PARK,ILLINOIS,100%,0%,0%,0%,100%,0%,0%,46%,18%,0%,9%,0%,0%,0%,18%,0%,9%,"Ketan N. Jobanputra, MD",4,2,2,0,0.5,0.5,0,=,0.5,0.5,0,=,,,,,0.5,0.5,0,=,0.666666667,0.5,0,=,0.333333333,0.5,0,=,0,0,0,=,2.3,2,2.5,=,0.5,0,=,=,0,0,=,=,0.5,0,=,=,0,2,1,0,=,0,0,=,=,2,2,=,0,0,=,=,=,=,Chicago Infertility Associates,Yes,Yes,Yes,Yes,Yes,No,Yes
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,85%,0%,<1%,5%,9%,<1%,3%,<1%,11%,8%,8%,37%,19%,"Edward L. Marut, MD",532,349,316,150,39.5,36.4,23.1,15.3,34,30.1,19,10.7,(30.0-38.2),(25.3-35.2),(14.8-23.8),(6.2-16.7),38.2,34.1,23.5,12.6,39.3,35.2,25.5,14.3,22.8,22.1,19.6,11.6,10.9,11.7,19.3,15.3,3,3.1,3.7,3.5,31.4,29.9,23.3,8.7,11,7.9,6.8,8.7,42,37.1,23.3,0.1875,24,22,9,1,33.3,27.3,0.333333333,0,3.3,3,3.1,4,140,15,55,0.133333333,2.8,3.1,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,67%,0%,0%,5%,20%,<1%,4%,2%,20%,12%,3%,10%,23%,"MIchael J. Hickey, MD",50,32,23,0,42,28.1,17.4,=,38,18.8,13,=,(24.7-52.8),(7.2-36.4),(2.8-33.6),,41.3,24,14.3,=,45.2,30,0.176470588,=,35.7,20,0.117647059,=,8,21.9,8.7,=,2.8,2.8,2.9,=,4.8,0.111111111,0.25,=,19,0.111111111,0,=,0.210526316,0.333333333,0.333333333,=,10,7,5,2,0.4,0.428571429,0.2,0.5,2.7,2.9,3,3,4,4,0.5,0.75,3,2.8,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes
"REENA JABAMONI, MD, SC",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,80%,0%,0%,12%,33%,11%,1%,1%,20%,7%,0%,10%,5%,"Reena Jabamoni, MD",35,21,8,5,65.7,38.1,0.25,0.2,54.3,33.3,0.25,0.2,(36.6-71.2),(14.6-57.0),,,54.3,33.3,0.285714286,0.333333333,54.3,35,0.333333333,0.333333333,37.1,30,0.333333333,0.333333333,0,0,0.125,0.4,2.4,2.5,2.7,2.7,30.4,0.125,0,0,0,0,0,0,0.315789474,0.142857143,0,0,2,0,0,0,1,=,=,=,2,=,=,=,5,1,0.2,1,2.8,4,"Reena Jabamoni, MD, SC",Yes,No,Yes,Yes,Yes,Yes,Yes
"KARANDE AND ASSOCIATES, SC",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,85%,0%,0%,11%,11%,20%,5%,1%,18%,9%,19%,3%,4%,"Vishvanath C. Karande, MD",137,54,38,11,43.1,27.8,21.1,0.363636364,39.4,25.9,15.8,0.181818182,(31.2-48.1),(15.0-39.7),(6.0-31.3),,40.6,26.4,17.6,0.181818182,45.8,29.8,19.4,0.181818182,29.7,23.4,12.9,0.181818182,2.9,1.9,10.5,0,2.1,2.3,3.6,2.5,30.5,0.333333333,0.375,0,3.4,0,0,0,35.2,0.214285714,0.333333333,0,21,15,3,1,38.1,0.4,0.333333333,0,2.3,2,2,1,17,7,0.588235294,0.714285714,2,2,"Karande and Associates, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,92%,0%,0%,5%,8%,5%,18%,10%,13%,23%,0%,10%,10%,"Marek W. Piekos, MD",17,16,3,0,0.294117647,0.25,1,=,0.294117647,0.25,1,=,,,,,0.294117647,0.25,1,=,0.294117647,0.25,1,=,0.176470588,0.125,0.666666667,=,0,0,0,=,2.9,3.4,3,=,0.6,0.25,0.333333333,=,0,0.5,0,=,0.4,0.5,0.333333333,=,3,0,0,0,0.666666667,=,=,=,3,=,=,=,1,0,0,=,2,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF1,,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,84%,0%,1%,4%,3%,10%,<1%,0%,15%,18%,12%,22%,16%,"Randy S. Morris, MD",94,38,46,14,34,34.2,10.9,0,33,28.9,8.7,0,(23.6-43.4),(15.4-45.9),(2.4-20.8),,34.8,36.7,10.5,0,38.3,42.3,12.5,0,24.7,26.9,9.4,0,5.3,21.1,17.4,0.428571429,2,2,1.9,0.7,37.5,0.307692308,0.2,=,3.1,0,0,=,35.5,0.363636364,0.25,=,34,11,14,2,50,0.272727273,0.214285714,0,1.8,1.8,1.9,0.5,17,5,0.764705882,0.8,2,2,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"CHARLES E. MILLER, MD, & ASSOCIATES",,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,87%,0%,<1%,10%,2%,10%,10%,7%,12%,36%,0%,8%,4%,"Charles E. Miller, MD",178,110,60,20,40.4,35.5,21.7,25,35.4,30.9,13.3,15,(28.4-42.9),(22.4-40.4),(5.9-24.6),(3.2-37.9),37.1,36.6,17,0.1875,40.6,40.5,19.5,0.1875,27.7,19,17.1,0.1875,4.5,15.5,21.7,20,2.8,3,3.5,3.2,30.6,48.7,0.307692308,0,5.6,5.1,0,0.2,31.7,52.9,0.125,0,28,16,4,2,39.3,0.5,0,0.5,2.6,2.8,3.3,1.5,32,19,68.8,0.368421053,2.6,2.8,"Charles E. Miller, MD, & Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes
OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,100%,0%,0%,0%,81%,0%,0%,15%,6%,9%,18%,3%,18%,4%,5%,11%,12%,"W. Paul Dmowski, MD, PhD",58,22,19,13,53.4,45.5,0.421052632,0.153846154,41.4,40.9,0.368421053,0.153846154,(28.6-55.1),(20.7-63.6),,,42.9,0.473684211,0.368421053,0.166666667,50,0.473684211,0.4375,0.181818182,25,0.315789474,0.375,0.181818182,3.4,13.6,0,0.076923077,2.4,2.3,3,2.4,35.5,0.4,0.125,0,16.1,0,0,0,50,0.333333333,0.142857143,0,9,5,2,1,0.222222222,0.6,0.5,0,2.3,2.6,3,2,5,6,0.8,0.5,2.2,2.3,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED REPRODUCTIVE HEALTH CENTERS, LTD.",CHICAGOÐIVF,ORLAND PARK,ILLINOIS,100%,0%,0%,0%,83%,0%,0%,13%,11%,6%,4%,3%,13%,16%,32%,1%,<1%,"Joel Brasch, MD",73,27,25,10,23.3,37,12,0,17.8,29.6,4,0,(9.8-28.5),(13.8-50.2),(0.1-20.4),,18.8,33.3,5,0,20.6,34.8,5,0,15.9,26.1,5,0,5.5,11.1,20,0.2,2.8,3,2.9,2,0.176470588,0.3,0,=,0,0,0,=,0.230769231,0.25,0,=,34,15,6,2,14.7,0.133333333,0.333333333,0,3.1,3.6,2.8,3,9,3,0.222222222,0.333333333,2.8,4,"Advanced Reproductive Health Centers, Ltd., ChicagoÐIVF",Yes,Yes,Yes,Yes,Yes,No,Pending
SHER INSTITUTE FOR REPRODUCTIVE MEDICINE Ð CENTRAL ILLINOIS,,PEORIA,ILLINOIS,100%,0%,0%,0%,95%,0%,0%,19%,5%,<1%,17%,0%,22%,0%,0%,22%,16%,"Kathy A. Trumbull, MD",52,26,11,5,50,30.8,0.272727273,0.4,46.2,23.1,0.181818182,0.2,(32.2-60.5),(9.0-43.6),,,49,25,0.181818182,0.2,50,26.1,0.181818182,0.2,22.9,21.7,0.181818182,0,5.8,7.7,0,0,2.9,3,2.8,2.2,46.2,0.125,0,0.5,11.5,0,0,0,54.2,0.166666667,0,1,1,0,0,0,0,=,=,=,1,=,=,=,2,3,0,0.666666667,2.5,2.7,Sher Institute for Reproductive Medicine Ð Central Illinois,Yes,Yes,Yes,Yes,Yes,No,No
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,95%,5%,0%,0%,80%,0%,<1%,12%,7%,<1%,9%,<1%,21%,<1%,4%,21%,26%,"Chiravudh Sawetawan, MD",92,38,28,12,40.2,28.9,35.7,0,34.8,28.9,17.9,0,(25.1-45.4),(15.4-45.9),(6.1-36.9),,36,32.4,20.8,0,37.6,32.4,23.8,0,24.7,23.5,14.3,0,3.3,10.5,14.3,0.25,2.5,3.1,3,2.8,29.7,0.181818182,0.2,=,8.1,0.090909091,0,=,34.4,0.272727273,0.4,=,27,10,10,0,22.2,0,0.2,=,2.4,2.2,3.2,=,6,7,0.5,0.142857143,2.3,2.4,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTH SHORE FERTILITY, SC",,SKOKIE,ILLINOIS,99%,2%,0%,0%,75%,0%,0%,4%,10%,32%,3%,<1%,12%,2%,30%,2%,3%,"Susan Davies, MD",120,63,68,37,21.7,15.9,7.4,2.7,15,12.7,5.9,0,(9.1-22.7),(5.6-23.5),(1.6-14.4),(0.0-9.5),17.5,15.7,7.1,0,20.5,21.1,9.5,0,17,15.8,7.1,0,14.2,19,17.6,21.6,2.4,2.3,2.6,2.4,15.4,0.4,0.2,0,3.8,0,0,0,0.166666667,0.25,0.25,=,3,1,2,1,0,0,0,0,2.7,2,3,4,15,4,0.2,0.25,2.3,3.3,"North Shore Fertility, SC",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, SC",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,82%,0%,0%,16%,2%,0%,9%,0%,29%,7%,7%,10%,19%,"Mary Ann McRae, MD",58,16,8,1,25.9,0.375,0.125,0,24.1,0.3125,0.125,0,(13.9-37.2),,,,27.5,0.384615385,0.333333333,0,27.5,0.384615385,0.333333333,0,15.7,0.230769231,0.333333333,0,12.1,0.1875,0.625,0,3.7,3.3,2.3,4,0.4,0.333333333,0,=,0.066666667,0,0,=,0.428571429,0.4,0,=,8,4,0,0,0,0,=,=,2.6,2,=,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, SC",No,No,No,No,Yes,Yes,Yes
"SETH LEVRANT, MD, PC",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,89%,0%,0%,10%,10%,2%,0%,0%,17%,2%,2%,16%,41%,"Seth G. Levrant, MD",29,8,10,5,41.4,0,0.3,0,27.6,0,0.3,0,(12.7-47.2),,,,27.6,0,0.375,0,27.6,0,0.375,0,20.7,0,0.375,0,0,0.375,0.2,0.2,2.1,2.2,2.9,2,0.25,=,0.333333333,=,0,=,0,=,0.25,=,0,=,2,3,0,0,0,0.333333333,=,=,3,3,=,=,1,0,1,=,2,=,"Seth Levrant, MD, PC, Partners in Reproductive Health",Yes,No,Yes,Yes,Yes,Yes,Yes
BONAVENTURA REPRODUCTIVE MEDICINE,,CARMEL,INDIANA,99%,1%,0%,0%,76%,0%,0%,5%,22%,19%,10%,0%,11%,10%,4%,6%,13%,"Leo M. Bonaventura, MD",45,10,13,5,24.4,0.3,0.076923077,0,17.8,0.3,0.076923077,0,(8.0-32.1),,,,19.5,0.3,0.090909091,0,21.6,0.333333333,0.1,0,10.8,0.333333333,0.1,0,8.9,0,0.153846154,0.2,2.4,2.8,2.1,2.8,0.363636364,0.333333333,0,=,0,0,0,=,0.5,0,0,=,21,3,8,4,14.3,0.333333333,0.125,0,2.7,3.7,2.9,3.5,10,5,0.2,0,2.2,2.4,Bonaventura Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,No
JARRETT FERTILITY GROUP,,CARMEL,INDIANA,>99%,0%,<1%,0%,59%,0%,0%,14%,9%,15%,14%,1%,14%,6%,15%,6%,6%,"John C. Jarrett, II, MD",71,23,19,1,46.5,47.8,0.368421053,0,43.7,43.5,0.368421053,0,(31.9-56.0),(23.2-65.5),,,49.2,50,0.4375,=,52.5,50,0.4375,=,30.5,35,0.25,=,11.3,13,0.157894737,1,2.3,2.5,2.9,=,33.3,0.272727273,0.428571429,=,6.1,0.090909091,0,=,41.9,0.3,0.428571429,=,15,11,10,2,0.466666667,0,0.2,0,2.7,2.7,2.8,3,19,8,0.526315789,0.125,2.3,3,Jarrett Fertility Group,Yes,Yes,Yes,Yes,Yes,Yes,No
