PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,100%,0%,0%,0%,44%,0%,<1%,11%,10%,12%,8%,<1%,13%,5%,2%,17%,21%,"Russell A. Foulk, M.D.",96,29,22,9,46.9,34.5,40.9,0.111111111,42.7,34.5,22.7,0.111111111,(32.8 - 52.6),(17.2 - 51.8),(5.2 - 40.2),,45.1,41.7,0.294117647,0.25,45.1,47.6,0.333333333,0.25,19.8,28.6,0.266666667,0,5.2,17.2,22.7,0.555555556,3,3.3,3.9,2.8,35.6,0.4,0.111111111,1,15.6,0,0,0,56.1,0.4,0.2,1,47,14,6,1,44.7,0.428571429,0.5,0,3,2.9,2.7,3,35,28,48.6,32.1,2.7,3.3,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,No,Yes
RUSH--COPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,87%,1%,9%,3%,35%,0%,<1%,18%,1%,2%,10%,1%,19%,29%,3%,6%,11%,"Zvi Binor, M.D.",80,41,28,9,27.5,26.8,3.6,0,18.8,22,3.6,0,(10.2 - 27.3),(9.3 - 34.6),(0.0 - 10.4),,22.4,28.1,4.8,0,23.8,29,5,0,23.8,25.8,5,0,16.3,22,25,0.111111111,3.1,3,3.5,2.9,9.1,0.181818182,0,=,0,0,0,=,0,0.111111111,0,=,9,2,1,0,0.111111111,0,0,=,2.8,2,2,=,1,0,0,=,3,=,Rush--Copley Center for Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes
THE CENTER FOR HUMAN REPRODUCTION,,CHICAGO,ILLINOIS,100%,0%,0%,0%,82%,0%,0%,8%,8%,24%,1%,<1%,4%,11%,4%,16%,23%,"Norbert Gleicher, M.D.",44,31,19,7,34.1,32.3,0.157894737,0,13.6,25.8,0,0,(3.5 - 23.8),(10.4 - 41.2),,,13.6,25.8,0,0,13.6,25.8,0,0,11.4,16.1,0,0,0,0,0,0,2.1,2.4,2.5,3.8,0.2,0.2,0,=,0,0.2,0,=,0.166666667,0.375,=,=,5,5,3,1,0.4,0.2,0.333333333,0,2,2.2,2.3,2,9,9,0.333333333,0.222222222,2,2,American Infertility Group--CHR,Yes,Yes,Yes,No,Yes,Yes,Yes
IVF LINCOLN PARK,,CHICAGO,ILLINOIS,100%,0%,0%,0%,86%,0%,0%,15%,25%,2%,4%,<1%,15%,2%,18%,7%,11%,"Aaron S. Lifchez, M.D.",650,318,295,113,38.8,31.8,23.4,10.6,30,23.9,17.3,6.2,(26.5 - 33.5),(19.2 - 28.6),(13.0 - 21.6),(1.8 - 10.6),33.7,27,20.5,7,35.5,28.7,22.7,8,19.7,20.8,17.8,5.7,10.9,11.3,15.6,11.5,2.4,2.4,2.5,2.4,43.3,27.7,13,0.25,4.8,3,4.3,0,44.6,27.6,21.6,0.285714286,86,36,20,7,18.6,19.4,20,0.285714286,2.5,2.4,2.7,2.3,63,8,42.9,0.25,2.9,2.4,IVF Lincoln Park,Yes,No,Yes,Yes,Yes,Yes,Yes
NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,52%,0%,<1%,10%,9%,14%,6%,1%,19%,4%,28%,4%,5%,"Edmond Confino, M.D.",221,106,110,38,44.8,37.7,32.7,21.1,37.6,31.1,26.4,18.4,(31.2 - 43.9),(22.3 - 39.9),(18.1 - 34.6),(6.1 - 30.7),39.9,33.3,30.2,24.1,40.3,34.7,32.6,28,25.2,29.5,22.5,28,5.9,6.6,12.7,23.7,2.2,2.5,2.9,3,38.4,12.5,22.2,0,0,2.5,2.8,0,37.3,15.2,31,0,44,39,27,8,29.5,25.6,11.1,0.625,2.7,2.7,2.9,2.8,30,11,53.3,0.454545455,2.1,2.7,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes
RUSH CENTER FOR ADVANCED REPRODUCTIVE CARE,,CHICAGO,ILLINOIS,86%,1%,5%,8%,59%,0%,<1%,12%,2%,8%,9%,3%,13%,13%,<1%,16%,23%,"Mary Wood-Molo, M.D.",55,40,44,35,32.7,25,13.6,5.7,23.6,17.5,11.4,5.7,(12.4 - 34.9),(5.7 - 29.3),(2.0 - 20.7),(0.0 - 13.4),27.1,20.6,14.7,7.4,27.1,22.6,17.2,8.7,22.9,19.4,10.3,8.7,12.7,15,22.7,22.9,3.3,3,3.6,3,0.277777778,0,0.5,0,0.111111111,0.1,0,0,0.153846154,0.142857143,0.4,0,6,1,3,1,0.166666667,1,0.333333333,0,2.7,5,3,3,3,1,0,0,6,3,Rush Center for Advanced Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF CHICAGO HOSPITALS,,CHICAGO,ILLINOIS,>99%,0%,0%,<1%,45%,0%,<1%,14%,3%,1%,2%,<1%,12%,15%,25%,14%,13%,"David Cohen, M.D.",47,29,27,8,31.9,20.7,0,0.125,21.3,13.8,0,0.125,(9.6 - 33.0),(1.2 - 26.3),(0.0 - 100.0),,25,17.4,0,0.142857143,28.6,0.210526316,0,0.142857143,17.1,0.157894737,0,0.142857143,14.9,20.7,25.9,0.125,2.9,3.2,3.3,4.3,0.333333333,0.166666667,=,0,0.066666667,0,=,0,0.4,0.25,=,0,23,8,8,0,17.4,0.125,0.125,=,3.2,3.5,3.1,=,7,3,0.571428571,0,3.1,4,University of Chicago Hospitals,Yes,No,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,65%,0%,0%,17%,<1%,8%,4%,<1%,30%,12%,10%,10%,7%,"Linda R. Nelson, M.D., Ph.D.",49,32,17,14,30.6,21.9,0.294117647,0.142857143,22.4,15.6,0.235294118,0.142857143,(10.8 - 34.1),(3.0 - 28.2),,,24.4,22.7,0.333333333,0.25,28.2,23.8,0.444444444,0.285714286,20.5,14.3,0.222222222,0.285714286,8.2,31.3,0.294117647,0.428571429,2.8,3.6,3.3,4.1,0.266666667,0.142857143,0.2,0.5,0,0.142857143,0.2,0,0.272727273,0.4,0.5,0,7,2,0,0,0.285714286,0.5,=,=,2.7,3.5,=,=,7,3,0.714285714,0.333333333,2.1,2.7,University of Illinois at Chicago IVF Program,Yes,No,Yes,Yes,Yes,Yes,Yes
"WATERTOWER WOMEN'S CENTER, L.L.C.",,CHICAGO,ILLINOIS,96%,0%,4%,0%,12%,0%,0%,16%,1%,49%,1%,0%,8%,0%,6%,12%,7%,"Jan Friberg, M.D.",11,9,3,10,0.181818182,0.111111111,0.333333333,0,0.181818182,0.111111111,0,0,,,,,0.222222222,0.25,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.181818182,0.555555556,0.666666667,0.1,3.6,3.3,3,3.2,0,0,1,=,0,0,0,=,0,0,=,=,3,1,0,0,0,0,=,=,2.7,3,=,=,11,8,0.181818182,0.125,3.1,2.8,This clinic has undergone reorganization since 2002. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,>99%,<1%,<1%,0%,31%,3%,0%,20%,3%,4%,15%,3%,11%,5%,5%,20%,14%,"Amos E. Madanes, M.D.",156,62,39,15,28.8,14.5,23.1,0.066666667,23.1,11.3,17.9,0,(16.5 - 29.7),(3.4 - 19.2),(5.9 - 30.0),,29.8,15.6,20.6,0,30.3,15.9,20.6,0,18.5,13.6,11.8,0,22.4,27.4,12.8,0.6,3.5,4.3,4,4.2,26.7,0,0.444444444,0,11.1,0.111111111,0.111111111,0,38.9,0.142857143,0.428571429,=,22,8,4,2,13.6,0.125,0.5,0,2.7,2.3,1.8,2.5,7,1,0.285714286,0,4,2,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,>99%,<1%,0%,0%,79%,0%,0%,11%,17%,22%,3%,3%,12%,8%,4%,14%,6%,"John S. Rinehart, M.D., Ph.D.",91,61,60,15,45.1,29.5,20,0.066666667,40.7,24.6,16.7,0,(30.6 - 50.8),(13.8 - 35.4),(7.2 - 26.1),,47.4,29.4,21.7,0,56.9,32.6,28.6,0,33.8,19.6,25.7,0,14.3,16.4,23.3,0.266666667,2.8,2.9,2.8,3.5,31.7,0.277777778,0.25,0,9.8,0.055555556,0,0,40.5,0.4,0.1,=,11,3,5,0,0.181818182,0,0,=,2.1,2,2,=,18,6,0.611111111,0.333333333,2.8,1.8,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,59%,0%,0%,17%,4%,19%,9%,2%,15%,<1%,12%,10%,12%,"Richard P. Sherbahn, M.D.",99,41,29,8,49.5,48.8,20.7,0.125,42.4,34.1,13.8,0.125,(32.7 - 52.2),(19.6 - 48.7),(1.2 - 26.3),,46.2,37.8,16.7,0.125,46.7,37.8,19,0.125,26.7,29.7,14.3,0.125,8.1,9.8,17.2,0,2.2,2.3,2.3,3,34.7,15,0.333333333,0,4.1,5,0,0,42.9,0.214285714,0.25,0,9,3,1,0,0.333333333,0,0,=,2,2.3,2,=,53,19,58.5,0.315789474,2,2.1,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,83%,0%,0%,4%,8%,<1%,4%,0%,11%,1%,6%,44%,22%,"Edward L. Marut, M.D.",417,252,236,101,40,40.1,28,8.9,35,34.1,19.1,4,(30.4 - 39.6),(28.3 - 40.0),(14.1 - 24.1),(0.2 - 7.8),39.9,38.4,23.4,5.5,40.6,38.9,24.5,6.1,23.9,24,20.7,4.5,12.2,11.1,18.6,27.7,3,3.4,4.2,4.6,33.5,25.7,19.7,0,9.6,16.8,9.1,0.111111111,41.1,38.4,15.6,0.25,42,24,11,3,31,0,0.090909091,0,3.8,3.1,3.7,4,102,40,36.3,15,2.7,3.2,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Pending
HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,44%,0%,<1%,4%,23%,3%,2%,2%,8%,9%,2%,27%,20%,"Jay H. Levin, M.D.",46,42,22,3,50,31,22.7,0,43.5,26.2,18.2,0,(29.2 - 57.8),(12.9 - 39.5),(2.1 - 34.3),,45.5,36.7,0.333333333,0,47.6,36.7,0.333333333,0,33.3,26.7,0.25,0,4.3,28.6,45.5,0.666666667,3.1,3,3.1,3,21.7,0.307692308,0.2,=,17.4,0,0,=,30,0.272727273,0.25,=,11,1,5,0,0.363636364,0,0.4,=,3.2,3,3.2,=,7,0,0.857142857,=,3,=,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes
"REENA JABAMONI M.D., S.C.",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,74%,0%,0%,15%,6%,1%,4%,1%,13%,17%,1%,16%,26%,"Reena Jabamoni, M.D.",41,13,13,14,31.7,0.153846154,0.230769231,0.071428571,26.8,0.076923077,0.230769231,0.071428571,(13.3 - 40.4),,,,31.4,0.083333333,0.230769231,0.1,32.4,0.125,0.25,0.1,14.7,0,0.25,0.1,14.6,0.076923077,0,0.285714286,3.1,3.9,2.8,3.2,0.230769231,0.5,0,0,0.230769231,0,0,0,0.545454545,1,0,0,1,1,0,0,0,1,=,=,2,3,=,=,3,0,0.333333333,=,4,=,"Reena Jabamoni M.D., S.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"KARANDE AND ASSOCIATES, S.C.",,HOFFMAN ESTATES,ILLINOIS,100%,0%,0%,0%,81%,0%,0%,5%,13%,31%,3%,0%,16%,2%,14%,6%,10%,"Vishvanath C. Karande, M.D.",35,11,19,8,40,0.545454545,0.315789474,0.25,31.4,0.545454545,0.315789474,0.25,(16.0 - 46.8),,,,33.3,0.545454545,0.352941176,0.25,35.5,0.6,0.4,0.25,29,0.5,0.266666667,0.125,5.7,0,0.105263158,0,2.2,2.5,2.7,3,0.214285714,0.333333333,0.333333333,0.5,0,0,0,0,0.181818182,0.166666667,0.333333333,0.5,14,1,0,0,0.428571429,0,=,=,2,2,=,=,7,5,0.571428571,0.2,2.3,2.4,"Karande and Associates, S.C.",Yes,Yes,Yes,No,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, LTD.",,JOLIET,ILLINOIS,100%,0%,0%,0%,75%,0%,3%,4%,2%,1%,1%,3%,3%,6%,0%,63%,17%,"Marek W. Piekos, M.D.",47,7,5,0,38.3,0.142857143,0.2,=,27.7,0.142857143,0.2,=,(14.9 - 40.4),,,,28.9,0.142857143,0.2,=,31,0.142857143,0.2,=,19,0.142857143,0.2,=,4.3,0,0,=,3.6,2.6,4.8,=,0.277777778,0,0,=,0,0,0,=,0.384615385,0,0,=,8,2,0,0,0.125,0,=,=,3.5,4,=,=,1,0,0,=,4,=,"Reproductive Health Specialists, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
IVF1,,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,85%,<1%,0%,4%,7%,10%,3%,2%,10%,6%,12%,23%,23%,"Randy S. Morris, M.D.",116,40,49,12,41.4,42.5,34.7,0.083333333,35.3,42.5,16.3,0,(26.6 - 44.0),(27.2 - 57.8),(6.0 - 26.7),,36,43.6,17.4,0,39.8,47.2,19.5,0,22.3,30.6,14.6,0,1.7,2.5,6.1,0.166666667,2.2,2.2,2.6,1.9,41.7,0.470588235,0.352941176,0,2.1,0.058823529,0.058823529,0,43.9,0.352941176,0.25,=,35,8,10,2,20,0.125,0.1,0,2.3,1.5,2,1.5,13,8,0.538461538,0.125,2,1.9,IVF1,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"CHARLES E. MILLER, M.D., AND ASSOCIATES",,NAPERVILLE,ILLINOIS,100%,0%,0%,0%,78%,0%,0%,16%,3%,14%,14%,6%,15%,26%,<1%,5%,1%,"Charles E. Miller, M.D.",148,57,55,19,29.7,29.8,25.5,0.105263158,27,26.3,16.4,0.105263158,(19.9 - 34.2),(14.9 - 37.7),(6.6 - 26.1),,31.7,32.6,24.3,0.181818182,34.5,35.7,24.3,0.181818182,21.6,21.4,21.6,0.181818182,14.9,19.3,32.7,0.421052632,3.2,3.5,3.1,4,29.5,0.352941176,0.142857143,0,11.4,0,0,0,37.5,0.4,0.111111111,0,29,12,14,2,31,0.333333333,0.214285714,0,3.6,4.4,3.1,4.5,31,6,32.3,0.333333333,3.3,3.5,"Charles E. Miller, M.D., and Associates",Yes,Yes,Yes,Yes,Yes,Yes,Yes
OAK BROOK FERTILITY CENTER,,OAK BROOK,ILLINOIS,100%,0%,0%,0%,77%,0%,0%,9%,2%,18%,18%,5%,10%,5%,4%,20%,9%,"W. Paul Dmowski, M.D., Ph.D.",60,25,29,13,36.7,56,27.6,0.076923077,33.3,40,17.2,0.076923077,(21.4 - 45.3),(20.8 - 59.2),(3.5 - 31.0),,35.1,43.5,21.7,0.083333333,37.7,45.5,0.263157895,0.125,18.9,22.7,0.157894737,0.125,5,8,20.7,0.076923077,2.7,2.8,2.8,3.3,36.4,0.357142857,0.25,0,9.1,0.071428571,0,0,50,0.5,0.4,0,10,5,2,0,0.3,0.4,0,=,3,2.8,2.5,=,9,9,0.444444444,0.777777778,2.8,3,Oak Brook Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED REPRODUCTIVE CENTER, LTD.",,ROCKFORD,ILLINOIS,97%,3%,0%,0%,75%,0%,3%,4%,1%,5%,<1%,2%,20%,<1%,3%,13%,50%,"John P. Holden, M.D.",65,23,27,0,24.6,26.1,14.8,=,20,17.4,14.8,=,(10.3 - 29.7),(1.9 - 32.9),(1.4 - 28.2),,23.6,19,20,=,24.5,19,0.266666667,=,13.2,0,0.266666667,=,15.4,8.7,25.9,=,2.9,3.2,3.3,=,0.375,0.666666667,0,=,0.0625,0.166666667,0,=,0.461538462,1,0,=,7,1,0,0,0,0,=,=,3,2,=,=,1,0,0,=,2,=,"Advanced Reproductive Center, Ltd.",Yes,No,No,Yes,Yes,Yes,Yes
REPRODUCTIVE HEALTH AND FERTILITY CENTER,,ROCKFORD,ILLINOIS,92%,7%,0%,<1%,81%,0%,0%,18%,6%,4%,3%,<1%,26%,2%,0%,12%,28%,"Chiravudh Sawetawan, M.D.",63,20,20,9,38.1,40,50,0.222222222,33.3,35,40,0.111111111,(21.7 - 45.0),(14.1 - 55.9),(18.5 - 61.5),,35.6,0.368421053,0.5,0.142857143,36.8,0.368421053,0.5,0.166666667,19.3,0.263157895,0.25,0,6.3,5,20,0.222222222,3.1,3.1,3.5,2.3,45.8,0.25,0.4,0,4.2,0.125,0.1,0.5,47.6,0.285714286,0.5,1,8,2,1,0,0.5,0,0,=,2.5,2.5,4,=,2,3,0,0.333333333,2.5,2,Reproductive Health and Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES, S.C.",,SPRINGFIELD,ILLINOIS,100%,0%,0%,0%,95%,2%,0%,22%,3%,0%,7%,0%,24%,13%,2%,13%,16%,"Mary Ann Mcrae, M.D.",32,15,9,0,37.5,0.133333333,0.111111111,=,31.3,0.066666667,0.111111111,=,(15.2 - 47.3),,,,32.3,0.071428571,0.111111111,=,34.5,0.071428571,0.111111111,=,24.1,0.071428571,0,=,3.1,0.066666667,0,=,3.9,3.5,2.9,=,0.333333333,0,1,=,0,0,0,=,0.3,0,1,=,10,1,1,0,0.1,1,0,=,3.2,3,3,=,0,0,=,=,=,=,"Reproductive Endocrinology Associates, S.C.",No,No,No,No,Yes,Yes,Yes
"SETH LEVRANT, M.D., P.C.",PARTNERS IN REPRODUCTIVE HEALTH,TINLEY PARK,ILLINOIS,100%,0%,0%,0%,75%,0%,0%,8%,3%,0%,0%,5%,12%,2%,5%,28%,37%,"Seth G. Levrant, M.D.",24,14,6,5,41.7,0.285714286,0.166666667,0,33.3,0.214285714,0.166666667,0,(14.5 - 52.2),,,,36.4,0.25,0.2,0,40,0.272727273,0.2,0,40,0.090909091,0.2,0,8.3,0.142857143,0.166666667,0.2,2.6,3.2,2.6,3,0,0.25,0,=,0,0.25,0,=,0,0.666666667,0,=,4,1,1,0,0,0,0,=,2.8,2,3,=,1,1,0,0,3,3,"Seth Levrant, M.D., P.C., Partners in Reproductive Health",Yes,No,Yes,No,Yes,Yes,Yes
"ADVANCED REPRODUCTION INSTITUTE, L.L.C.",ADVANCED FERTILITY GROUP,EVANSVILLE,INDIANA,100%,0%,0%,0%,44%,0%,0%,16%,22%,3%,6%,1%,4%,0%,0%,24%,24%,"William L. Gentry, M.D.",43,11,7,4,44.2,0.454545455,0.142857143,0.25,39.5,0.363636364,0.142857143,0.25,(24.9 - 54.1),,,,44.7,0.444444444,0.2,0.333333333,44.7,0.444444444,0.25,0.333333333,26.3,0.333333333,0.25,0.333333333,11.6,0.181818182,0.285714286,0.25,3.3,3.4,3,4,0.263157895,0.2,0,0,0.105263158,0,0,0,0.411764706,0.25,0,0,3,2,0,1,0,0,=,0,2,2.5,=,3,3,2,0.333333333,0,3.3,3,"Advanced Reproduction Institute, L.L.C., Advanced Fertility Group",Yes,Yes,Yes,Yes,Yes,Yes,Yes
ASSOCIATED FERTILITY & GYNECOLOGY,,FORT WAYNE,INDIANA,100%,0%,0%,0%,69%,0%,1%,19%,14%,2%,4%,0%,8%,3%,<1%,15%,34%,"Shelby O. Cooper, M.D.",64,22,8,1,42.2,31.8,0.25,0,37.5,31.8,0.25,0,(25.6 - 49.4),(12.4 - 51.3),,,44.4,0.388888889,0.285714286,0,46.2,0.388888889,0.333333333,0,30.8,0.277777778,0.166666667,0,15.6,18.2,0.125,0,2.7,3.1,3.2,3,25.9,0.142857143,1,=,7.4,0.142857143,0,=,33.3,0.285714286,0.5,=,15,1,1,1,0.066666667,0,0,0,2.5,4,2,4,4,1,0.5,0,3,2,Associated Fertility & Gynecology,Yes,No,No,Yes,Yes,Yes,Yes
ADVANCED FERTILITY GROUP,,INDIANAPOLIS,INDIANA,>99%,0%,0%,<1%,43%,0%,6%,13%,39%,1%,7%,3%,11%,<1%,<1%,13%,13%,"William L. Gentry, M.D.",91,30,21,8,54.9,26.7,28.6,0.25,49.5,23.3,19,0.25,(39.2 - 59.7),(8.2 - 38.5),(2.3 - 35.8),,56.3,28,0.266666667,0.25,57.7,29.2,0.285714286,0.25,29.5,16.7,0.214285714,0.125,12.1,16.7,28.6,0,3.2,3.4,4.6,4,40,0.25,0,0.5,8,0.25,0.166666667,0,48.9,0.428571429,0.25,0.5,23,7,4,0,26.1,0.285714286,0,=,2.7,2.3,2.8,=,1,0,1,=,3,=,Advanced Fertility Group,Yes,No,Yes,Yes,Yes,Yes,Yes
"FAMILY BEGINNINGS, P.C.",,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,56%,0%,0%,5%,16%,0%,4%,2%,20%,14%,2%,4%,33%,"James G. Donahue, M.D.",27,6,10,1,37,0.166666667,0.2,0,33.3,0.166666667,0.2,0,(15.6 - 51.1),,,,39.1,0.166666667,0.333333333,0,40.9,0.166666667,0.5,0,27.3,0.166666667,0.5,0,14.8,0,0.4,0,2.5,2.7,2.3,4,0.2,0,0,=,0.1,0,0,=,0.333333333,0,0,=,4,3,0,0,0.25,0,=,=,3.3,1.3,=,=,1,0,1,=,4,=,"Family Beginnings, P.C.",Yes,No,Yes,No,Yes,Yes,Yes
INDIANA UNIVERSITY HOSPITAL,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,33%,0%,0%,19%,15%,0%,33%,0%,0%,0%,0%,0%,33%,"Marguerite K. Shepard, M.D.",10,7,4,1,0.6,0.571428571,0.5,0,0.6,0.285714286,0,0,,,,,0.75,0.285714286,0,0,0.75,0.285714286,0,0,0.5,0.142857143,0,0,0.2,0,0.25,0,2.4,3.3,3,2,0.333333333,0.25,0.5,=,0.166666667,0,0,=,0.333333333,0.5,=,=,0,1,0,0,=,0,=,=,=,3,=,=,0,0,=,=,=,=,Indiana University Hospital,No,No,No,No,Yes,Yes,Yes
MIDWEST REPRODUCTIVE MEDICINE,,INDIANAPOLIS,INDIANA,95%,2%,3%,0%,57%,<1%,<1%,14%,9%,8%,16%,2%,16%,10%,15%,3%,7%,"Laura M. Reuter, M.D.",455,150,96,62,36.3,28,28.1,16.1,30.8,22,21.9,6.5,(26.5 - 35.0),(15.4 - 28.6),(13.6 - 30.1),(0.3 - 12.6),34.6,25.8,26.9,8.3,36.6,27,28,9.5,24.8,18.9,24,9.5,11,14.7,18.8,22.6,2.5,2.7,3,3.2,28.5,28.6,14.8,0,3.6,2.4,3.7,0,32.1,30.3,14.3,0,209,71,47,11,21.5,12.7,19.1,0,2.8,2.7,3.3,2,60,30,41.7,40,2.5,3.3,Midwest Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY ASSOCIATES,,INDIANAPOLIS,INDIANA,100%,0%,0%,0%,47%,0%,0%,22%,31%,0%,13%,0%,18%,0%,2%,5%,9%,"Donald L. Cline, M.D.",30,7,3,4,30,0.142857143,0.666666667,0,20,0.142857143,0.666666667,0,(5.7 - 34.3),,,,28.6,0.25,1,0,0.315789474,0.333333333,1,0,0.052631579,0.333333333,0,0,30,0.428571429,0.333333333,0.75,2.8,2.3,3,2,0.444444444,0,1,=,0.111111111,0,0,=,0.833333333,0,1,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Reproductive Endocrinology Associates,No,No,No,No,No,Yes,Yes
WOMEN'S SPECIALTY HEALTH CENTERS,,INDIANAPOLIS,INDIANA,92%,8%,0%,0%,48%,0%,0%,2%,12%,2%,8%,0%,<1%,5%,0%,34%,36%,"David S. McLaughlin, M.D.",66,16,12,1,50,0.3125,0.25,0,50,0.1875,0.083333333,0,(37.9 - 62.1),,,,55.9,0.25,0.111111111,0,56.9,0.272727273,0.111111111,0,39.7,0.090909091,0.111111111,0,10.6,0.25,0.25,0,2.6,2.7,2.7,1,24.2,0.4,0.333333333,=,9.1,0,0,=,30.3,0.666666667,0,=,7,0,0,0,0.714285714,=,=,=,2.4,=,=,=,6,0,1,=,2.8,=,Women's Specialty Health Centers,Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE CARE OF INDIANA,,ZIONSVILLE,INDIANA,100%,0%,0%,0%,30%,0%,<1%,14%,17%,17%,6%,0%,5%,6%,2%,16%,17%,"Michael A. Henry, M.D.",73,26,9,3,47.9,19.2,0.222222222,0,38.4,15.4,0.222222222,0,(27.2 - 49.5),(1.5 - 29.3),,,40.6,0.210526316,0.25,0,43.1,0.210526316,0.25,0,24.6,0.157894737,0.125,0,5.5,26.9,0.111111111,0,2.8,3.2,2.6,4,28.6,0,0.5,=,25.7,0.2,0,=,42.9,0.25,0.5,=,11,1,0,2,0,0,=,0.5,4.1,2,=,3.5,15,9,0.533333333,0.222222222,2.9,4.6,Reproductive Care of Indiana,Yes,Yes,Yes,Yes,Yes,Yes,Yes
