OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
130,REPRODUCTIVE BIOLOGY ASSOCIATES,,ATLANTA,GEORGIA,100%,0%,0%,0%,87%,0%,<1%,9%,5%,5%,10%,18%,4%,<1%,12%,4%,6%,19%,21%,"Andrew Toledo, MD",273,187,168,63,34,33.1,22.1,14.8,8.2,1.3,48.4,36.9,32.1,22.2,2.9,40.7,31.6,24.4,11.1,0,(34.8Ð46.7),(25.0Ð38.7),(18.1Ð31.6),(4.6Ð21.6),(0.0Ð10.3),42.9,35.5,27.5,14.3,0,46.1,38.8,30.1,15.6,0,32.8,25.7,22.8,11.1,0,5.1,11.2,11.3,22.2,14.7,2.2,2.6,3,3.8,3.5,30.3,29,14.8,0.142857143,0,0.8,0,3.7,0,0,28.8,33.9,24.4,0.285714286,=,135,69,51,13,6,48.9,50.7,31.4,0.076923077,0.5,2.3,2.5,3,2.8,2.8,70,66,64.3,50,1.9,2.5,Reproductive Biology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GA
131,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES,,AUGUSTA,GEORGIA,100%,0%,0%,0%,82%,0%,0%,0%,0%,17%,14%,7%,7%,0%,24%,7%,14%,3%,7%,"Adelina M. Emmi, MD",11,4,6,0,1,39.1,0.166666667,0.142857143,=,0,0.545454545,0.25,0.5,=,0,0.454545455,0.25,0.166666667,=,0,,,,,,0.454545455,0.333333333,0.166666667,=,0,0.5,0.333333333,0.166666667,=,0,0.2,0.333333333,0.166666667,=,0,0,0.25,0,=,0,2.3,2,2.3,=,3,0.5,0,0,=,=,0,0,0,=,=,0.6,0,0,=,=,5,0,2,0,0,0.4,=,0.5,=,=,2.2,=,2,=,=,0,0,=,=,=,=,Reproductive Medicine and Infertility Associates,Yes,No,Yes,No,Yes,Yes,Yes,GA
132,SERVY INSTITUTE FOR REPRODUCTIVE ENDOCRINOLOGY,,AUGUSTA,GEORGIA,100%,0%,0%,0%,44%,0%,0%,0%,0%,9%,6%,6%,3%,0%,3%,3%,0%,42%,27%,"Edouard Servy, MD",12,6,2,1,1,42.3,0.333333333,0,=,0,0.666666667,0.333333333,0,0,0,0.583333333,0.333333333,0,0,0,,,,,,0.583333333,0.4,0,=,0,0.583333333,0.5,0,=,0,0.333333333,0.25,0,=,0,0,0.166666667,0,1,0,2.2,2.3,2,=,3,0.375,0.5,=,=,=,0,0,=,=,=,0.428571429,0.5,=,=,=,1,1,1,0,0,1,0,0,=,=,2,2,2,=,=,3,1,0.333333333,1,1.7,2,Servy Institute for Reproductive Endocrinology,Yes,No,No,No,Yes,Yes,Yes,GA
133,"COLUMBUS CENTER FOR REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY, LLC",,COLUMBUS,GEORGIA,100%,0%,0%,0%,77%,0%,0%,0%,0%,18%,22%,2%,6%,5%,5%,0%,1%,18%,23%,"Prakash J. Thiruppathi, MD",38,15,10,1,0,25.6,27.6,13.6,0,=,50,0.333333333,0.3,0,=,31.6,0.333333333,0.3,0,=,(17.5Ð48.7),,,,,32.4,0.384615385,0.428571429,0,=,33.3,0.416666667,0.428571429,0,=,22.2,0.25,0.428571429,0,=,2.6,0.133333333,0.3,0,=,2.4,2.4,3.1,3,=,0.210526316,0.6,0,=,=,0.052631579,0,0,=,=,0.333333333,0.4,0,=,=,14,2,2,0,0,0.428571429,0.5,0,=,=,2.9,4.5,2,=,=,4,0,0.25,=,2,=,"Columbus Center for Reproductive Endocrinology & Infertility, LLC",Yes,Yes,Yes,Yes,Yes,No,Yes,GA
134,CENTRAL GEORGIA FERTILITY INSTITUTE,,MACON,GEORGIA,100%,0%,0%,0%,52%,0%,0%,0%,6%,20%,6%,2%,6%,2%,18%,0%,12%,6%,27%,"William J. Butler, MD",24,8,11,1,0,36.4,0,0,0,=,41.7,0,0,0,=,37.5,0,0,0,=,(18.8Ð59.4),,,,,39.1,0,0,0,=,39.1,0,0,0,=,13,0,0,0,=,4.2,0,0.090909091,0,=,1.9,2,2,1,=,0.6,=,=,=,=,0,=,=,=,=,0.666666667,=,=,=,=,3,1,1,0,0,0,1,0,=,=,2,2,2,=,=,0,0,=,=,=,=,Central Georgia Fertility Institute,No,No,Yes,No,Yes,Yes,Yes,GA
135,GEORGIA CENTER FOR REPRODUCTIVE MEDICINE,,SAVANNAH,GEORGIA,100%,0%,0%,0%,25%,0%,0%,2%,2%,16%,17%,11%,4%,2%,7%,7%,3%,22%,12%,"Patrick L. Blohm, MD",43,33,19,5,0,32.6,22.2,15.9,0.083333333,=,51.2,39.4,0.210526316,0.2,=,39.5,27.3,0.210526316,0.2,=,(25.0Ð55.6),(13.3Ð45.5),,,,40.5,30,0.25,0.2,=,43.6,33.3,0.25,0.2,=,30.8,29.6,0.125,0.2,=,2.3,9.1,0.157894737,0,=,2.2,2.3,2.8,2.4,=,31.8,0.153846154,0.25,0,=,4.5,0,0.25,0,=,0.294117647,0.111111111,0.5,0,=,28,13,7,4,0,39.3,0.307692308,0.428571429,0.25,=,2,1.8,2,1.8,=,14,4,0.714285714,0.75,2.1,2.5,Georgia Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,No,GA
136,ADVANCED REPRODUCTIVE CENTER OF HAWAII,,HONOLULU,HAWAII,100%,0%,0%,0%,71%,0%,0%,2%,0%,4%,0%,6%,6%,0%,23%,1%,2%,4%,54%,"Christopher T. Huang, MD",43,18,33,7,9,18.3,12.7,11.7,0.0625,0,34.9,0.222222222,30.3,0.142857143,0,25.6,0.222222222,24.2,0.142857143,0,(13.5Ð41.2),,(11.1Ð42.3),,,28.9,0.222222222,27.6,0.142857143,0,32.4,0.235294118,28.6,0.166666667,0,23.5,0.176470588,25,0.166666667,0,11.6,0,12.1,0,0,2.4,3.2,3.4,2.7,2.4,0.2,0.25,0.2,0,=,0,0.25,0,0,=,0.272727273,0.25,0.125,0,=,5,2,1,1,0,0.2,0.5,0,0,=,2.8,3.5,3,3,=,6,8,0.5,0.625,2.2,2.4,Advanced Reproductive Center of Hawaii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,HI
137,HAWAII REPRODUCTIVE CENTER,,HONOLULU,HAWAII,100%,0%,0%,0%,91%,0%,0%,0%,0%,9%,1%,8%,1%,0%,21%,0%,5%,12%,44%,"Celia E. Dominguez, MD",27,18,21,6,6,27.1,16.7,22,0.125,0.058823529,44.4,0.388888889,47.6,0.166666667,0.166666667,37,0.388888889,47.6,0.166666667,0,(19.4Ð57.6),,(25.7Ð70.2),,,41.7,0.4375,0.526315789,0.166666667,0,41.7,0.4375,0.588235294,0.166666667,0,29.2,0.375,0.470588235,0,0,11.1,0.111111111,9.5,0,0,2.5,3,3.5,2.7,4.3,0.166666667,0.142857143,0.1,1,0,0.166666667,0,0.1,0,0,0.3,0.142857143,0.2,1,=,0,2,2,1,0,=,0,0,0,=,=,3.5,3,2,=,4,1,0.25,1,2.5,3,Hawaii Reproductive Center,Yes,No,Yes,No,Yes,Yes,Yes,HI
138,IVF HAWAII,,HONOLULU,HAWAII,100%,0%,0%,0%,89%,0%,0%,0%,0%,2%,0%,3%,4%,0%,1%,0%,0%,39%,51%,"Benton HH Chun, MD",30,14,25,9,6,42,25,11.3,6.7,10,63.3,0.5,32,0.333333333,0.333333333,60,0.357142857,16,0,0.166666667,(40.6Ð77.3),,(4.5Ð36.1),,,69.2,0.357142857,18.2,0,0.166666667,69.2,0.384615385,19,0,0.2,38.5,0.307692308,19,0,0.2,13.3,0,12,0.111111111,0,2.7,2.5,3,3.8,4,0.263157895,0.142857143,0,0,0,0.157894737,0,0,0,0,0.444444444,0.2,0,=,0,1,3,0,3,0,0,0,=,0.666666667,=,3,2.3,=,2.7,=,2,0,1,=,2.5,=,IVF Hawaii,Yes,No,Yes,No,Yes,No,Yes,HI
139,PACIFIC IN VITRO FERTILIZATION INSTITUTE,,HONOLULU,HAWAII,100%,0%,0%,0%,57%,0%,<1%,1%,<1%,6%,1%,7%,6%,0%,20%,2%,2%,11%,45%,"Thomas S. Kosasa, MD",103,71,67,34,11,25.2,25.7,12.4,9,0,35,33.8,29.9,14.7,0.090909091,30.1,29.6,23.9,8.8,0,(21.5Ð39.9),(19.3Ð41.6),(14.3Ð35.9),(1.9Ð23.7),,34.8,35,27.6,11.1,0,36.5,38.2,28.6,12.5,0,22.4,20,23.2,12.5,0,13.6,15.5,13.4,20.6,0,2.4,2.6,3.7,3.3,2.8,30.6,45.8,20,0.4,0,5.6,4.2,5,0,0,38.7,47.6,0.1875,0,=,31,20,16,9,3,32.3,30,0.5625,0.111111111,0.333333333,2.2,2.2,2.5,2.9,3,24,17,58.3,0.294117647,2.1,1.9,Pacific In Vitro Fertilization Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,HI
140,TRIPLER ARMY MEDICAL CENTER IVF INSTITUTE,,TRIPLER AMC,HAWAII,100%,0%,0%,0%,72%,0%,0%,0%,0%,20%,13%,4%,2%,0%,16%,0%,16%,4%,26%,"Richard S. Lucidi, MD",14,5,13,0,0,25.7,0,9.3,=,=,0.5,0.2,0.230769231,=,=,0.285714286,0,0.230769231,=,=,,,,,,0.285714286,0,0.25,=,=,0.307692308,0,0.272727273,=,=,0.153846154,0,0.181818182,=,=,0,0,0.076923077,=,=,2.7,2.4,3.9,=,=,0.571428571,0,0.333333333,=,=,0,0,0,=,=,0.5,=,0.333333333,=,=,9,9,5,0,0,0.333333333,0.333333333,0,=,=,2,2,2,=,=,0,0,=,=,=,=,This clinic has closed or reorganized since 2008.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,HI
141,IDAHO CENTER FOR REPRODUCTIVE MEDICINE,,BOISE,IDAHO,100%,0%,0%,0%,56%,0%,6%,3%,0%,6%,5%,15%,3%,3%,18%,2%,3%,21%,24%,"Cristin C. Slater, MD",130,56,25,5,1,28.9,17.8,10.9,0.066666667,0,46.2,39.3,24,0.2,0,40,28.6,16,0.2,0,(31.5Ð49.0),(17.3Ð42.2),(4.5Ð36.1),,,42.3,32,19,0.25,0,43,33.3,19,0.25,0,25.6,22.9,14.3,0.25,0,5.4,10.7,16,0.2,0,2.3,3,3,3.8,5,36.7,22.7,0.333333333,0,=,3.3,4.5,0,0,=,40.4,0.3125,0.25,0,=,65,14,11,7,0,35.4,0.214285714,0.181818182,0.142857143,=,2.6,2.3,2.4,2.4,=,56,43,62.5,37.2,2.3,2.6,Idaho Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ID
142,RUSHÐCOPLEY CENTER FOR REPRODUCTIVE HEALTH,,AURORA,ILLINOIS,98%,0%,1%,1%,84%,0%,1%,0%,0%,15%,27%,10%,7%,6%,19%,6%,<1%,4%,6%,"Zvi Binor, MD",34,26,16,4,1,29.9,16.4,10,0.1,0,47.1,30.8,0.3125,0.25,0,38.2,19.2,0.125,0.25,0,(22.2Ð56.4),(6.6Ð39.4),,,,40.6,25,0.142857143,0.25,0,44.8,25,0.166666667,0.25,0,27.6,25,0.166666667,0.25,0,5.9,23.1,0.125,0,0,2.7,2.8,2.5,2.5,2,0.4375,0.125,0,0,=,0,0,0,0,=,0.384615385,0,0,0,=,9,1,1,0,0,0.222222222,0,0,=,=,2.4,2,2,=,=,4,3,0.25,0,2.3,2.3,RushÐCopley Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
143,"MARTIN S. BALIN, MD, PHD",,CHICAGO,ILLINOIS,100%,0%,0%,0%,92%,0%,0%,0%,0%,5%,10%,3%,0%,0%,8%,0%,10%,13%,51%,"Martin S. Balin, MD, PhD",13,8,2,3,0,32,0.294117647,0,0,=,0.384615385,0.375,0,0,=,0.230769231,0.375,0,0,=,,,,,,0.230769231,0.375,0,0,=,0.230769231,0.375,0,0,=,0.076923077,0.25,0,0,=,0,0,0,0,=,1.9,2.1,2,2,=,0.6,0.666666667,=,=,=,0,0,=,=,=,0.666666667,0.333333333,=,=,=,4,0,0,1,1,0.25,=,=,0,0,2.5,=,=,3,1,2,1,0.5,0,2.5,2,"Martin S. Balin, MD, PhD",Yes,No,Yes,No,Yes,No,Yes,IL
144,CENTER FOR REPRODUCTIVE MEDICINE & FERTILITY,THE UNIVERSITY OF CHICAGO,CHICAGO,ILLINOIS,100%,0%,0%,0%,48%,0%,1%,1%,0%,12%,5%,7%,7%,3%,5%,17%,20%,15%,10%,"Helen Kim, MD",59,33,35,25,7,22.6,17.1,8.5,9.8,0,30.5,33.3,20,12,0,25.4,33.3,11.4,4,0,(15.0Ð38.4),(18.0Ð51.8),(3.2Ð26.7),(0.1Ð20.4),,33.3,37.9,16.7,0.076923077,0,39.5,37.9,18.2,0.1,0,34.2,27.6,13.6,0,0,23.7,12.1,31.4,48,0.571428571,2.4,2.8,3.2,4.1,4,0.111111111,0.272727273,0.142857143,0,=,0.055555556,0,0,0.333333333,=,0.133333333,0.272727273,0.25,1,=,20,10,6,2,2,45,0.3,0.5,0,0,2.8,3.1,3,3.5,7.5,13,16,0.384615385,0.1875,2.3,2.7,"Center for Reproductive Medicine & Fertility, The University of Chicago",Yes,No,Yes,Yes,Yes,Yes,Yes,IL
145,INSTITUTE FOR HUMAN REPRODUCTION (IHR),,CHICAGO,ILLINOIS,100%,0%,0%,0%,94%,1%,<1%,58%,8%,3%,6%,11%,0%,1%,5%,24%,1%,16%,31%,"Ilan Tur-Kaspa, MD",79,26,40,21,12,31,36.8,32.7,9.8,0,41.8,38.5,35,19,0,35.4,30.8,20,9.5,0,(25.0Ð47.0),(14.3Ð51.8),(9.1Ð35.6),(1.2Ð30.4),,35.4,30.8,21.6,10,0,38.4,36.4,27.6,0.105263158,0,27.4,27.3,13.8,0.052631579,0,0,0,7.5,4.8,0.083333333,1.8,1.7,1.8,2.2,2.3,27.3,0.4,0.285714286,0.25,=,0,0,0,0,=,28.6,0.25,0.5,0.5,=,34,9,8,4,0,23.5,0,0.125,0.25,=,1.8,1.3,1.9,2.3,=,20,18,65,0.222222222,2,2,Institute for Human Reproduction (IHR),Yes,Yes,Yes,Yes,Yes,No,Yes,IL
146,NORTHWESTERN UNIVERSITY,,CHICAGO,ILLINOIS,100%,0%,0%,0%,72%,0%,1%,0%,2%,6%,9%,25%,4%,<1%,22%,1%,21%,4%,8%,"Edmond Confino, MD",154,124,111,48,14,28.3,23.6,15,9.3,0,44.2,31.5,26.1,20.8,0,37.7,26.6,20.7,10.4,0,(30.0Ð45.8),(19.1Ð35.3),(13.6Ð29.5),(3.5Ð22.7),,40.6,33,24.5,11.9,0,41.4,35.1,27.1,12.5,0,32.1,26.6,22.4,12.5,0,7.1,19.4,15.3,12.5,0.142857143,2.1,2.2,2.4,2.7,3.3,23.5,23.1,13.8,0,=,0,0,0,0,=,22.4,24.2,17.4,0,=,38,36,24,4,2,42.1,33.3,33.3,0.25,0,2.2,2.3,2.4,2.5,3,41,24,58.5,20.8,2,2.2,Northwestern University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
147,RIVER NORTH IVFÐFERTILITY CENTERS OF ILLINOIS,,CHICAGO,ILLINOIS,100%,0%,0%,0%,82%,<1%,<1%,3%,8%,6%,15%,13%,4%,2%,15%,9%,18%,8%,10%,"Angelina Beltsos, MD",912,476,390,178,91,35.8,22.8,14.2,9.6,7.2,41.6,29.2,18.7,12.4,6.6,35.3,23.7,12.8,6.7,5.5,(32.2Ð38.5),(20.0Ð27.8),(9.7Ð16.6),(3.5Ð11.5),(1.8Ð12.4),39.3,27.9,16.3,9.3,8.9,43.2,31,19.6,11.9,11.9,29.9,23.1,15.7,10.9,11.9,10.2,14.9,21.3,27.5,38.5,1.9,2.1,2.3,2.3,2.3,29.3,28.1,16.4,13.6,0.166666667,4.7,0.7,2.7,0,0,30.7,25.7,20,0.083333333,0,228,93,78,19,12,35.1,29,30.8,0.315789474,0.166666667,1.9,1.9,2,1.8,2.1,117,34,49.6,23.5,2,2,River North IVFÐFertility Centers of Illinois,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
148,UNIVERSITY OF ILLINOIS AT CHICAGO IVF PROGRAM,,CHICAGO,ILLINOIS,100%,0%,0%,0%,60%,0%,0%,0%,10%,9%,8%,6%,4%,<1%,18%,9%,6%,23%,17%,"Humberto Scoccia, MD",64,21,15,14,7,33.3,10,9.7,0.111111111,0,29.7,23.8,0.133333333,0.071428571,0,26.6,9.5,0.066666667,0,0,(16.3Ð39.1),(1.2Ð30.4),,,,34.7,10,0.076923077,0,0,40.5,10,0.083333333,0,0,38.1,10,0,0,0,23.4,4.8,0.133333333,0.785714286,0.571428571,1.8,2,2.6,3,4,0.210526316,0,0.5,0,=,0.052631579,0,0,0,=,0.058823529,0,1,=,=,13,10,1,1,0,0.076923077,0.3,1,0,=,1.8,1.8,2,3,=,8,5,0.625,0.4,1.6,1.6,University of Illinois at Chicago IVF Program,Yes,No,Yes,No,Yes,Yes,Yes,IL
149,WOMEN'S HEALTH CONSULTANTS,,CHICAGO,ILLINOIS,93%,2%,5%,<1%,79%,3%,<1%,4%,2%,2%,3%,0%,0%,<1%,3%,<1%,<1%,53%,37%,"Mary W. Molo, MD",45,36,23,12,15,37.2,13.3,19.5,0.25,10.3,51.1,22.2,21.7,0.166666667,0.133333333,40,16.7,17.4,0.083333333,0.133333333,(25.7Ð55.7),(6.4Ð32.8),(5.0Ð38.8),,,45,17.1,0.25,0.125,0.181818182,48.6,18.2,0.285714286,0.166666667,0.222222222,35.1,3,0.214285714,0.166666667,0.222222222,11.1,2.8,30.4,0.333333333,0.266666667,2.3,3,2.9,2,3.2,21.7,0.5,0.6,0.5,0.5,8.7,0.125,0,0,0,0.277777778,0.833333333,0.25,0,0,3,3,5,0,0,0.333333333,0.333333333,0.2,=,=,5,3.3,2.2,=,=,1,0,1,=,3,=,Women's Health Consultants,No,Yes,Yes,Yes,Yes,No,Yes,IL
150,CENTER FOR REPRODUCTIVE HEALTH/JOLIET IVF,,CREST HILL,ILLINOIS,100%,0%,0%,0%,73%,0%,<1%,0%,0%,6%,4%,27%,7%,0%,12%,2%,13%,12%,17%,"R. Scott Springer, DO",65,17,11,9,2,35.4,15.6,4.5,0.055555556,0,44.6,0.294117647,0.090909091,0.111111111,0,43.1,0.176470588,0.090909091,0,0,(30.8Ð56.0),,,,,47.5,0.214285714,0.111111111,0,0,50,0.214285714,0.142857143,0,0,25,0.071428571,0.142857143,0,0,9.2,0.176470588,0.181818182,0.222222222,0.5,2.3,2.3,3.1,3,5,58.6,0.4,0,0,=,0,0,0,0,=,50,0.666666667,0,=,=,12,3,1,1,0,0.333333333,0,0,0,=,2.3,2,4,3,=,5,0,0.6,=,2.2,=,Center for Reproductive Health/Joliet IVF,Yes,No,Yes,Yes,Yes,No,Yes,IL
151,MIDWEST FERTILITY CENTER,,DOWNERS GROVE,ILLINOIS,100%,0%,0%,0%,44%,0%,0%,5%,0%,5%,7%,9%,9%,3%,6%,5%,3%,26%,26%,"Amos E. Madanes, MD",59,14,23,4,3,20.8,19.4,19,0,0,40.7,0.428571429,34.8,0,0.333333333,39,0.357142857,30.4,0,0,(26.5Ð52.6),,(13.2Ð52.9),,,41.1,0.357142857,31.8,0,0,41.1,0.357142857,35,0,0,30.4,0.285714286,20,0,0,5.1,0,4.3,0,0,2.7,2.6,2.9,3,2.7,29.2,0.333333333,0.25,=,0,0,0,0.125,=,0,26.1,0.2,0.428571429,=,=,25,5,1,2,0,28,0.8,1,0,=,2.2,3,3,2,=,11,0,0.545454545,=,2,=,Midwest Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,IL
152,THE RINEHART CENTER FOR REPRODUCTIVE MEDICINE,,EVANSTON,ILLINOIS,100%,0%,0%,0%,84%,0%,0%,<1%,1%,11%,18%,26%,1%,1%,14%,5%,5%,5%,13%,"John S. Rinehart, MD, PhD",104,40,40,8,2,33.7,47.1,21.7,0.125,1,26,50,20,0.25,0.5,24,40,17.5,0,0.5,(16.2Ð33.4),(24.9Ð56.7),(7.3Ð32.8),,,28.1,45.7,25,0,0.5,50,59.3,35,0,1,46,44.4,25,0,0,14.4,12.5,30,0,0,1.9,1.9,2.3,1.6,2,18.5,25,0.25,0,1,0,0,0,0,0,8,0.25,0.285714286,=,1,33,3,3,4,2,42.4,0,0,0.25,1,2.2,2.3,2.7,2.3,2.5,16,9,0.3125,0.666666667,2,2.3,The Rinehart Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
153,THE RINEHARTÐCOULAM CENTER,,EVANSTON,ILLINOIS,100%,0%,0%,0%,84%,0%,0%,0%,8%,11%,11%,22%,0%,2%,7%,15%,7%,15%,11%,"Carolyn B. Coulam, MD",20,9,7,0,2,33.3,0.538461538,0.125,=,0,35,0.555555556,0.285714286,=,0,20,0.555555556,0,=,0,(5.7Ð43.7),,,,,0.210526316,0.625,0,=,0,0.266666667,1,0,=,0,0.2,0.8,0,=,0,5,0.111111111,0,=,0.5,2.4,2.6,2.7,=,5,0.285714286,0.4,0,=,=,0.142857143,0,0,=,=,0.25,0.2,=,=,=,3,2,1,0,0,0.666666667,0,0,=,=,2.7,2,4,=,=,1,0,1,=,2,=,The RinehartÐCoulam Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
154,ADVANCED FERTILITY CENTER OF CHICAGO,,GURNEE,ILLINOIS,100%,0%,0%,0%,72%,0%,0%,0%,3%,8%,8%,14%,8%,<1%,19%,2%,13%,14%,14%,"Richard P. Sherbahn, MD",187,71,53,19,5,45,31.5,20.4,10.2,0.083333333,60.4,45.1,34,0.368421053,0.2,54,38,22.6,0.052631579,0,(46.6Ð61.3),(26.8Ð50.3),(12.3Ð36.2),,,56.7,40.9,26.1,0.066666667,0,57.4,42.9,27.3,0.066666667,0,36.4,36.5,20.5,0.066666667,0,4.8,7,13.2,0.210526316,0,2.1,2,2.3,3.3,2.4,38.9,9.4,0.222222222,0,0,4.4,9.4,0.055555556,0,0,36.6,14.8,0.25,0,=,20,8,5,2,0,45,0.25,0.4,0,=,1.8,2.4,2.2,1,=,47,7,78.7,0.428571429,1.9,2.3,Advanced Fertility Center of Chicago,Yes,Yes,Yes,Yes,Yes,Yes,Yes,IL
155,CHICAGO INFERTILITY ASSOCIATES,,HANOVER PARK,ILLINOIS,100%,0%,0%,0%,64%,0%,0%,0%,0%,20%,33%,7%,0%,0%,7%,0%,7%,20%,7%,"Ketan N. Jobanputra, MD",3,1,6,1,0,0.333333333,=,0,=,=,0.333333333,0,0.333333333,0,=,0.333333333,0,0,0,=,,,,,,0.5,0,0,0,=,0.5,=,0,=,=,0.5,=,0,=,=,0.333333333,0,0.166666667,0,=,1.5,=,2.3,=,=,0,=,0,=,=,0,=,0,=,=,0,=,=,=,=,0,4,0,0,0,=,0,=,=,=,=,2,=,=,=,0,0,=,=,=,=,Chicago Infertility Associates,Yes,Yes,Yes,Yes,Yes,No,Yes,IL
156,HIGHLAND PARK IVF CENTER,,HIGHLAND PARK,ILLINOIS,100%,0%,0%,0%,83%,0%,3%,10%,7%,3%,7%,4%,1%,1%,10%,10%,26%,29%,9%,"Edward L. Marut, MD",555,339,391,170,89,31,18.3,10.7,6.8,5,42.9,30.1,18.9,14.7,7.9,37.7,23.3,15.1,8.2,5.6,(33.6Ð41.8),(18.9Ð28.2),(11.7Ð19.0),(4.6Ð13.4),(1.8Ð12.6),41.7,26.6,18.7,10.9,7.7,44,28.2,21.5,13,9.6,29.5,22.1,18.2,11.1,9.6,9.7,12.4,19.2,24.1,27,2.2,2.5,2.8,3.1,3.5,31.5,20.6,16.2,12,0,2.9,2.9,2.7,0,0.142857143,33,21.5,15.3,0.142857143,0,125,54,45,14,5,41.6,20.4,33.3,0.285714286,0.2,2.3,2.1,2.2,2.6,2.2,185,115,45.4,39.1,2.2,2.4,Highland Park IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,No,IL
157,HINSDALE CENTER FOR REPRODUCTION,,HINSDALE,ILLINOIS,100%,0%,0%,0%,94%,0%,0%,2%,4%,6%,3%,10%,9%,0%,22%,23%,5%,6%,18%,"Michael J. Hickey, MD",25,19,11,8,0,29.8,32.6,20.8,0.0625,=,32,0.526315789,0.363636364,0.125,=,32,0.315789474,0.272727273,0.125,=,(14.9Ð53.5),,,,,32,0.315789474,0.333333333,0.142857143,=,40,0.352941176,0.375,0.142857143,=,15,0.235294118,0.375,0.142857143,=,0,0,0.181818182,0.125,=,2.4,2.7,3,2.3,=,0.5,0.4,0.25,0,=,0.125,0.1,0,0,=,0.625,0.333333333,0,0,=,12,6,2,2,5,0.416666667,0.333333333,0.5,0,0.4,2.4,2.8,3,2,2.4,8,0,0.5,=,2.3,=,Hinsdale Center for Reproduction,Yes,Yes,No,Yes,Yes,Yes,Yes,IL
